Contract ID,NAICS,Date Signed,Contracting Agency ID,PSC,Region,Business Entity ID,Action Obligation ($),Modification Count,Total Modified Action Obligation ($),Competition Type,Bids
FA822723C0003,236220,2023-09-27,5700,Y1BZ,West,VDCKDSJ81SK1,37465411,4,371437,Open,""
W912KC15C0039,236220,2015-09-25,2100,Z2AZ,Northeast,DJBDE7J4ANC9,635000,0,0,Restricted,1
W9126G10C0040,236220,2010-03-30,2100,Y111,Southeast,R1JMF7QVK3L6,1873712,3,0,Open,1
GS05P11SLC0009,236220,2010-11-29,4740,Z111,Midwest,DRLTAXYFZBK8,207629,1,4443,Restricted,1
W912EK24C0043,236220,2024-09-27,2100,C212,West,NMNYELXTK441,6522895,0,0,Restricted,1
GS04P09EXC0065,236220,2009-03-25,4740,Z111,Southeast,EB4SFDKCPFQ3,241770,1,39990,Restricted,1
47PE0222C0016,236220,2022-02-17,4740,Z2AA,Southeast,UZ8GYMW2H6G8,221969,1,2660,Open,1
VA24512C0077,236220,2012-06-26,3600,Z1DA,Southeast,DMB2HAHDX1Q5,4200000,11,358269,Open,4
47PF0019C0076,236220,2019-08-02,4740,Z2AA,Midwest,FCLJG6BC8LV4,32944,1,0,Open,1
FA460014C0007,236220,2014-03-06,5700,Z2AA,Southeast,M3BLRXC1DQ28,279500,7,18145,Open,""
HSCG8212CPMV006,236220,2012-04-19,7008,Z1PZ,Southeast,GRUVBCL86B39,3161253,11,722821,Restricted,1
W15QKN20C5034,236220,2020-07-09,2100,Y1AA,Northeast,V2ENNS3NTTW8,721978,2,63654,Open,1
W912BV24C0024,236220,2024-09-29,2100,Z2FC,Southwest,E2C2S97ZA3D3,3730588,0,0,Restricted,1
V69DC773,236220,2005-09-20,3600,Z141,Midwest,H8KMD811NZE3,371079,6,47721,Restricted,1
36C24222C0075,236220,2022-03-02,3600,Y1DA,Northeast,J7R2DTL3CU93,190327,2,0,Restricted,1
HSCG8307C3WQ042,236220,2007-03-23,7008,Z119,Northeast,QS4DKQ72ZK25,1086250,4,166872,Restricted,1
W912PP11C0042,236220,2011-09-29,2100,Y199,Southwest,JF45HLE1BFF6,1849906,5,28561,Restricted,1
HQ003409L3037,236220,2009-03-31,97F5,Z111,Southeast,EB9EMEQNYFK5,47700,1,0,Open,""
75N99019C00054,236220,2019-09-23,7529,Z2DA,Southeast,NRNEMLN2LLU1,898256,7,1651667,Restricted,1
W911YP08C0003,236220,2007-12-20,2100,Z152,West,PZ8LQ54KJV74,27641,0,0,Restricted,1
VA246C0008,236220,2007-08-29,3600,Z141,Southeast,F2FPFHNNTBC2,386100,2,141847,Restricted,1
