Contract ID,NAICS,Date Signed,Contracting Agency ID,PSC,Region,Business Entity ID,Action Obligation ($),Modification Count,Total Modified Action Obligation ($),Competition Type,Bids
W912DY15C0056,236220,2015-09-30,2100,Y1DB,West,MX5UJLDFXTZ5,9949476,3,9302,Restricted,1
V554C845,236220,2004-09-14,3600,Y169,West,HE7SLBYD2QR7,38258,0,0,Restricted,1
W91QV112C0048,236220,2012-09-14,2100,Z2BZ,Southeast,GJ73YK46LRJ7,185226,3,0,Restricted,1
VA25016C0009,236220,2016-01-11,3600,Y1DZ,Midwest,P6DVZGM1ZJQ3,385600,2,0,Open,4
47PC1120C0005,236220,2020-06-05,4740,Z2AA,Northeast,MUDPMKWH76B8,317000,4,36276,Open,5
47PK0724C0003,236220,2023-10-23,4740,Z2AA,West,TDUHN53G2741,35316,0,0,Restricted,1
140L0624C0026,236220,2024-09-11,1422,Y1AZ,West,W9AGU7MKHE54,5694177,1,0,Open,6
W50S8U23C0001,236220,2022-12-15,2100,Y1JZ,Southwest,WZMNSPFNHJ93,5634800,4,21650,Open,3
N6945008C1775,236220,2008-09-26,1700,Y119,Southeast,RRKASFUKYMJ4,9780000,16,470099,Open,""
DTFASA17C00524,236220,2017-06-12,6920,Z1BA,Southwest,DK6BPGB7G9R9,25000,4,49431,Open,1
VA246C0102,236220,2007-06-29,3600,C114,Southeast,JS15V5MGBP95,0,0,0,Restricted,1
V528C55106,236220,2005-09-15,3600,Y111,Northeast,FYF1DNQHJV64,95855,0,0,Restricted,1
W912QR10C0036,236220,2010-02-18,2100,Y199,Southwest,DB7SF3NNL1J6,10038065,10,819532,Open,8
AG82A7C150045,236220,2015-05-06,12C2,N056,Southeast,Z7EBT9RS7HL7,32337,0,0,Restricted,1
DTFAEN16C00285,236220,2016-08-02,6920,AD64,Southwest,NK7DHYALXVQ3,914985,13,176624,Open,3
GS11P11MAM0275,236220,2011-04-08,4740,Y111,Southeast,CVZLC3PKNDN3,7893,0,0,Open,1
