Contract ID,NAICS,Date Signed,Contracting Agency ID,PSC,Region,Business Entity ID,Action Obligation ($),Modification Count,Total Modified Action Obligation ($),Competition Type,Bids
GS05P16SCC7011,236220,2016-01-11,4740,Z2AA,Midwest,NCL6MQ79SZA6,4950,0,0,Open,1
W912QR05C0031,236220,2005-09-15,2100,Y299,Southeast,XF9ZEWPKWRL2,7508159,22,1256826,Open,6
GS02P07PCC0040,236220,2007-05-17,4740,Z111,West,FKMWECSN4983,293725,25,651212,Restricted,1
VA243C0107,236220,2007-10-09,3600,Y152,Northeast,FGKNSZMF6CD7,598813,0,0,Restricted,1
W91B4N10C8032,236220,2009-12-03,2100,Y111,Southeast,LN9PU5M2YZN5,51489,1,7508,Open,1
N4008009C4411,236220,2009-09-28,1700,Z199,Southeast,KMXZLM4QWWS9,1686461,2,197869,Open,""
VA247C1102,236220,2009-09-23,3600,Z141,Southeast,Y1EKDFUPUXC6,78307,0,0,Restricted,1
VA247RA0831,236220,2010-07-01,3600,Z141,Southeast,KK2VQ8DRW5B6,329145,1,0,Open,9
N6247312C0020,236220,2012-08-27,1700,Z2AZ,Midwest,VPVKE183B2G9,1100000,0,0,Open,""
N6895004C0029,236220,2005-03-10,1700,Y111,Midwest,PYVGKLBNLBV8,4991961,13,1906348,Open,""
00255200301DV255C589A501999,236220,2003-01-15,3600,Z149,Midwest,MY19BAGJS415,142718,0,0,Open,1
W91LV208C0003,236220,2007-12-27,2100,Z111,Midwest,FN7GJ7LGZBL5,68000,1,0,Restricted,1
FA304712C0021,236220,2012-09-14,5700,Z2JZ,Southwest,RKQXCNLNN1N5,3989778,9,146445,Open,""
FA286013C0030,236220,2013-09-24,5700,Z2AZ,Southeast,ZKLHNCJ7CEE9,513993,0,0,Open,""
VA26312C0150,236220,2012-06-27,3600,Y1DA,Midwest,U26VNZTQ5JF3,416500,1,12585,Open,2
GS03P08QPC0035,236220,2008-05-07,4740,Z111,Southeast,JH8BDPD1DG47,603000,1,0,Restricted,1
GS11P17NWC0031,236220,2017-03-29,4740,Z1AA,Northeast,ZMNPZJK8YVN3,50381,0,0,Open,1
NNA17BF79C,236220,2017-06-09,8000,Y1DB,West,KU19CNLCK2K7,38214000,0,0,Open,2
VA26117C0194,236220,2017-09-20,3600,Y1JZ,West,M5E7V76U1DJ9,21331,0,0,Open,1
W912KC17C0009,236220,2017-09-24,2100,J045,Northeast,DJBDE7J4ANC9,102292,4,256424,Restricted,1
70B01C22C00000019,236220,2022-04-15,7014,Y1JZ,Southwest,H32ZB9RXLUD4,801228,1,0,Restricted,1
47PE0224C0005,236220,2024-02-28,4740,Z2AA,Southeast,UU5LR6BHE237,28050,1,0,Open,1
INICBK66060008,236220,2006-09-14,1450,Y131,West,FSWCY1JHFNC4,22415649,9,55514687,Open,1
N4008510C9413,236220,2010-07-23,1700,Y163,Northeast,LCJ3FY3T4J43,7904800,8,2237673,Open,""
VA243RA0344,236220,2010-06-21,3600,AD61,Northeast,W27HWYZ1JFL1,779700,0,0,Open,8
528C44123,236220,2004-04-29,3600,Z141,Northeast,MC1AP77B2KM9,390024,0,0,Open,3
GS04P06RAC0069,236220,2006-06-01,4740,Z111,Southeast,MQ1PG6HWBCQ4,23178,0,0,Restricted,1
VA263C1238,236220,2011-05-02,3600,Z141,Midwest,NJFASMLTSRR5,9347,1,3171,Open,4
VA248C1898,236220,2011-07-22,3600,Z141,Southeast,S6H6LZKRYWN1,3800,0,0,Restricted,1
GS05P04GAC0068,236220,2004-05-27,4740,Z111,Midwest,N8L5GMLMTKA6,174500,3,7691,Open,1
W912DR23C0022,236220,2023-07-25,2100,Z2DB,Southeast,XHDBKA151ZA9,2011969,5,433216,Restricted,1
VA69DC1801,236220,2011-04-14,3600,Z141,Midwest,T1YMVFYUF2L5,1162000,5,40731,Open,11
N4008511C0500,236220,2011-03-23,1700,Z119,Northeast,KCDZLXJTKPX5,1700378,2,59832,Open,""
W912DR09C0050,236220,2009-09-30,2100,Y199,Southeast,JRAJJYLTG914,2624000,7,240010,Open,5
W911SA07C0006,236220,2007-06-12,2100,Z199,Midwest,NQV8EKBJ8ZA4,228721,2,11791,Restricted,1
W911QY20C0126,236220,2020-09-30,2100,Z2FC,West,EMTHHYMHF7J6,14942028,8,823304,Restricted,1
DACW0194C0185,236220,2004-03-16,2100,Y199,Southeast,JPEAVKYG37S3,0,1,15478,Open,2
GS09P10KSC0155,236220,2011-09-23,4740,Z111,West,Y5MKPBH47154,604483,1,18791,Restricted,1
AZ000200303DGS03P03AZD0045,236220,2003-03-15,4740,Z111,West,SYGQNX6Q1NM5,1,0,0,Open,11
W91B4M09C4083,236220,2009-05-02,2100,Y199,Southeast,LN9PU5M2YZN5,211240,0,0,Open,2
W911S711C0039,236220,2011-09-06,2100,Z119,Midwest,LYQ1KDY8ZED5,42157,1,886,Open,3
47PD0220C0006,236220,2020-07-20,4740,Z2AA,Southeast,CS5JBCVKXNL4,3288600,7,70266,Restricted,1
12639523C0110,236220,2023-09-15,12K3,Y1JZ,Southeast,LXVTTNGL1TK5,245991,1,15421,Open,9
W5J9JE13C0027,236220,2013-03-15,2100,Y1JZ,Southeast,NN2NGPDNCK23,2060000,2,0,Open,5
VA248C1584,236220,2010-09-27,3600,Z119,Southeast,S6H6LZKRYWN1,19325,1,19325,Restricted,1
N6247403C9008,236220,2003-09-30,1700,Z162,West,U4K9M66MUHR9,362313,0,0,Open,""
FA304712C0022,236220,2012-08-28,5700,Z2AA,Southwest,D8LQNLJDLDX9,456417,5,7973,Open,""
