Contract ID,Contracting Agency ID,Number of Sub-Award Transactions,Sub-Award Obligation Sum,Percent of Prime Award (Sub-Award)
W9126G10C0059,2100,Empty,Empty,Empty
W5K9FH11C0051,2100,Empty,Empty,Empty
GS11P12MAC0351,4740,Empty,Empty,Empty
W912P424C0013,2100,Empty,Empty,Empty
W912DY19C0081,2100,Empty,Empty,Empty
140P4318C0071,1443,Empty,Empty,Empty
36C26024C0040,3600,Empty,Empty,Empty
W912PP10C0035,2100,Empty,Empty,Empty
GS08P12JBP0106,4740,Empty,Empty,Empty
W50S9C22C0003,2100,Empty,Empty,Empty
W912DQ24C4004,2100,Empty,Empty,Empty
V596C1027,3600,Empty,Empty,Empty
VA528C0843,3600,Empty,Empty,Empty
47PM0517C0019,4740,Empty,Empty,Empty
47PD1018C0023,4740,Empty,Empty,Empty
VA255C0020,3600,Empty,Empty,Empty
W50S6L20C0011,2100,Empty,Empty,Empty
V693C504,3600,Empty,Empty,Empty
N4008517C8322,1700,Empty,Empty,Empty
47PM0423C0008,4740,Empty,Empty,Empty
SRB1009C1005,1900,Empty,Empty,Empty
36C78619C0151,3600,Empty,Empty,Empty
GS04P07EXC0125,4740,Empty,Empty,Empty
GS05P13STC0004,4740,Empty,Empty,Empty
W9127807C0033,2100,Empty,Empty,Empty
36C24619C0149,3600,Empty,Empty,Empty
N3319116C1027,1700,Empty,Empty,Empty
W912QR12C0020,2100,Empty,Empty,Empty
36C25620C0075,3600,Empty,Empty,Empty
GS04P15RRP0025,4740,Empty,Empty,Empty
47PM1024C0004,4740,Empty,Empty,Empty
VA247C0879,3600,Empty,Empty,Empty
W9128A14C0005,2100,Empty,Empty,Empty
W9127S07C6006,2100,Empty,Empty,Empty
W912PL20C0030,2100,Empty,Empty,Empty
2032H324C00021,2001,Empty,Empty,Empty
N4008009C4407,1700,Empty,Empty,Empty
W917PM06C0020,2100,Empty,Empty,Empty
W912ER14C0011,2100,Empty,Empty,Empty
W912DR20C0052,2100,Empty,Empty,Empty
SUG50014C0013,1900,Empty,Empty,Empty
HSFLGL11C00012,7015,Empty,Empty,Empty
VA259C0174,3600,Empty,Empty,Empty
GS04P05RAC3031,4740,Empty,Empty,Empty
W9124Q06C0502,2100,Empty,Empty,Empty
VA243RA0903,3600,Empty,Empty,Empty
36C24418C0264,3600,Empty,Empty,Empty
W912PL23C0021,2100,Empty,Empty,Empty
W9128F10C0013,2100,Empty,Empty,Empty
AG32SDC140024,12H2,Empty,Empty,Empty
47PF0019C0005,4740,Empty,Empty,Empty
AG0281C090007,12C2,Empty,Empty,Empty
36C24718C0163,3600,Empty,Empty,Empty
GS09P11WFC0018,4740,Empty,Empty,Empty
GS09P10KLC0006,4740,Empty,Empty,Empty
AG82X9C060291,12C2,Empty,Empty,Empty
GS05P05SVC0003,4740,Empty,Empty,Empty
FA440709C0035,5700,Empty,Empty,Empty
N3319111C1718,1700,Empty,Empty,Empty
FA940104C0005,5700,Empty,Empty,Empty
47PK1518C0022,4740,Empty,Empty,Empty
N4008509C2862,1700,Empty,Empty,Empty
W912DQ19C4008,2100,Empty,Empty,Empty
VA25914C0356,3600,Empty,Empty,Empty
GS09P07KLC0015,4740,Empty,Empty,Empty
FA283522C0025,5700,Empty,Empty,Empty
VA247C0806,3600,Empty,Empty,Empty
GS11P15YTC0151,4740,Empty,Empty,Empty
W917BG07C0048,2100,Empty,Empty,Empty
2032H323C00032,2001,Empty,Empty,Empty
N4008019C1017,1700,Empty,Empty,Empty
VA243C0625,3600,Empty,Empty,Empty
GS06P08THC0011,4740,Empty,Empty,Empty
AG91S85091S842W03,12C2,Empty,Empty,Empty
AG5680C070006,12C2,Empty,Empty,Empty
W9124312C0500,2100,Empty,Empty,Empty
VA256C0376,3600,Empty,Empty,Empty
VA257C0577,3600,Empty,Empty,Empty
DTFASA17C00738,6920,Empty,Empty,Empty
1333ND23CNB190021,1341,Empty,Empty,Empty
SCH50015C2006,1900,Empty,Empty,Empty
36C24619C0095,3600,Empty,Empty,Empty
W90BRJ10C0022,2100,Empty,Empty,Empty
FA813720C0004,5700,Empty,Empty,Empty
W91B4M10C6516,2100,Empty,Empty,Empty
W911KB24C0020,2100,Empty,Empty,Empty
GS11P11YEC0120,4740,Empty,Empty,Empty
DACA5103C0006,2100,Empty,Empty,Empty
V247C04428A,3600,Empty,Empty,Empty
W9127804C0064,2100,Empty,Empty,Empty
W917PM09C0052,2100,Empty,Empty,Empty
GS09P17WNC0021,4740,Empty,Empty,Empty
W9124722C0057,2100,Empty,Empty,Empty
0436CW10326,3300,Empty,Empty,Empty
W913FT06C0005,2100,Empty,Empty,Empty
N4008308C1027,1700,Empty,Empty,Empty
N6247313C1610,1700,Empty,Empty,Empty
AG32SCC150043,12H2,Empty,Empty,Empty
V00241C00161,3600,Empty,Empty,Empty
W912HP20C3005,2100,Empty,Empty,Empty
47PK1419C0001,4740,Empty,Empty,Empty
75N99023C00045,7529,Empty,Empty,Empty
INPC0700000119,1443,Empty,Empty,Empty
W912DR07C0059,2100,Empty,Empty,Empty
N6247314C0420,1700,Empty,Empty,Empty
FA860108C0029,5700,Empty,Empty,Empty
AG9A28C050004,12C2,Empty,Empty,Empty
GS11P08MAC0264,4740,Empty,Empty,Empty
VA52813C0157,3600,Empty,Empty,Empty
DOLJ079626083,1631,Empty,Empty,Empty
W912QR13C0020,2100,Empty,Empty,Empty
VA26213C0059,3600,Empty,Empty,Empty
FA461017C0006,5700,Empty,Empty,Empty
47PF0019C0055,4740,Empty,Empty,Empty
VA25616C0211,3600,Empty,Empty,Empty
INP16PC00579,1443,Empty,Empty,Empty
VA25610C1016,3600,Empty,Empty,Empty
N3319112C2019,1700,Empty,Empty,Empty
GS11P13MAP0129,4740,Empty,Empty,Empty
VA256C1449,3600,Empty,Empty,Empty
SP470316C0014,97AS,Empty,Empty,Empty
47PD0518C0003,4740,Empty,Empty,Empty
00581200309DV581C544,3600,Empty,Empty,Empty
47PM0518C0028,4740,Empty,Empty,Empty
FA486108CA008,5700,Empty,Empty,Empty
INPC8000080919,1443,Empty,Empty,Empty
GS09P13WKC0026,4740,Empty,Empty,Empty
INP15PC00442,1443,Empty,Empty,Empty
47PM1018C0060,4740,Empty,Empty,Empty
FA890323C0003,5700,Empty,Empty,Empty
SAQMMA16C0155,1900,Empty,Empty,Empty
VA241C0769,3600,Empty,Empty,Empty
HHSD200201357108C,7523,Empty,Empty,Empty
75N99022C00045,7529,Empty,Empty,Empty
VA262C0173,3600,Empty,Empty,Empty
FA468608C0020,5700,Empty,Empty,Empty
36E77619C0091,3600,Empty,Empty,Empty
N6246703C8837,1700,Empty,Empty,Empty
VA258C0179,3600,Empty,Empty,Empty
FA330009C0030,5700,Empty,Empty,Empty
V255C657A50344,3600,Empty,Empty,Empty
VA246C0614,3600,Empty,Empty,Empty
VA25112C0135,3600,Empty,Empty,Empty
W91B4M09C4104,2100,Empty,Empty,Empty
47PJ0018C0056,4740,Empty,Empty,Empty
47PD1218C0013,4740,Empty,Empty,Empty
V636C1044,3600,Empty,Empty,Empty
GS08P06JBC3032,4740,Empty,Empty,Empty
N4008016C0173,1700,Empty,Empty,Empty
GS11P12YTC0289,4740,Empty,Empty,Empty
W5J9JE11C0013,2100,Empty,Empty,Empty
47PK1918C0002,4740,Empty,Empty,Empty
FA308909C0001,5700,Empty,Empty,Empty
FA486109CA001,5700,Empty,Empty,Empty
36C26324C0087,3600,Empty,Empty,Empty
SAQMMA17C0136,1900,Empty,Empty,Empty
36C25922C0013,3600,Empty,Empty,Empty
N6274207C1308,1700,Empty,Empty,Empty
W9123819C0014,2100,Empty,Empty,Empty
140P6323C0008,1443,Empty,Empty,Empty
FA441710C0028,5700,Empty,Empty,Empty
FA667513C0010,5700,Empty,Empty,Empty
FA521520C0044,5700,Empty,Empty,Empty
N6945012C6847,1700,Empty,Empty,Empty
N4008520C0025,1700,Empty,Empty,Empty
N6247306C6684,1700,Empty,Empty,Empty
VA248C1521,3600,Empty,Empty,Empty
36C77624C0055,3600,Empty,Empty,Empty
W90U4210C4124,2100,Empty,Empty,Empty
W9123613C0034,2100,Empty,Empty,Empty
36C25620C0094,3600,Empty,Empty,Empty
12905B20C0008,12H2,Empty,Empty,Empty
N6945012C2759,1700,Empty,Empty,Empty
140P2018C0089,1443,Empty,Empty,Empty
36C77624C0112,3600,Empty,Empty,Empty
VA24413C0360,3600,Empty,Empty,Empty
FA820116C0053,5700,Empty,Empty,Empty
VA259C1105,3600,Empty,Empty,Empty
VA243C0106,3600,Empty,Empty,Empty
VA247C0361,3600,Empty,Empty,Empty
VA250C0264,3600,Empty,Empty,Empty
N4008008C4428,1700,Empty,Empty,Empty
GS03P15QPC0004,4740,Empty,Empty,Empty
VA247C1331,3600,Empty,Empty,Empty
INP11PC81392,1443,Empty,Empty,Empty
VA245C0355,3600,Empty,Empty,Empty
GS09P08WLC0032,4740,Empty,Empty,Empty
W9123806C0008,2100,Empty,Empty,Empty
N6247312C0027,1700,Empty,Empty,Empty
N6945016C4449,1700,Empty,Empty,Empty
W91QV123C0053,2100,Empty,Empty,Empty
VA26012C0007,3600,Empty,Empty,Empty
89243320CFE000043,8900,Empty,Empty,Empty
GS11P09MAM0234,4740,Empty,Empty,Empty
GS11P11YTC0024,4740,Empty,Empty,Empty
AG0261C100031,12C2,Empty,Empty,Empty
GS08P16JBC7022,4740,Empty,Empty,Empty
GS11P15YTC0200,4740,Empty,Empty,Empty
V600C76708A,3600,Empty,Empty,Empty
W9124L21C0006,2100,Empty,Empty,Empty
V10N3C3418A,3600,Empty,Empty,Empty
36C25818C0135,3600,Empty,Empty,Empty
N6945024C0039,1700,Empty,Empty,Empty
AG447UC060150,12C2,Empty,Empty,Empty
00614200303DV614C517,3600,Empty,Empty,Empty
GS09P03KYC0069,4740,Empty,Empty,Empty
VA244C0099,3600,Empty,Empty,Empty
VA244C1405,3600,Empty,Empty,Empty
AG4568C140105,12C2,Empty,Empty,Empty
DJBP0202N3A30007,1540,Empty,Empty,Empty
INP15PC00439,1443,Empty,Empty,Empty
36C24718C0136,3600,Empty,Empty,Empty
1282A722C0040,12C2,Empty,Empty,Empty
VA101CFMC0061,3600,Empty,Empty,Empty
W911KB16C0007,2100,Empty,Empty,Empty
61702200303DJ61702C0034,1540,Empty,Empty,Empty
AZ000200210DGS03P03AZC0041,4740,Empty,Empty,Empty
W9124Q08C0604,2100,Empty,Empty,Empty
W9127817C0019,2100,Empty,Empty,Empty
47PK1724C0007,4740,Empty,Empty,Empty
N6247003C0074,1700,Empty,Empty,Empty
AG04GGC080045,12C2,Empty,Empty,Empty
BW000200306DGS01P03BZC0018,4740,Empty,Empty,Empty
FA308911C0011,5700,Empty,Empty,Empty
GS11P08MAM0002,4740,Empty,Empty,Empty
VA101F13C0024,3600,Empty,Empty,Empty
ST000200309DGS05P03STM0056,4740,Empty,Empty,Empty
47PM0917C0010,4740,Empty,Empty,Empty
00516200309DV516C958,3600,Empty,Empty,Empty
GS05P07FBC0023,4740,Empty,Empty,Empty
DEAM0908SR22635,8900,Empty,Empty,Empty
GS06P14TBC0019,4740,Empty,Empty,Empty
VA24517C0192,3600,Empty,Empty,Empty
VA263C0141,3600,Empty,Empty,Empty
36C24218C0111,3600,Empty,Empty,Empty
1630DC19C0016,1630,Empty,Empty,Empty
INPC5480050004,1443,Empty,Empty,Empty
N4008012C0006,1700,Empty,Empty,Empty
1232SD18C0043,12H2,Empty,Empty,Empty
FA483012C2015,5700,Empty,Empty,Empty
W912DR20C0082,2100,Empty,Empty,Empty
W50S8H23C0001,2100,Empty,Empty,Empty
47PC0224C0011,4740,Empty,Empty,Empty
140P2019C0072,1443,Empty,Empty,Empty
47PD0224C0025,4740,Empty,Empty,Empty
36C24124C0110,3600,Empty,Empty,Empty
N6247312C1451,1700,Empty,Empty,Empty
VA24915C0036,3600,Empty,Empty,Empty
GS03P17QAC0020,4740,Empty,Empty,Empty
W9124924C0023,2100,Empty,Empty,Empty
00671200309DV671C6278A,3600,Empty,Empty,Empty
W912WJ19C0013,2100,Empty,Empty,Empty
W9124Q06C0090,2100,Empty,Empty,Empty
VA25612C0210,3600,Empty,Empty,Empty
GS11P15YTC7009,4740,Empty,Empty,Empty
F2660003CA027,5700,Empty,Empty,Empty
W912PL11C0008,2100,Empty,Empty,Empty
V671C6818A,3600,Empty,Empty,Empty
36C25020C0262,3600,Empty,Empty,Empty
VA24812C0298,3600,Empty,Empty,Empty
36C24822C0092,3600,Empty,Empty,Empty
GA000200303DGS05P03GAC0070,4740,Empty,Empty,Empty
VA528C0791,3600,Empty,Empty,Empty
VA24415C0308,3600,Empty,Empty,Empty
DTFACT17C00004,6920,Empty,Empty,Empty
W5J9JE12C0120,2100,Empty,Empty,Empty
HSEMW90C3309,7022,Empty,Empty,Empty
36C24418C0273,3600,Empty,Empty,Empty
FA460023C0015,5700,Empty,Empty,Empty
GS11P14MAP0268,4740,Empty,Empty,Empty
47PD0518C0005,4740,Empty,Empty,Empty
HSCG8607C633274,7008,Empty,Empty,Empty
VA528C0760,3600,Empty,Empty,Empty
V636C1070,3600,Empty,Empty,Empty
W917BK05C0064,2100,Empty,Empty,Empty
VA263C0663,3600,Empty,Empty,Empty
W5J9LE12C0021,2100,Empty,Empty,Empty
GS11P08MAM0133,4740,Empty,Empty,Empty
VA26216C0185,3600,Empty,Empty,Empty
AG56A14356A143118,12C2,Empty,Empty,Empty
W912DY10C0003,2100,Empty,Empty,Empty
N4008020C0030,1700,Empty,Empty,Empty
36C25921C0059,3600,Empty,Empty,Empty
W912DR22C0073,2100,Empty,Empty,Empty
36C26223C0214,3600,Empty,Empty,Empty
HQ003405C1015,97F5,Empty,Empty,Empty
FA813721C0011,5700,Empty,Empty,Empty
F1660203C0019,5700,Empty,Empty,Empty
W911SF04C0018,2100,Empty,Empty,Empty
SP049007C6096,97AS,Empty,Empty,Empty
VA24817C0205,3600,Empty,Empty,Empty
W912CL06C0801,2100,Empty,Empty,Empty
W9136418C8001,2100,Empty,Empty,Empty
W912DS17C0018,2100,Empty,Empty,Empty
HSCG8309C3WG066,7008,Empty,Empty,Empty
N6945020C0071,1700,Empty,Empty,Empty
N4008514C5234,1700,Empty,Empty,Empty
N6247308C3550,1700,Empty,Empty,Empty
AG6197C170028,12K3,Empty,Empty,Empty
FA570712C0015,5700,Empty,Empty,Empty
N4008511C2111,1700,Empty,Empty,Empty
GS11P00ZEC0031,4740,Empty,Empty,Empty
FA481920C0004,5700,Empty,Empty,Empty
GS11P07ZGM0183,4740,Empty,Empty,Empty
N6247307C6012,1700,Empty,Empty,Empty
W912BV09C2003,2100,Empty,Empty,Empty
VA25112C0060,3600,Empty,Empty,Empty
FA813720C0041,5700,Empty,Empty,Empty
W9124A22C0012,2100,Empty,Empty,Empty
47PF0020C0053,4740,Empty,Empty,Empty
FA468611C0020,5700,Empty,Empty,Empty
FA930122C0005,5700,Empty,Empty,Empty
W9124720C0059,2100,Empty,Empty,Empty
GS04P04RAC0005,4740,Empty,Empty,Empty
VA24612C0035,3600,Empty,Empty,Empty
HDEC0314C0002,97AZ,Empty,Empty,Empty
N6247306C5702,1700,Empty,Empty,Empty
VA249C0895,3600,Empty,Empty,Empty
W912QR23C0007,2100,Empty,Empty,Empty
W912HP17C0011,2100,Empty,Empty,Empty
FA570213C0020,5700,Empty,Empty,Empty
AG32SCC170068,12H2,Empty,Empty,Empty
6973GH19C00073,6920,Empty,Empty,Empty
STC10013C0005,1900,Empty,Empty,Empty
GS06P14THP0005,4740,Empty,Empty,Empty
36C24419C0150,3600,Empty,Empty,Empty
W91B4N10C8192,2100,Empty,Empty,Empty
W911YP04C0028,2100,Empty,Empty,Empty
47PD0219C0005,4740,Empty,Empty,Empty
FA810118C0024,5700,Empty,Empty,Empty
VA24712C0133,3600,Empty,Empty,Empty
HSCG8305N3WF494,7008,Empty,Empty,Empty
W9124Q07C0664,2100,Empty,Empty,Empty
47PK1723C0007,4740,Empty,Empty,Empty
W9124L23C0001,2100,Empty,Empty,Empty
HSCG4214CPFC017,7008,Empty,Empty,Empty
GS11P07ZGC0110,4740,Empty,Empty,Empty
VA101V14C0068,3600,Empty,Empty,Empty
HSCG5011CPJT147,7008,Empty,Empty,Empty
DTFANM09C00107,6920,Empty,Empty,Empty
36C26220C0223,3600,Empty,Empty,Empty
W50S6Q23C0002,2100,Empty,Empty,Empty
V664C0492,3600,Empty,Empty,Empty
VA251C0138,3600,Empty,Empty,Empty
N6247314C1208,1700,Empty,Empty,Empty
W912CH24CL008,2100,Empty,Empty,Empty
W5K9UR11C7026,2100,Empty,Empty,Empty
36C24219C0134,3600,Empty,Empty,Empty
VA241C2441,3600,Empty,Empty,Empty
W912ER17C0011,2100,Empty,Empty,Empty
FA221724CB003,5700,Empty,Empty,Empty
GS02P05PWM0005,4740,Empty,Empty,Empty
47PJ0024C0047,4740,Empty,Empty,Empty
AG05K3C160002,12C2,Empty,Empty,Empty
VA24413C0050L,3600,Empty,Empty,Empty
W912HN04C0035,2100,Empty,Empty,Empty
VA256C0057,3600,Empty,Empty,Empty
FA671223C0001,5700,Empty,Empty,Empty
GS04P06EXC0025,4740,Empty,Empty,Empty
W917BG06C0109,2100,Empty,Empty,Empty
VA258C0261,3600,Empty,Empty,Empty
VA248C1145,3600,Empty,Empty,Empty
W912QR10C0096,2100,Empty,Empty,Empty
VA26312C0281,3600,Empty,Empty,Empty
FA448807C0002,5700,Empty,Empty,Empty
DJBCOB042,1540,Empty,Empty,Empty
GS08P07JCC0026,4740,Empty,Empty,Empty
SAQMMA09C0297,1900,Empty,Empty,Empty
GS07P11UAC0008,4740,Empty,Empty,Empty
DTFAAC16C00037,6920,Empty,Empty,Empty
36C26123C0030,3600,Empty,Empty,Empty
VA261C0597,3600,Empty,Empty,Empty
00660200304DV660C744,3600,Empty,Empty,Empty
DOCSB134107CN0054,1341,Empty,Empty,Empty
GS11P09YMP0118,4740,Empty,Empty,Empty
FA665610C0002,5700,Empty,Empty,Empty
W911S707C0019,2100,Empty,Empty,Empty
V554C50367,3600,Empty,Empty,Empty
FA486111CA009,5700,Empty,Empty,Empty
VA260C0925,3600,Empty,Empty,Empty
HQ003416C0031,97F5,Empty,Empty,Empty
47PE0117C0011,4740,Empty,Empty,Empty
N0042123C0039,1700,Empty,Empty,Empty
GS06P10TNC0035,4740,Empty,Empty,Empty
VA78617C0224,3600,Empty,Empty,Empty
W912WJ11C0005,2100,Empty,Empty,Empty
VA25715C0101,3600,Empty,Empty,Empty
W9126G07C0042,2100,Empty,Empty,Empty
SALMEC05C0032,1900,Empty,Empty,Empty
FA667506C0006,5700,Empty,Empty,Empty
N4008307C0007,1700,Empty,Empty,Empty
N4008012C0514,1700,Empty,Empty,Empty
W912DR20C0022,2100,Empty,Empty,Empty
FA663310C0002,5700,Empty,Empty,Empty
FA452818C3004,5700,Empty,Empty,Empty
W912QR10C0019,2100,Empty,Empty,Empty
36C24221C0145,3600,Empty,Empty,Empty
INF10181RC646,1448,Empty,Empty,Empty
W91B4N11C8052,2100,Empty,Empty,Empty
36C24222C0146,3600,Empty,Empty,Empty
W911S109C0017,2100,Empty,Empty,Empty
DTFANM10C00107,6920,Empty,Empty,Empty
GS10P10XAP0030,4740,Empty,Empty,Empty
W9123615C0026,2100,Empty,Empty,Empty
W5J9LE11C0039,2100,Empty,Empty,Empty
GS05P10SUC0032,4740,Empty,Empty,Empty
47PK1723C0001,4740,Empty,Empty,Empty
W912CN08C0077,2100,Empty,Empty,Empty
W9126G11C0089,2100,Empty,Empty,Empty
GS00P17LYC0023,4740,Empty,Empty,Empty
FA704609C0005,5700,Empty,Empty,Empty
W912EK09C0012,2100,Empty,Empty,Empty
GS09P16WAC7001,4740,Empty,Empty,Empty
HHSD200201138509C,7523,Empty,Empty,Empty
HHSN292201000045C,7529,Empty,Empty,Empty
DJBP0202M3A30002,1540,Empty,Empty,Empty
VA69DC0609,3600,Empty,Empty,Empty
FA441713C0020,5700,Empty,Empty,Empty
12445523C0009,12C2,Empty,Empty,Empty
VA25115C0045,3600,Empty,Empty,Empty
W912DR14C0039,2100,Empty,Empty,Empty
W9124Q07C0631,2100,Empty,Empty,Empty
VA244C1494,3600,Empty,Empty,Empty
VA25016C0088,3600,Empty,Empty,Empty
6973GH22C00185,6920,Empty,Empty,Empty
00552200309DV552C10918A,3600,Empty,Empty,Empty
00573200308DV573C417,3600,Empty,Empty,Empty
GS11P06YEC0157,4740,Empty,Empty,Empty
DACA6102C0004,2100,Empty,Empty,Empty
GS04P07EWP0011,4740,Empty,Empty,Empty
VA25115C0156,3600,Empty,Empty,Empty
47PK1619C0016,4740,Empty,Empty,Empty
GS11P16YMC7151,4740,Empty,Empty,Empty
47PE0119C0005,4740,Empty,Empty,Empty
47PD0621C0005,4740,Empty,Empty,Empty
GS11P05YTC0201,4740,Empty,Empty,Empty
W912DW06C0026,2100,Empty,Empty,Empty
W91B4P10C0093,2100,Empty,Empty,Empty
W9124711C0037,2100,Empty,Empty,Empty
VA255C0010,3600,Empty,Empty,Empty
697DCK20C00070,6920,Empty,Empty,Empty
FA441713C0021,5700,Empty,Empty,Empty
VA52812C0141,3600,Empty,Empty,Empty
47PE0218C0008,4740,Empty,Empty,Empty
47PE0619C0015,4740,Empty,Empty,Empty
VA262C0998,3600,Empty,Empty,Empty
00646200306DV646C1162,3600,Empty,Empty,Empty
W912R111C0007,2100,Empty,Empty,Empty
W912R113C0022,2100,Empty,Empty,Empty
INR04CC101526,1425,Empty,Empty,Empty
VA250C0240,3600,Empty,Empty,Empty
19SL2018C0002,1900,Empty,Empty,Empty
47PK0023C0008,4740,Empty,Empty,Empty
5032KW04009,12K3,Empty,Empty,Empty
TOS12F027,2001,Empty,Empty,Empty
W50S8423C0003,2100,Empty,Empty,Empty
GS04P13EXC0032,4740,Empty,Empty,Empty
W91B4M09C7356,2100,Empty,Empty,Empty
VA251C0121,3600,Empty,Empty,Empty
VA263C0876,3600,Empty,Empty,Empty
GS06P16TKC7027,4740,Empty,Empty,Empty
36C24919C0195,3600,Empty,Empty,Empty
47PJ0019C0030,4740,Empty,Empty,Empty
GS02P06PGM0009,4740,Empty,Empty,Empty
W912PL09C0031,2100,Empty,Empty,Empty
VA26316C0139,3600,Empty,Empty,Empty
N6945011C6829,1700,Empty,Empty,Empty
12318720C0011,12C2,Empty,Empty,Empty
W912KC15C0012,2100,Empty,Empty,Empty
W9124E06C0004,2100,Empty,Empty,Empty
W912DR12C0023,2100,Empty,Empty,Empty
GS04P10EXC0005,4740,Empty,Empty,Empty
FA303014C0005,5700,Empty,Empty,Empty
N4425514C6028,1700,Empty,Empty,Empty
VA243C0400,3600,Empty,Empty,Empty
N6247306C6323,1700,Empty,Empty,Empty
W912EK13C0040,2100,Empty,Empty,Empty
36C25019C0287,3600,Empty,Empty,Empty
75N99020C00062,7529,Empty,Empty,Empty
W9124720C0034,2100,Empty,Empty,Empty
HDEC0313C0006,97AZ,Empty,Empty,Empty
RA000200309DGS04P03EWC0146,4740,Empty,Empty,Empty
GS01P07BZC0041,4740,Empty,Empty,Empty
FA283514C0031,5700,Empty,Empty,Empty
GS06P12TNC0008,4740,Empty,Empty,Empty
W9126G15C0105,2100,Empty,Empty,Empty
W50S9F22C0002,2100,Empty,Empty,Empty
VA25616C0057,3600,Empty,Empty,Empty
V614C523HZ,3600,Empty,Empty,Empty
W911QY23C0098,2100,Empty,Empty,Empty
47PE0518C0006,4740,Empty,Empty,Empty
F3160103C0007,5700,Empty,Empty,Empty
AG4384C110003,12H2,Empty,Empty,Empty
INPC1850080023,1443,Empty,Empty,Empty
VA249C0875,3600,Empty,Empty,Empty
70Z04720CPVALV100,7008,Empty,Empty,Empty
36C25819C0073,3600,Empty,Empty,Empty
47PF0021C0006,4740,Empty,Empty,Empty
VA539C0011,3600,Empty,Empty,Empty
W912QR12C0051,2100,Empty,Empty,Empty
N6945013C2530,1700,Empty,Empty,Empty
47PK0724C0018,4740,Empty,Empty,Empty
GS07P06UKC0034,4740,Empty,Empty,Empty
W912BV21C0008,2100,Empty,Empty,Empty
N6247312C2413,1700,Empty,Empty,Empty
V671C6388A,3600,Empty,Empty,Empty
GS09P09WJC0021,4740,Empty,Empty,Empty
VA24812C0314,3600,Empty,Empty,Empty
VA69DC0908,3600,Empty,Empty,Empty
VA246C0620,3600,Empty,Empty,Empty
AG32SDC160019,12H2,Empty,Empty,Empty
GS11P08MAM0219,4740,Empty,Empty,Empty
DJBP0700COBOR4K10122,1540,Empty,Empty,Empty
GS03P07QPM0030,4740,Empty,Empty,Empty
W911S823C0022,2100,Empty,Empty,Empty
W91QEY10C0026,2100,Empty,Empty,Empty
47PD0823C0004,4740,Empty,Empty,Empty
GS04P16EXC7150,4740,Empty,Empty,Empty
VA246C0257,3600,Empty,Empty,Empty
DTFAAC10C00057,6920,Empty,Empty,Empty
N4008012C2087,1700,Empty,Empty,Empty
HSCG2809N7AA581,7008,Empty,Empty,Empty
DTFACT13C00007,6920,Empty,Empty,Empty
VA25616C0248,3600,Empty,Empty,Empty
AG4670C110133,12C2,Empty,Empty,Empty
VA25912C0258,3600,Empty,Empty,Empty
0069D200308DV69DC591,3600,Empty,Empty,Empty
W912JM11C0034,2100,Empty,Empty,Empty
VA24513C0075,3600,Empty,Empty,Empty
HHSF223201310005C,7524,Empty,Empty,Empty
140P1420C0018,1443,Empty,Empty,Empty
VA25012C0069,3600,Empty,Empty,Empty
FA301016C0007,5700,Empty,Empty,Empty
W9126G23C0004,2100,Empty,Empty,Empty
GS05P09SLC0046,4740,Empty,Empty,Empty
W9124N10C0107,2100,Empty,Empty,Empty
