,Contract ID,Contracting Agency ID,Number of Sub-Award Transactions,Sub-Award Obligation Sum,Percent of Prime Award (Sub-Award)
77,FA452811C3024,5700,Empty,Empty,Empty
78,N6945017C8414,1700,Empty,Empty,Empty
79,W9124720C0008,2100,0,$0,0%
80,N6238105C1032,1700,Empty,Empty,Empty
81,VA263C0237,3600,0,$0,0%
82,N4008013C2549,1700,Empty,Empty,Empty
83,INP16PC00181,1443,,,
84,DACA6303C0008,2100,0,$0,0%
85,GS11P15YTC0242,4740,0,$0,0%
86,VA260C0823,3600,0,$0,0%
87,36C77624C0035,3600,0,$0,0%
88,75H70118C00022,7527,,,
89,FA487712CC014,5700,Empty,Empty,Empty
90,INF601814C466,1448,Empty,Empty,Empty
91,VA25013C0096,3600,0,$0,0%
92,FA330017C0012,5700,Empty,Empty,Empty
93,36C26119C0099,3600,0,$0,0%
94,47PF0023C0003,4740,,,
95,W912PL16C0038,2100,13,$2.83 Million,45.6%
96,W912K617C5007,2100,Empty,Empty,Empty
97,FA486124C0025,5700,Empty,Empty,Empty
98,GS07P15URP0003,4740,0,$0,0%
99,GS08P11JBP0069,4740,0,$0,0%
100,W912QR09C0026,2100,0,$0,0%
101,GS09P08KZC0016,4740,0,$0,0%
102,GS09P05WLC0007,4740,0,$0,0%
103,36C24624C0013,3600,0,$0,0%
104,N4008520C0044,1700,Empty,Empty,Empty
105,XJ000200306DGS10P03XJC0058,4740,Empty,Empty,Empty
106,N4008008C0527,1700,Empty,Empty,Empty
107,W912J219C6002,2100,,,
108,FA441708C0025,5700,Empty,Empty,Empty
109,N6945019C1324,1700,Empty,Empty,Empty
110,DOLETA16C0080,1630,Empty,Empty,Empty
111,N4008012C3043,1700,Empty,Empty,Empty
112,GS02P09PWC0011,4740,Empty,Empty,Empty
113,GS09P16WFC7006,4740,0,$0,0%
114,FA810117C0022,5700,Empty,Empty,Empty
115,N4008508C8462,1700,Empty,Empty,Empty
116,W912JM11C0018,2100,0,$0,0%
117,W9124Q09C0519,2100,0,$0,0%
118,N6247314C3425,1700,Empty,Empty,Empty
119,36C24222C0097,3600,0,$0,0%
120,FA813720C0077,5700,Empty,Empty,Empty
121,W5KA4N12C0068,2100,0,$0,0%
122,FA860105C0035,5700,Empty,Empty,Empty
123,SP470220C0018,97AS,Empty,Empty,Empty
124,GS10P11XJP0036,4740,0,$0,0%
125,VA243C1278,3600,0,$0,0%
126,36C25821C0067,3600,0,$0,0%
127,36C24923C0076,3600,,,
128,W912KC07C0002,2100,0,$0,0%
129,GS07P11URC0020,4740,0,$0,0%
130,VA255C0576,3600,0,$0,0%
131,NNM16AA11C,8000,,,
132,VA26316C0101,3600,0,$0,0%
133,N0042122C0029,1700,Empty,Empty,Empty
134,12854419C0010,12C2,,,
135,36C24618C0079,3600,0,$0,0%
136,W9123622C2023,2100,,,
137,W912DW23C0006,2100,,,
138,W9123623C5014,2100,,,
139,36C24224C0051,3600,0,$0,0%
140,FA460818C0008,5700,Empty,Empty,Empty
141,W912CL09C0012,2100,,,
142,2032H321C00009,2001,,,
143,140L5720C0007,1422,,,
144,VA263C0012,3600,0,$0,0%
145,GS11P17NWC0038,4740,,,
146,140P8219C0008,1443,,,
147,W912DY22C0044,2100,,,
148,36C24923C0033,3600,0,$0,0%
149,GS03P05CDC0040,4740,0,$0,0%
150,GS11P16MKC7116,4740,,,
151,GS09P07WNC0040,4740,0,$0,0%
152,47PK0118C0004,4740,,,
153,FA465916CC002,5700,Empty,Empty,Empty
154,N4008516C4414,1700,Empty,Empty,Empty
155,FA301022C0033,5700,Empty,Empty,Empty
156,N0042122C0051,1700,Empty,Empty,Empty
157,N6247311C4214,1700,Empty,Empty,Empty
158,SP470211C0029,97AS,Empty,Empty,Empty
159,MDA94703C0014,97F5,Empty,Empty,Empty
160,VA25914C0306,3600,0,$0,0%
161,70Z02822CMIAM0007,7008,0,$0,0%
162,36C25022C0098,3600,0,$0,0%
163,W912JM16C0028,2100,0,$0,0%
164,N6247003C1953,1700,Empty,Empty,Empty
165,VA69D16C0232,3600,0,$0,0%
166,00552200309DV552C10898A,3600,0,$0,0%
167,47PK1519C0036,4740,,,
168,47PK1919C0015,4740,,,
169,DJBCOB42D20012,1540,0,$0,0%
170,SAQMMA07C0064,1900,0,$0,0%
171,47PE0518C0012,4740,,,
172,W9127N06C0039,2100,0,$0,0%
173,W912C610C0009,2100,0,$0,0%
174,47PB0618C0015,4740,,,
175,W917BG05C0021,2100,0,$0,0%
176,FA466418C0007,5700,Empty,Empty,Empty
177,36C24921C0025,3600,0,$0,0%
178,VA262C0163,3600,0,$0,0%
179,VA262C0382,3600,0,$0,0%
180,DOCSB134105C0001,1341,0,$0,0%
181,1333ND23CNB190027,1341,,,
182,75N99024C00029,7529,,,
183,W912QR12C0019,2100,0,$0,0%
184,00243200305DV10N3C2358A,3600,0,$0,0%
185,FA441913C0105,5700,Empty,Empty,Empty
186,W5J9LE12C0038,2100,0,$0,0%
187,1305M324C0054,1330,0,$0,0%
188,GS04P05RAC0003,4740,0,$0,0%
189,47PK1519C0031,4740,,,
190,W912QR11C0009,2100,0,$0,0%
191,47PM0423C0009,4740,,,
192,V649C379,3600,0,$0,0%
193,N6945010C4586,1700,Empty,Empty,Empty
194,N4008516C4621,1700,Empty,Empty,Empty
195,N4008506C0754,1700,Empty,Empty,Empty
196,VA248C1257,3600,0,$0,0%
197,47PL0118C0028,4740,,,
198,HSFE2012C0364,7022,Empty,Empty,Empty
199,W91ZRU08C0008,2100,0,$0,0%
200,N6247309C2024,1700,Empty,Empty,Empty
201,FA452818C0005,5700,Empty,Empty,Empty
202,FA252124C0021,5700,Empty,Empty,Empty
203,GS03P16AZC7007,4740,0,$0,0%
204,FA480923C0007,5700,Empty,Empty,Empty
205,GS03P09QMC0069,4740,0,$0,0%
206,GS11P04YEC0135,4740,0,$0,0%
207,W5K9FH13C0033,2100,0,$0,0%
208,FA441703C0002,5700,Empty,Empty,Empty
209,FA448806C0018,5700,Empty,Empty,Empty
210,V605C05018A,3600,0,$0,0%
211,N6246706C5744,1700,Empty,Empty,Empty
212,FA485517C0013,5700,Empty,Empty,Empty
213,36C77621C0058,3600,0,$0,0%
214,W9127819C0037,2100,,,
215,W5J9JE12C0088,2100,0,$0,0%
216,HHSD200200514690C,7523,0,$0,0%
217,FA486119CA006,5700,Empty,Empty,Empty
218,47PK0119C0004,4740,,,
219,36C24922C0070,3600,0,$0,0%
220,GS04P07EXC0139,4740,0,$0,0%
221,36C25922C0061,3600,0,$0,0%
222,W91GFL10C0016,2100,0,$0,0%
223,W9124711C0040,2100,Empty,Empty,Empty
224,47PD1022C0018,4740,,,
225,GS10P17XJC0011,4740,,,
226,FA460009C0068,5700,Empty,Empty,Empty
227,GS11P16YMC7117,4740,,,
228,W912P624C0016,2100,0,$0,0%
229,GS03P10QKC0037,4740,0,$0,0%
230,V678C08378A,3600,0,$0,0%
231,AG4384C110002,12H2,0,$0,0%
232,VA241C1022,3600,0,$0,0%
233,W9124709C0041,2100,,,
234,GS11P06ZGM0070,4740,0,$0,0%
235,W911S822C0012,2100,,,
236,N4008010C1033,1700,Empty,Empty,Empty
237,GS10P16XAC7000,4740,0,$0,0%
238,N6246703C2940,1700,Empty,Empty,Empty
239,N4008513C3508,1700,Empty,Empty,Empty
240,DTFACT14C00017,6920,0,$0,0%
241,N6945018C5657,1700,Empty,Empty,Empty
242,N6274216C1317,1700,Empty,Empty,Empty
243,W912QR11C0017,2100,0,$0,0%
244,N4008517C3052,1700,Empty,Empty,Empty
245,HC102812C0032,97AK,Empty,Empty,Empty
246,N6945011C4584,1700,Empty,Empty,Empty
247,47PD0217C0007,4740,,,
248,36C25523C0106,3600,0,$0,0%
249,GS11P17LYC0002,4740,,,
250,N6945013C0758,1700,Empty,Empty,Empty
251,N6247020C0006,1700,Empty,Empty,Empty
252,FA465906CC003,5700,Empty,Empty,Empty
253,SP470217C0017,97AS,Empty,Empty,Empty
254,36C24920C0104,3600,0,$0,0%
255,FA813721C0014,5700,Empty,Empty,Empty
256,47PM0419C0009,4740,,,
257,W9126G13C0087,2100,0,$0,0%
258,VA262C0360,3600,0,$0,0%
259,W5K9FH11C0198,2100,0,$0,0%
260,GS06P13TEC0038,4740,0,$0,0%
261,W912DR16C0016,2100,0,$0,0%
262,W912DW08C0001,2100,0,$0,0%
263,VA24117C0084,3600,0,$0,0%
264,GS05P03GBC0040,4740,Empty,Empty,Empty
265,N4008023C0012,1700,Empty,Empty,Empty
266,FA302224C0010,5700,Empty,Empty,Empty
267,GS05P14SAC0060,4740,0,$0,0%
268,HQ003405C1002,97F5,Empty,Empty,Empty
269,W91B4N16C8008,2100,0,$0,0%
270,W81XWH11C0522,2100,0,$0,0%
271,W9128F10C0074,2100,34,$10.09 Million,87.6%
272,INLNDC040014,1422,0,$0,0%
273,N6247205C7521,1700,Empty,Empty,Empty
274,GS03P03DXC0005,4740,0,$0,0%
275,N6945010C4325,1700,Empty,Empty,Empty
276,N6247003C0078,1700,Empty,Empty,Empty
277,W5K9UR11C7009,2100,0,$0,0%
278,N6247311C2018,1700,Empty,Empty,Empty
279,N3654A08C4003,1700,Empty,Empty,Empty
280,N6247311C0605,1700,Empty,Empty,Empty
281,VA263C0936,3600,0,$0,0%
282,N6871103C1562,1700,Empty,Empty,Empty
283,36C25218C0061,3600,0,$0,0%
284,VA260C0909,3600,0,$0,0%
285,W50S6L20C0004,2100,0,$0,0%
286,VA52813C0077,3600,0,$0,0%
287,GS08P07JCC0010,4740,0,$0,0%
288,W91B4K09C5040,2100,0,$0,0%
289,W5K9UR11C7047,2100,0,$0,0%
290,47PE0118C0015,4740,0,$0,0%
291,N6247311C4010,1700,Empty,Empty,Empty
292,F0865103C0054,5700,Empty,Empty,Empty
293,DOLETA16C0091,1630,Empty,Empty,Empty
294,N4008509C9076,1700,Empty,Empty,Empty
295,N4008510C7231,1700,Empty,Empty,Empty
296,VA241C0797,3600,0,$0,0%
297,W9127809C0079,2100,0,$0,0%
298,GS07P13URC0005,4740,0,$0,0%
299,W917BE06C0062,2100,0,$0,0%
300,W5J9JE10C0063,2100,0,$0,0%
301,N6247306C5256,1700,Empty,Empty,Empty
302,GS09P11WJC0002,4740,,,
303,FA810116C0017,5700,Empty,Empty,Empty
304,DTFACN16C00216,6920,,,
305,VA25013C0050,3600,0,$0,0%
306,VA247C0474,3600,0,$0,0%
307,W9115107C0072,2100,0,$0,0%
308,VA69DC0573,3600,0,$0,0%
309,75D30118C03153,7523,,,
310,VA24717C0224,3600,0,$0,0%
311,FA701210C0022,5700,Empty,Empty,Empty
312,N6247010C5040,1700,Empty,Empty,Empty
313,TMHQ11C0067,2044,0,$0,0%
314,GS09P16WKC7015,4740,0,$0,0%
315,W9126G10C0021,2100,0,$0,0%
316,V249C00238A,3600,Empty,Empty,Empty
317,36C25519C0101,3600,0,$0,0%
318,GS11P09YTC0382,4740,0,$0,0%
319,W912PP13C0003,2100,0,$0,0%
320,47PJ0020C0004,4740,,,
321,W912QR09C0008,2100,Empty,Empty,Empty
322,VA24412C0469,3600,Empty,Empty,Empty
323,00262200304DV600C418,3600,Empty,Empty,Empty
324,GS08P13VPC0002,4740,Empty,Empty,Empty
325,W911XK15C0015,2100,Empty,Empty,Empty
326,VA250C0698,3600,Empty,Empty,Empty
327,47PA0322C0013,4740,Empty,Empty,Empty
328,VA261C0284,3600,Empty,Empty,Empty
329,VA263C0583,3600,Empty,Empty,Empty
330,W9126G09C0079,2100,Empty,Empty,Empty
331,GS11P13NWC0004,4740,Empty,Empty,Empty
332,FA281607C0020,5700,Empty,Empty,Empty
333,DJBX00057,1540,Empty,Empty,Empty
334,W15QKN22C5018,2100,Empty,Empty,Empty
335,36C24923C0099,3600,Empty,Empty,Empty
336,FA813719CA001,5700,Empty,Empty,Empty
337,FA521516C0015,5700,Empty,Empty,Empty
338,FA465905CC005,5700,Empty,Empty,Empty
339,N6927203C0037,1700,Empty,Empty,Empty
340,SP470216C0005,97AS,Empty,Empty,Empty
341,GSP1109ZG0022,4740,Empty,Empty,Empty
342,N4008514C5212,1700,Empty,Empty,Empty
343,W9126G17C0017,2100,Empty,Empty,Empty
344,GS04P17EXC0039,4740,Empty,Empty,Empty
345,VA247C0943,3600,Empty,Empty,Empty
346,36C24818C0184,3600,Empty,Empty,Empty
347,36C25223C0053,3600,Empty,Empty,Empty
348,N6247310C2020,1700,Empty,Empty,Empty
349,GS06P05THC0032,4740,Empty,Empty,Empty
350,GS09P15KZC7005,4740,Empty,Empty,Empty
351,N3654A08C9004,1700,Empty,Empty,Empty
352,VA26312C0200,3600,Empty,Empty,Empty
353,N6247314C0425,1700,Empty,Empty,Empty
354,SP470317C0002,97AS,Empty,Empty,Empty
355,AE136230000420,1630,Empty,Empty,Empty
356,N6871103C1061,1700,Empty,Empty,Empty
357,FA252112C0056,5700,Empty,Empty,Empty
358,FA671216C0001,5700,Empty,Empty,Empty
359,W90U4210C4078,2100,Empty,Empty,Empty
360,VA247C1156,3600,Empty,Empty,Empty
361,VA24412C0331,3600,Empty,Empty,Empty
362,VA259C0353,3600,Empty,Empty,Empty
363,VA244C1128,3600,Empty,Empty,Empty
364,W91B4M11C6635,2100,Empty,Empty,Empty
365,GS09P15WQC7008,4740,Empty,Empty,Empty
366,W56HZV13CL539,2100,0,$0,0%
367,W912DR16C0035,2100,0,$0,0%
368,00200200307D200200301287,7523,0,$0,0%
369,W9124J09C0038,2100,0,$0,0%
370,VA248C1518,3600,0,$0,0%
371,W91B4L10C0139,2100,0,$0,0%
372,FA449711C0002,5700,Empty,Empty,Empty
373,N6247311C2849,1700,Empty,Empty,Empty
374,FA460812C0002,5700,Empty,Empty,Empty
375,36C25920C0142,3600,Empty,Empty,Empty
376,W912PP19C0019,2100,Empty,Empty,Empty
377,36C25923C0030,3600,0,$0,0%
378,W9124A23C0011,2100,,,
379,W912QR16C0018,2100,0,$0,0%
380,INR10PC20733,1425,0,$0,0%
381,INPC5292099741,1443,Empty,Empty,Empty
382,W912PP14C0056,2100,0,$0,0%
383,GS09P10KLC0008,4740,0,$0,0%
384,SP451010C3001,97AS,Empty,Empty,Empty
385,VA250RA0456,3600,0,$0,0%
386,FA813721C0013,5700,Empty,Empty,Empty
387,N4008023C0015,1700,Empty,Empty,Empty
388,N4008309C1024,1700,Empty,Empty,Empty
389,FA700022C0015,5700,Empty,Empty,Empty
390,N4008510C9425,1700,Empty,Empty,Empty
391,FA301024C0005,5700,Empty,Empty,Empty
392,FA252111C0077,5700,Empty,Empty,Empty
393,W912DQ08C0002,2100,0,$0,0%
394,F4265003C0090,5700,Empty,Empty,Empty
395,HHSN292200800011C,7529,0,$0,0%
396,N6945017C5219,1700,Empty,Empty,Empty
397,75H70119C00017,7527,0,$0,0%
398,V691C04688A,3600,0,$0,0%
399,GS01P07NFC0017,4740,0,$0,0%
400,W91WAW07C0017,2100,0,$0,0%
401,GS11P07MKC0061,4740,0,$0,0%
402,HSCG8204C3WCA42,7008,0,$0,0%
403,GS08P09VEP0047,4740,0,$0,0%
404,W9123610C0037,2100,0,$0,0%
405,FA301017C0009,5700,Empty,Empty,Empty
406,VA26312C0251,3600,0,$0,0%
407,FA282319CA071,5700,Empty,Empty,Empty
408,N4008513C1369,1700,Empty,Empty,Empty
409,70FA2024C00000006,7022,,,
410,FA480010C0019,5700,Empty,Empty,Empty
411,FA282322C0023,5700,Empty,Empty,Empty
412,FA255013C1016,5700,Empty,Empty,Empty
413,33330219CF0010422,3300,8,$16.83 Million,75.6%
414,GS11P17YTC0016,4740,,,
415,N4008010C3004,1700,Empty,Empty,Empty
416,N6247306C6582,1700,Empty,Empty,Empty
417,FA665607C0006,5700,Empty,Empty,Empty
418,HQ003408L1077,97F5,Empty,Empty,Empty
419,VA248C1329,3600,0,$0,0%
420,N4008308C1009,1700,Empty,Empty,Empty
421,DOCSB134117CN0023,1341,,,
422,W52P1J19C0050,2100,0,$0,0%
423,36C24221C0086,3600,0,$0,0%
424,W9126G21C0012,2100,,,
425,00243200307DV10N3C2408A,3600,0,$0,0%
426,V244C00216,3600,0,$0,0%
427,FA466409C0028,5700,Empty,Empty,Empty
428,VA24816C0196,3600,0,$0,0%
429,N4008009C0532,1700,Empty,Empty,Empty
430,SJM37006R0016,1900,0,$0,0%
431,HQ009504C0031,97F5,Empty,Empty,Empty
432,N4008018C2019,1700,Empty,Empty,Empty
433,N0042122C0041,1700,Empty,Empty,Empty
434,N6246703C2938,1700,Empty,Empty,Empty
435,EPC13020,6800,,,
436,W912C704C0002,2100,0,$0,0%
437,HQ072715C1512,9771,Empty,Empty,Empty
438,W9126G18C0031,2100,0,$0,0%
439,W911S714C0035,2100,0,$0,0%
440,W91B4M10C4071,2100,0,$0,0%
441,GS03P15PSC0017,4740,0,$0,0%
442,V520C5318ATO8,3600,0,$0,0%
443,AG3K15C100028,12H2,0,$0,0%
444,V246C00407,3600,0,$0,0%
445,VA69D16C0267,3600,0,$0,0%
446,LC000200307DGS04P03LCC0047,4740,0,$0,0%
447,FA466105C0015,5700,Empty,Empty,Empty
448,FA488713C0028,5700,Empty,Empty,Empty
449,FA449712C0002,5700,Empty,Empty,Empty
450,47PD0118C0001,4740,,,
451,W9126G20C0055,2100,,,
452,FA810117C0021,5700,Empty,Empty,Empty
453,7MN1200305D507MN130200,12H2,0,$0,0%
454,36E77620C0071,3600,Empty,Empty,Empty
455,VA248C1175,3600,Empty,Empty,Empty
456,FA301620C0101,5700,Empty,Empty,Empty
457,W912QR07C0018,2100,Empty,Empty,Empty
458,N4008517C4607,1700,Empty,Empty,Empty
459,N6247704C0524,1700,Empty,Empty,Empty
460,N3654A08C9007,1700,Empty,Empty,Empty
461,FA281607C0028,5700,Empty,Empty,Empty
462,FA820107C0101,5700,Empty,Empty,Empty
463,FA252108C0026,5700,Empty,Empty,Empty
464,INP16PC00599,1443,Empty,Empty,Empty
465,W912DR09C0036,2100,Empty,Empty,Empty
466,VA24312C0155,3600,Empty,Empty,Empty
467,N6247307C1223,1700,Empty,Empty,Empty
468,VA261C0436,3600,Empty,Empty,Empty
469,N4008018C3006,1700,Empty,Empty,Empty
470,W91B4N10C8113,2100,Empty,Empty,Empty
471,GS09P10WJC0025,4740,Empty,Empty,Empty
472,AG32SDC150058,12H2,Empty,Empty,Empty
473,47PM0417C0036,4740,Empty,Empty,Empty
474,GS05P16SCC7029,4740,Empty,Empty,Empty
475,FA813722C0009,5700,Empty,Empty,Empty
476,N4008514C6824,1700,Empty,Empty,Empty
477,N4008017C3526,1700,Empty,Empty,Empty
478,W912BV07C2014,2100,Empty,Empty,Empty
479,47PF0018C0083,4740,Empty,Empty,Empty
480,N6247319C0609,1700,Empty,Empty,Empty
481,VA255C0813,3600,Empty,Empty,Empty
482,N6945020C0017,1700,Empty,Empty,Empty
483,W9124A20C0007,2100,Empty,Empty,Empty
484,0536CW10355,3300,Empty,Empty,Empty
485,FA460817C0007,5700,Empty,Empty,Empty
486,W9124V15C0006,2100,Empty,Empty,Empty
487,36C77624C0097,3600,Empty,Empty,Empty
488,N4008012C0007,1700,Empty,Empty,Empty
489,W9127S11C6026,2100,Empty,Empty,Empty
490,GS09P17WCC0002,4740,Empty,Empty,Empty
491,47PK1919C0011,4740,Empty,Empty,Empty
492,W912CN14C0010,2100,Empty,Empty,Empty
493,VA247C0472,3600,Empty,Empty,Empty
494,DOLJ061A20344,1630,Empty,Empty,Empty
495,V600C7673,3600,Empty,Empty,Empty
496,VA248C1109,3600,Empty,Empty,Empty
497,GS04P06RAC0068JDDOOR,4740,0,$0,0%
498,FA309922C0008,5700,Empty,Empty,Empty
499,N6945023C0089,1700,Empty,Empty,Empty
500,N0016723C0002,1700,Empty,Empty,Empty
501,W917BG08C0051,2100,0,$0,0%
502,36C77624C0150,3600,0,$0,0%
503,47PM0324C0015,4740,,,
504,SP470216C0006,97AS,Empty,Empty,Empty
505,W9126G18C0126,2100,0,$0,0%
506,36C24622C0042,3600,0,$0,0%
507,W917BG06C0120,2100,,,
508,36C24418C0219,3600,0,$0,0%
509,FA441822C0023,5700,Empty,Empty,Empty
510,W912LC09C5001,2100,Empty,Empty,Empty
511,W91B4L10C0047,2100,0,$0,0%
512,W912R112C0016,2100,0,$0,0%
513,V636C1056,3600,0,$0,0%
514,F4560303C0002,5700,Empty,Empty,Empty
515,FA302012C0009,5700,Empty,Empty,Empty
516,VA24816C0136,3600,0,$0,0%
517,DJA09B000609,1560,0,$0,0%
518,W912QR15C0018,2100,0,$0,0%
519,47PE0119C0006,4740,,,
520,INPC4526050040,1443,0,$0,0%
521,36C24619C0120,3600,0,$0,0%
522,VA261RA0844,3600,0,$0,0%
523,FA521520C0007,5700,Empty,Empty,Empty
524,47PD0220C0011,4740,Empty,Empty,Empty
525,36C24823C0087,3600,0,$0,0%
526,00648200309DV648C476,3600,Empty,Empty,Empty
527,N0042121C0025,1700,Empty,Empty,Empty
528,N3654A08C9002,1700,Empty,Empty,Empty
529,N6247314C3433,1700,Empty,Empty,Empty
530,N4008022C0012,1700,Empty,Empty,Empty
531,GS06P04TKC0006,4740,0,$0,0%
532,INPC5292089048,1443,0,$0,0%
533,W912QR11C0025,2100,0,$0,0%
534,N4008515C5018,1700,Empty,Empty,Empty
535,GS11P12YEC0149,4740,0,$0,0%
536,GS03P06QMC0084,4740,0,$0,0%
537,VA256C0007,3600,Empty,Empty,Empty
538,GS11P08MAC0099,4740,0,$0,0%
539,GS09P10WRC0047,4740,0,$0,0%
540,VA258C0598,3600,Empty,Empty,Empty
541,GS07P05UAC3014,4740,Empty,Empty,Empty
542,GS08P05JBC0089,4740,,,
543,GS11P07MKC0106,4740,0,$0,0%
544,GS04P08RDC0022,4740,0,$0,0%
545,W56HZV13CL554,2100,0,$0,0%
546,N4008509C3210,1700,Empty,Empty,Empty
547,F3061703C0006,5700,Empty,Empty,Empty
548,TOS07041,2001,Empty,Empty,Empty
549,FA875119CA087,5700,Empty,Empty,Empty
550,W912PM17C0015,2100,0,$0,0%
551,YE000200309DGS11P03YEC0262,4740,,,
552,36C25919C0101,3600,0,$0,0%
553,47PK1320C0017,4740,,,
554,47PE0222C0008,4740,,,
555,HHSD200200512401C,7523,0,$0,0%
556,VA249C0027,3600,0,$0,0%
557,GS11P07YTC0056,4740,0,$0,0%
558,GS04P14RAC0027,4740,Empty,Empty,Empty
559,W912DW14C0023,2100,,,
560,W911SG07C0022,2100,0,$0,0%
561,SP470519C0013,97AS,Empty,Empty,Empty
562,N4008519C9053,1700,Empty,Empty,Empty
563,N6246704C2046,1700,Empty,Empty,Empty
564,47PD0418C0003,4740,,,
565,N4008015C3536,1700,Empty,Empty,Empty
566,W912CH09CL531,2100,0,$0,0%
567,VA256C1276,3600,0,$0,0%
568,W9124Q11C0020,2100,0,$0,0%
569,47PJ0022C0001,4740,,,
570,W9128F23C0003,2100,,,
571,FA480309C0025,5700,Empty,Empty,Empty
572,GS08P14JBP0080,4740,0,$0,0%
573,W9127824C0038,2100,,,
574,36C25924C0028,3600,0,$0,0%
575,DTFANE08C00027,6920,0,$0,0%
576,FA820115C0032,5700,Empty,Empty,Empty
577,W9124J09C0054,2100,0,$0,0%
578,DEFE0025549,8900,,,
579,W91B4M09C0026,2100,Empty,Empty,Empty
580,FA486110CA033,5700,Empty,Empty,Empty
581,DTFASA17C00504,6920,Empty,Empty,Empty
582,W911QY22C0056,2100,Empty,Empty,Empty
583,VA261C0223,3600,Empty,Empty,Empty
584,W912PL06C0006,2100,Empty,Empty,Empty
585,FA820116C0009,5700,Empty,Empty,Empty
586,N4008020C0017,1700,Empty,Empty,Empty
587,FA860117C0012,5700,Empty,Empty,Empty
588,W912QR16C0009,2100,Empty,Empty,Empty
589,FA448420C0006,5700,Empty,Empty,Empty
590,N6247314C0423,1700,Empty,Empty,Empty
591,VA248C1839,3600,Empty,Empty,Empty
592,SP470218C0515,97AS,Empty,Empty,Empty
593,36C24823C0080,3600,Empty,Empty,Empty
594,W91B4N10C8219,2100,Empty,Empty,Empty
595,GS11P09MAM0031,4740,Empty,Empty,Empty
596,W9128F15C0013,2100,Empty,Empty,Empty
597,GS11P08YEC0165,4740,Empty,Empty,Empty
598,36C24420C0084,3600,Empty,Empty,Empty
