,Contract ID,Contracting Agency ID,Number of Sub-Award Transactions,Sub-Award Obligation Sum,Percent of Prime Award (Sub-Award)
211,W9123613C0034,2100,Empty,Empty,Empty
212,36C25620C0094,3600,Empty,Empty,Empty
213,12905B20C0008,12H2,Empty,Empty,Empty
214,N6945012C2759,1700,Empty,Empty,Empty
215,140P2018C0089,1443,Empty,Empty,Empty
216,36C77624C0112,3600,Empty,Empty,Empty
217,VA24413C0360,3600,Empty,Empty,Empty
218,FA820116C0053,5700,Empty,Empty,Empty
219,VA259C1105,3600,Empty,Empty,Empty
220,VA243C0106,3600,Empty,Empty,Empty
221,VA247C0361,3600,Empty,Empty,Empty
222,VA250C0264,3600,Empty,Empty,Empty
223,N4008008C4428,1700,Empty,Empty,Empty
224,GS03P15QPC0004,4740,Empty,Empty,Empty
225,VA247C1331,3600,Empty,Empty,Empty
226,INP11PC81392,1443,Empty,Empty,Empty
227,VA245C0355,3600,Empty,Empty,Empty
228,GS09P08WLC0032,4740,Empty,Empty,Empty
229,W9123806C0008,2100,Empty,Empty,Empty
230,N6247312C0027,1700,Empty,Empty,Empty
231,N6945016C4449,1700,Empty,Empty,Empty
232,W91QV123C0053,2100,Empty,Empty,Empty
233,VA26012C0007,3600,Empty,Empty,Empty
234,89243320CFE000043,8900,Empty,Empty,Empty
235,GS11P09MAM0234,4740,Empty,Empty,Empty
236,GS11P11YTC0024,4740,Empty,Empty,Empty
237,AG0261C100031,12C2,Empty,Empty,Empty
238,GS08P16JBC7022,4740,Empty,Empty,Empty
239,GS11P15YTC0200,4740,Empty,Empty,Empty
240,V600C76708A,3600,Empty,Empty,Empty
241,W9124L21C0006,2100,Empty,Empty,Empty
242,V10N3C3418A,3600,Empty,Empty,Empty
243,36C25818C0135,3600,0,$0,0%
244,N6945024C0039,1700,Empty,Empty,Empty
245,AG447UC060150,12C2,Empty,Empty,Empty
246,00614200303DV614C517,3600,Empty,Empty,Empty
247,GS09P03KYC0069,4740,0,$0,0%
248,VA244C0099,3600,0,$0,0%
249,VA244C1405,3600,0,$0,0%
250,AG4568C140105,12C2,,,
251,DJBP0202N3A30007,1540,,,
252,INP15PC00439,1443,0,$0,0%
253,36C24718C0136,3600,0,$0,0%
254,1282A722C0040,12C2,,,
255,VA101CFMC0061,3600,0,$0,0%
256,W911KB16C0007,2100,0,$0,0%
257,61702200303DJ61702C0034,1540,Empty,Empty,Empty
258,AZ000200210DGS03P03AZC0041,4740,0,$0,0%
259,W9124Q08C0604,2100,0,$0,0%
260,W9127817C0019,2100,,,
261,47PK1724C0007,4740,,,
262,N6247003C0074,1700,Empty,Empty,Empty
263,AG04GGC080045,12C2,0,$0,0%
264,BW000200306DGS01P03BZC0018,4740,0,$0,0%
265,FA308911C0011,5700,Empty,Empty,Empty
266,GS11P08MAM0002,4740,0,$0,0%
267,VA101F13C0024,3600,Empty,Empty,Empty
268,ST000200309DGS05P03STM0056,4740,0,$0,0%
269,47PM0917C0010,4740,,,
270,00516200309DV516C958,3600,0,$0,0%
271,GS05P07FBC0023,4740,0,$0,0%
272,DEAM0908SR22635,8900,0,$0,0%
273,GS06P14TBC0019,4740,0,$0,0%
274,VA24517C0192,3600,0,$0,0%
275,VA263C0141,3600,0,$0,0%
276,36C24218C0111,3600,0,$0,0%
277,1630DC19C0016,1630,Empty,Empty,Empty
278,INPC5480050004,1443,0,$0,0%
279,N4008012C0006,1700,Empty,Empty,Empty
280,1232SD18C0043,12H2,,,
281,FA483012C2015,5700,Empty,Empty,Empty
282,W912DR20C0082,2100,Empty,Empty,Empty
283,W50S8H23C0001,2100,,,
284,47PC0224C0011,4740,,,
285,140P2019C0072,1443,,,
286,47PD0224C0025,4740,,,
287,36C24124C0110,3600,0,$0,0%
288,N6247312C1451,1700,Empty,Empty,Empty
289,VA24915C0036,3600,0,$0,0%
290,GS03P17QAC0020,4740,,,
291,W9124924C0023,2100,Empty,Empty,Empty
292,00671200309DV671C6278A,3600,0,$0,0%
293,W912WJ19C0013,2100,0,$0,0%
294,W9124Q06C0090,2100,0,$0,0%
295,VA25612C0210,3600,0,$0,0%
296,GS11P15YTC7009,4740,0,$0,0%
297,F2660003CA027,5700,Empty,Empty,Empty
298,W912PL11C0008,2100,0,$0,0%
299,V671C6818A,3600,0,$0,0%
300,36C25020C0262,3600,,,
301,VA24812C0298,3600,0,$0,0%
302,36C24822C0092,3600,0,$0,0%
303,GA000200303DGS05P03GAC0070,4740,0,$0,0%
304,VA528C0791,3600,0,$0,0%
305,VA24415C0308,3600,0,$0,0%
306,DTFACT17C00004,6920,,,
307,W5J9JE12C0120,2100,0,$0,0%
308,HSEMW90C3309,7022,0,$0,0%
309,36C24418C0273,3600,Empty,Empty,Empty
310,FA460023C0015,5700,Empty,Empty,Empty
311,GS11P14MAP0268,4740,Empty,Empty,Empty
312,47PD0518C0005,4740,Empty,Empty,Empty
313,HSCG8607C633274,7008,Empty,Empty,Empty
314,VA528C0760,3600,Empty,Empty,Empty
315,V636C1070,3600,Empty,Empty,Empty
316,W917BK05C0064,2100,Empty,Empty,Empty
317,VA263C0663,3600,Empty,Empty,Empty
318,W5J9LE12C0021,2100,Empty,Empty,Empty
319,GS11P08MAM0133,4740,Empty,Empty,Empty
320,VA26216C0185,3600,Empty,Empty,Empty
321,AG56A14356A143118,12C2,Empty,Empty,Empty
322,W912DY10C0003,2100,Empty,Empty,Empty
323,N4008020C0030,1700,Empty,Empty,Empty
324,36C25921C0059,3600,Empty,Empty,Empty
325,W912DR22C0073,2100,Empty,Empty,Empty
326,36C26223C0214,3600,Empty,Empty,Empty
327,HQ003405C1015,97F5,Empty,Empty,Empty
328,FA813721C0011,5700,Empty,Empty,Empty
329,F1660203C0019,5700,Empty,Empty,Empty
330,W911SF04C0018,2100,Empty,Empty,Empty
331,SP049007C6096,97AS,Empty,Empty,Empty
332,VA24817C0205,3600,Empty,Empty,Empty
333,W912CL06C0801,2100,Empty,Empty,Empty
334,W9136418C8001,2100,Empty,Empty,Empty
335,W912DS17C0018,2100,Empty,Empty,Empty
336,HSCG8309C3WG066,7008,Empty,Empty,Empty
337,N6945020C0071,1700,Empty,Empty,Empty
338,N4008514C5234,1700,Empty,Empty,Empty
339,N6247308C3550,1700,Empty,Empty,Empty
340,AG6197C170028,12K3,Empty,Empty,Empty
341,FA570712C0015,5700,Empty,Empty,Empty
342,N4008511C2111,1700,Empty,Empty,Empty
343,GS11P00ZEC0031,4740,Empty,Empty,Empty
344,FA481920C0004,5700,Empty,Empty,Empty
345,GS11P07ZGM0183,4740,Empty,Empty,Empty
346,N6247307C6012,1700,Empty,Empty,Empty
347,W912BV09C2003,2100,Empty,Empty,Empty
348,VA25112C0060,3600,Empty,Empty,Empty
349,FA813720C0041,5700,Empty,Empty,Empty
350,W9124A22C0012,2100,Empty,Empty,Empty
351,47PF0020C0053,4740,Empty,Empty,Empty
352,FA468611C0020,5700,Empty,Empty,Empty
353,FA930122C0005,5700,Empty,Empty,Empty
354,W9124720C0059,2100,Empty,Empty,Empty
355,GS04P04RAC0005,4740,Empty,Empty,Empty
356,VA24612C0035,3600,Empty,Empty,Empty
357,HDEC0314C0002,97AZ,Empty,Empty,Empty
358,N6247306C5702,1700,Empty,Empty,Empty
359,VA249C0895,3600,Empty,Empty,Empty
360,W912QR23C0007,2100,Empty,Empty,Empty
361,W912HP17C0011,2100,Empty,Empty,Empty
362,FA570213C0020,5700,Empty,Empty,Empty
363,AG32SCC170068,12H2,Empty,Empty,Empty
364,6973GH19C00073,6920,Empty,Empty,Empty
365,STC10013C0005,1900,Empty,Empty,Empty
366,GS06P14THP0005,4740,Empty,Empty,Empty
367,36C24419C0150,3600,Empty,Empty,Empty
368,W91B4N10C8192,2100,0,$0,0%
369,W911YP04C0028,2100,,,
370,47PD0219C0005,4740,,,
371,FA810118C0024,5700,Empty,Empty,Empty
372,VA24712C0133,3600,0,$0,0%
373,HSCG8305N3WF494,7008,Empty,Empty,Empty
374,W9124Q07C0664,2100,Empty,Empty,Empty
375,47PK1723C0007,4740,,,
376,W9124L23C0001,2100,,,
377,HSCG4214CPFC017,7008,0,$0,0%
378,GS11P07ZGC0110,4740,Empty,Empty,Empty
379,VA101V14C0068,3600,0,$0,0%
380,HSCG5011CPJT147,7008,0,$0,0%
381,DTFANM09C00107,6920,0,$0,0%
382,36C26220C0223,3600,0,$0,0%
383,W50S6Q23C0002,2100,,,
384,V664C0492,3600,0,$0,0%
385,VA251C0138,3600,0,$0,0%
386,N6247314C1208,1700,Empty,Empty,Empty
387,W912CH24CL008,2100,0,$0,0%
388,W5K9UR11C7026,2100,,,
389,36C24219C0134,3600,Empty,Empty,Empty
390,VA241C2441,3600,0,$0,0%
391,W912ER17C0011,2100,0,$0,0%
392,FA221724CB003,5700,Empty,Empty,Empty
393,GS02P05PWM0005,4740,0,$0,0%
394,47PJ0024C0047,4740,,,
395,AG05K3C160002,12C2,0,$0,0%
396,VA24413C0050L,3600,0,$0,0%
397,W912HN04C0035,2100,0,$0,0%
398,VA256C0057,3600,0,$0,0%
399,FA671223C0001,5700,Empty,Empty,Empty
400,GS04P06EXC0025,4740,0,$0,0%
401,W917BG06C0109,2100,0,$0,0%
402,VA258C0261,3600,0,$0,0%
403,VA248C1145,3600,0,$0,0%
404,W912QR10C0096,2100,0,$0,0%
405,VA26312C0281,3600,0,$0,0%
406,FA448807C0002,5700,Empty,Empty,Empty
407,DJBCOB042,1540,0,$0,0%
408,GS08P07JCC0026,4740,0,$0,0%
409,SAQMMA09C0297,1900,0,$0,0%
410,GS07P11UAC0008,4740,0,$0,0%
411,DTFAAC16C00037,6920,,,
412,36C26123C0030,3600,0,$0,0%
413,VA261C0597,3600,0,$0,0%
414,00660200304DV660C744,3600,0,$0,0%
415,DOCSB134107CN0054,1341,0,$0,0%
416,GS11P09YMP0118,4740,,,
417,FA665610C0002,5700,Empty,Empty,Empty
418,W911S707C0019,2100,0,$0,0%
419,V554C50367,3600,,,
420,FA486111CA009,5700,Empty,Empty,Empty
421,VA260C0925,3600,0,$0,0%
422,HQ003416C0031,97F5,Empty,Empty,Empty
423,47PE0117C0011,4740,,,
424,N0042123C0039,1700,Empty,Empty,Empty
425,GS06P10TNC0035,4740,,,
426,VA78617C0224,3600,0,$0,0%
427,W912WJ11C0005,2100,Empty,Empty,Empty
428,VA25715C0101,3600,0,$0,0%
429,W9126G07C0042,2100,0,$0,0%
430,SALMEC05C0032,1900,0,$0,0%
431,FA667506C0006,5700,Empty,Empty,Empty
432,N4008307C0007,1700,Empty,Empty,Empty
433,N4008012C0514,1700,Empty,Empty,Empty
434,W912DR20C0022,2100,0,$0,0%
435,FA663310C0002,5700,Empty,Empty,Empty
436,FA452818C3004,5700,Empty,Empty,Empty
437,W912QR10C0019,2100,0,$0,0%
438,36C24221C0145,3600,Empty,Empty,Empty
439,INF10181RC646,1448,Empty,Empty,Empty
440,W91B4N11C8052,2100,0,$0,0%
441,36C24222C0146,3600,,,
442,W911S109C0017,2100,Empty,Empty,Empty
443,DTFANM10C00107,6920,Empty,Empty,Empty
444,GS10P10XAP0030,4740,Empty,Empty,Empty
445,W9123615C0026,2100,Empty,Empty,Empty
446,W5J9LE11C0039,2100,Empty,Empty,Empty
447,GS05P10SUC0032,4740,Empty,Empty,Empty
448,47PK1723C0001,4740,Empty,Empty,Empty
449,W912CN08C0077,2100,Empty,Empty,Empty
450,W9126G11C0089,2100,Empty,Empty,Empty
451,GS00P17LYC0023,4740,Empty,Empty,Empty
452,FA704609C0005,5700,Empty,Empty,Empty
453,W912EK09C0012,2100,Empty,Empty,Empty
454,GS09P16WAC7001,4740,Empty,Empty,Empty
455,HHSD200201138509C,7523,Empty,Empty,Empty
456,HHSN292201000045C,7529,Empty,Empty,Empty
457,DJBP0202M3A30002,1540,Empty,Empty,Empty
458,VA69DC0609,3600,Empty,Empty,Empty
459,FA441713C0020,5700,Empty,Empty,Empty
460,12445523C0009,12C2,Empty,Empty,Empty
461,VA25115C0045,3600,Empty,Empty,Empty
462,W912DR14C0039,2100,Empty,Empty,Empty
463,W9124Q07C0631,2100,Empty,Empty,Empty
464,VA244C1494,3600,Empty,Empty,Empty
465,VA25016C0088,3600,Empty,Empty,Empty
466,6973GH22C00185,6920,Empty,Empty,Empty
467,00552200309DV552C10918A,3600,Empty,Empty,Empty
468,00573200308DV573C417,3600,Empty,Empty,Empty
469,GS11P06YEC0157,4740,Empty,Empty,Empty
470,DACA6102C0004,2100,Empty,Empty,Empty
471,GS04P07EWP0011,4740,Empty,Empty,Empty
472,VA25115C0156,3600,Empty,Empty,Empty
473,47PK1619C0016,4740,Empty,Empty,Empty
474,GS11P16YMC7151,4740,Empty,Empty,Empty
475,47PE0119C0005,4740,Empty,Empty,Empty
476,47PD0621C0005,4740,Empty,Empty,Empty
477,GS11P05YTC0201,4740,Empty,Empty,Empty
478,W912DW06C0026,2100,Empty,Empty,Empty
479,W91B4P10C0093,2100,Empty,Empty,Empty
480,W9124711C0037,2100,Empty,Empty,Empty
481,VA255C0010,3600,Empty,Empty,Empty
482,697DCK20C00070,6920,Empty,Empty,Empty
483,FA441713C0021,5700,Empty,Empty,Empty
484,VA52812C0141,3600,Empty,Empty,Empty
485,47PE0218C0008,4740,Empty,Empty,Empty
486,47PE0619C0015,4740,Empty,Empty,Empty
487,VA262C0998,3600,Empty,Empty,Empty
488,00646200306DV646C1162,3600,Empty,Empty,Empty
489,W912R111C0007,2100,Empty,Empty,Empty
490,W912R113C0022,2100,Empty,Empty,Empty
491,INR04CC101526,1425,Empty,Empty,Empty
492,VA250C0240,3600,Empty,Empty,Empty
493,19SL2018C0002,1900,Empty,Empty,Empty
494,47PK0023C0008,4740,,,
495,5032KW04009,12K3,,,
496,TOS12F027,2001,0,$0,0%
497,W50S8423C0003,2100,,,
498,GS04P13EXC0032,4740,,,
499,W91B4M09C7356,2100,0,$0,0%
500,VA251C0121,3600,0,$0,0%
501,VA263C0876,3600,Empty,Empty,Empty
502,GS06P16TKC7027,4740,0,$0,0%
503,36C24919C0195,3600,0,$0,0%
504,47PJ0019C0030,4740,,,
505,GS02P06PGM0009,4740,0,$0,0%
506,W912PL09C0031,2100,0,$0,0%
507,VA26316C0139,3600,0,$0,0%
508,N6945011C6829,1700,Empty,Empty,Empty
509,12318720C0011,12C2,,,
510,W912KC15C0012,2100,0,$0,0%
511,W9124E06C0004,2100,0,$0,0%
512,W912DR12C0023,2100,0,$0,0%
513,GS04P10EXC0005,4740,0,$0,0%
514,FA303014C0005,5700,Empty,Empty,Empty
515,N4425514C6028,1700,Empty,Empty,Empty
516,VA243C0400,3600,,,
517,N6247306C6323,1700,Empty,Empty,Empty
518,W912EK13C0040,2100,0,$0,0%
519,36C25019C0287,3600,0,$0,0%
520,75N99020C00062,7529,,,
521,W9124720C0034,2100,Empty,Empty,Empty
522,HDEC0313C0006,97AZ,Empty,Empty,Empty
523,RA000200309DGS04P03EWC0146,4740,0,$0,0%
524,GS01P07BZC0041,4740,0,$0,0%
525,FA283514C0031,5700,Empty,Empty,Empty
526,GS06P12TNC0008,4740,0,$0,0%
527,W9126G15C0105,2100,0,$0,0%
528,W50S9F22C0002,2100,,,
529,VA25616C0057,3600,0,$0,0%
530,V614C523HZ,3600,0,$0,0%
531,W911QY23C0098,2100,0,$0,0%
532,47PE0518C0006,4740,,,
533,F3160103C0007,5700,Empty,Empty,Empty
534,AG4384C110003,12H2,Empty,Empty,Empty
535,INPC1850080023,1443,,,
536,VA249C0875,3600,0,$0,0%
537,70Z04720CPVALV100,7008,,,
538,36C25819C0073,3600,0,$0,0%
539,47PF0021C0006,4740,,,
540,VA539C0011,3600,0,$0,0%
541,W912QR12C0051,2100,0,$0,0%
542,N6945013C2530,1700,Empty,Empty,Empty
543,47PK0724C0018,4740,,,
544,GS07P06UKC0034,4740,0,$0,0%
545,W912BV21C0008,2100,,,
546,N6247312C2413,1700,Empty,Empty,Empty
547,V671C6388A,3600,0,$0,0%
548,GS09P09WJC0021,4740,0,$0,0%
549,VA24812C0314,3600,0,$0,0%
550,VA69DC0908,3600,Empty,Empty,Empty
551,VA246C0620,3600,Empty,Empty,Empty
552,AG32SDC160019,12H2,Empty,Empty,Empty
553,GS11P08MAM0219,4740,0,$0,0%
554,DJBP0700COBOR4K10122,1540,,,
555,GS03P07QPM0030,4740,0,$0,0%
556,W911S823C0022,2100,,,
557,W91QEY10C0026,2100,0,$0,0%
558,47PD0823C0004,4740,,,
559,GS04P16EXC7150,4740,Empty,Empty,Empty
560,VA246C0257,3600,0,$0,0%
561,DTFAAC10C00057,6920,Empty,Empty,Empty
562,N4008012C2087,1700,Empty,Empty,Empty
563,HSCG2809N7AA581,7008,Empty,Empty,Empty
564,DTFACT13C00007,6920,,,
565,VA25616C0248,3600,0,$0,0%
566,AG4670C110133,12C2,0,$0,0%
567,VA25912C0258,3600,Empty,Empty,Empty
568,0069D200308DV69DC591,3600,Empty,Empty,Empty
569,W912JM11C0034,2100,Empty,Empty,Empty
570,VA24513C0075,3600,Empty,Empty,Empty
571,HHSF223201310005C,7524,Empty,Empty,Empty
572,140P1420C0018,1443,Empty,Empty,Empty
573,VA25012C0069,3600,Empty,Empty,Empty
574,FA301016C0007,5700,Empty,Empty,Empty
575,W9126G23C0004,2100,Empty,Empty,Empty
576,GS05P09SLC0046,4740,Empty,Empty,Empty
577,W9124N10C0107,2100,Empty,Empty,Empty
578,05H7200308D5305H70318,12C2,Empty,Empty,Empty
579,47PF0019C0041,4740,Empty,Empty,Empty
580,N4008310C1003,1700,Empty,Empty,Empty
581,W5J9LE13C0024,2100,Empty,Empty,Empty
582,VA26216C0208,3600,Empty,Empty,Empty
583,DAHA4503C2000,2100,Empty,Empty,Empty
584,FA481905C0008,5700,Empty,Empty,Empty
585,W9128A06C0011,2100,Empty,Empty,Empty
586,36C25818C0019,3600,Empty,Empty,Empty
587,INL14PC00134,1422,Empty,Empty,Empty
588,N4008024C0005,1700,Empty,Empty,Empty
589,W22G1F06C0002,2100,Empty,Empty,Empty
590,W912LA19C8002,2100,Empty,Empty,Empty
591,W91JA411C7117,2100,Empty,Empty,Empty
592,47PM0718C0002,4740,Empty,Empty,Empty
593,GS09P10KLC0003,4740,Empty,Empty,Empty
