,Contract ID,Contracting Agency ID,Number of Sub-Award Transactions,Sub-Award Obligation Sum,Percent of Prime Award (Sub-Award)
594,N6945024C0023,1700,Empty,Empty,Empty
595,FA441609C0049,5700,Empty,Empty,Empty
596,FA441812C0016,5700,Empty,Empty,Empty
597,00541200309DV541C7348A,3600,Empty,Empty,Empty
598,47PD1219C0020,4740,Empty,Empty,Empty
599,W56HZV13CL561,2100,Empty,Empty,Empty
600,VA528RA0555,3600,Empty,Empty,Empty
601,FA667523C0001,5700,Empty,Empty,Empty
602,W5J9JE16C0038,2100,Empty,Empty,Empty
603,GS02P05PLC3024,4740,Empty,Empty,Empty
604,GS09P07WJC0017,4740,Empty,Empty,Empty
605,N6945009C4319,1700,Empty,Empty,Empty
606,DOLJ109631228,1605,Empty,Empty,Empty
607,DACA0903C0020,2100,Empty,Empty,Empty
608,140P5319C0008,1443,,,
609,GS05P07SVC0006,4740,0,$0,0%
610,W912HN18C4007,2100,0,$0,0%
611,DACA3103C0007,2100,0,$0,0%
612,36C25524C0088,3600,0,$0,0%
613,36C26223C0130,3600,0,$0,0%
614,GS11P10YEC0057,4740,0,$0,0%
615,GS04P11EXC0042,4740,Empty,Empty,Empty
616,DJBP0415N4A30001,1540,0,$0,0%
617,VA25714C0169,3600,0,$0,0%
618,W912JM16C0009,2100,0,$0,0%
619,FA671217C0005,5700,Empty,Empty,Empty
620,W91GF509C8130,2100,0,$0,0%
621,VA248C1562,3600,0,$0,0%
622,W912JC18C5711,2100,,,
623,W50S8723C0005,2100,,,
624,SLT60008C0156,1900,0,$0,0%
625,VA256C1415,3600,0,$0,0%
626,FA810117C0049,5700,Empty,Empty,Empty
627,VA262C0550,3600,,,
628,HHSD200200301565C,7523,0,$0,0%
629,HQ003409C3009,97F5,Empty,Empty,Empty
630,4568200309D43456830461,12C2,0,$0,0%
631,FA480105C0007,5700,Empty,Empty,Empty
632,GS03P07QFP0006,4740,,,
633,W912HN08C0040,2100,0,$0,0%
634,AG32SDC170024,12H2,,,
635,DEFE0008291,8900,2,$2.89 Million,125.5%
636,140P5118C0026,1443,,,
637,VA247C1619,3600,0,$0,0%
638,GS11P09YEC0043,4740,0,$0,0%
639,W912PM19C0042,2100,,,
640,47PK1721C0003,4740,,,
641,VA24912C0323,3600,0,$0,0%
642,AG32SDC140022,12H2,0,$0,0%
643,GS11P08ZGC0242,4740,0,$0,0%
644,GS00P17LYC0024,4740,,,
645,FA441709C0021,5700,Empty,Empty,Empty
646,W9124715C0026,2100,,,
647,W911KB24C0023,2100,0,$0,0%
648,AG0295C070017,12C2,0,$0,0%
649,W912EP12C0015,2100,0,$0,0%
650,N6945020C0047,1700,Empty,Empty,Empty
651,FA480310C0001,5700,Empty,Empty,Empty
652,1605AE24C0005,1605,,,
653,N6246704C0092,1700,Empty,Empty,Empty
654,N6945017C5614,1700,Empty,Empty,Empty
655,FA460014C0024,5700,Empty,Empty,Empty
656,W912L118C0008,2100,,,
657,FA282315C4004,5700,Empty,Empty,Empty
658,47PK0819C0001,4740,,,
659,W9124M07C0028,2100,,,
660,FA286013C0031,5700,Empty,Empty,Empty
661,VA25016C0116,3600,0,$0,0%
662,N4008517C3002,1700,Empty,Empty,Empty
663,W912L610C0001,2100,0,$0,0%
664,N6247310C3418,1700,Empty,Empty,Empty
665,FA460818C0012,5700,Empty,Empty,Empty
666,W25G1V08C0005,2100,0,$0,0%
667,W91B4N10C8105,2100,0,$0,0%
668,W9128A04C0003,2100,0,$0,0%
669,GS09P15WAC7006,4740,0,$0,0%
670,47PA0320C0020,4740,,,
671,INPC1780050009,1443,0,$0,0%
672,HSFLGL10C00009,7015,0,$0,0%
673,GS09P09WDC0005,4740,Empty,Empty,Empty
674,VA25615C0102,3600,11,$2.05 Million,59.6%
675,W9124Q05C0334,2100,0,$0,0%
676,W912EK08C0209,2100,0,$0,0%
677,1232SD18C0080,12H2,,,
678,AG4568C070171,12C2,0,$0,0%
679,W912HN20C4008,2100,,,
680,INPC2011100020,1443,,,
681,W9124L10C0014,2100,Empty,Empty,Empty
682,70B01C24C00000135,7014,Empty,Empty,Empty
683,VA256C0647,3600,Empty,Empty,Empty
684,N4008309C1022,1700,Empty,Empty,Empty
685,W917BK09C0053,2100,Empty,Empty,Empty
686,89233120CNA000168,8900,Empty,Empty,Empty
687,W91B4M11C6614,2100,Empty,Empty,Empty
688,FA487706CC022,5700,Empty,Empty,Empty
689,W912QR20C0022,2100,Empty,Empty,Empty
690,36C24220C0144,3600,Empty,Empty,Empty
691,GS01P08NLC0083,4740,Empty,Empty,Empty
692,W912JC18C5007,2100,Empty,Empty,Empty
693,GS09P09KZC0018,4740,Empty,Empty,Empty
694,GS11P14MAC0100,4740,Empty,Empty,Empty
695,VA262C0529,3600,Empty,Empty,Empty
696,W5K9FH11C0201,2100,Empty,Empty,Empty
697,GS06P15TNC0014,4740,Empty,Empty,Empty
698,VA261C0679,3600,Empty,Empty,Empty
699,FA521520C0015,5700,Empty,Empty,Empty
700,INPC6300050044,1443,Empty,Empty,Empty
701,DACA2103C0039,2100,Empty,Empty,Empty
702,FA282305C0029,5700,Empty,Empty,Empty
703,N4008006C3004,1700,Empty,Empty,Empty
704,N6927203C0040,1700,Empty,Empty,Empty
705,W912PL20C0052,2100,Empty,Empty,Empty
706,N6945012C4112,1700,Empty,Empty,Empty
707,N4008010C0501,1700,Empty,Empty,Empty
708,GS06P16TKC7028,4740,Empty,Empty,Empty
709,V636A7C7168A,3600,Empty,Empty,Empty
710,00660200309DV660C772,3600,Empty,Empty,Empty
711,INR10PC10015,1425,Empty,Empty,Empty
712,W911QY14C0104,2100,Empty,Empty,Empty
713,12445223C0012,12C2,Empty,Empty,Empty
714,W911S711C0010,2100,Empty,Empty,Empty
715,N6945010C2517,1700,Empty,Empty,Empty
716,W9124Q06C0198,2100,Empty,Empty,Empty
717,W913FT09C0065,2100,Empty,Empty,Empty
718,VA24412C0051,3600,Empty,Empty,Empty
719,47PM1023C0025,4740,Empty,Empty,Empty
720,2032H320C00031,2001,,,
721,12441922C0003,12C2,,,
722,AG05G1C070014,12C2,0,$0,0%
723,47PK0524C0008,4740,,,
724,VA26312C0225,3600,0,$0,0%
725,VA24112C0238,3600,0,$0,0%
726,N4008524C0030,1700,Empty,Empty,Empty
727,N4008008C1057,1700,Empty,Empty,Empty
728,FA308910C0022,5700,Empty,Empty,Empty
729,W912PP11C0038,2100,18,$14.51 Million,73.4%
730,FA703708C8003,5700,Empty,Empty,Empty
731,N4008513C6015,1700,Empty,Empty,Empty
732,FA701210C0010,5700,Empty,Empty,Empty
733,FA663311C0004,5700,Empty,Empty,Empty
734,GS10P08LTC0113,4740,0,$0,0%
735,FA813723C0007,5700,Empty,Empty,Empty
736,W912DR10C0087,2100,0,$0,0%
737,FA670318C0006,5700,Empty,Empty,Empty
738,N6945018C6807,1700,Empty,Empty,Empty
739,W9127819C0013,2100,,,
740,47PK0524C0026,4740,,,
741,W9127824C0026,2100,,,
742,F0536CC10083,3300,,,
743,75N99022C00049,7529,,,
744,1333ND23CNB190030,1341,,,
745,VA69DC0548,3600,0,$0,0%
746,FA700010C0027,5700,Empty,Empty,Empty
747,GS09P11WRC0053,4740,0,$0,0%
748,W912DY24C0075,2100,0,$0,0%
749,GS00P10CYD0066,4740,0,$0,0%
750,W5J9LE12C0008,2100,,,
751,W911SD08C0006,2100,0,$0,0%
752,SIZ10011C0025,1900,0,$0,0%
753,W917BG07C0067,2100,0,$0,0%
754,VA244C0066,3600,,,
755,W91B4M11C6671,2100,0,$0,0%
756,VA25014C0066,3600,0,$0,0%
757,36C24922C0092,3600,0,$0,0%
758,W912R113C0018,2100,Empty,Empty,Empty
759,VA246C0346,3600,0,$0,0%
760,GS04P07RAP0081,4740,0,$0,0%
761,W5J9JE13C0016,2100,0,$0,0%
762,47PM0221C0008,4740,,,
763,36C24223C0123,3600,0,$0,0%
764,VA25717C0122,3600,0,$0,0%
765,VA25715C0098,3600,0,$0,0%
766,AG82FTC170011,12C2,,,
767,12405B24C0034,12H2,,,
768,V520C5158A,3600,0,$0,0%
769,V246C00184,3600,0,$0,0%
770,FA940104C0013,5700,Empty,Empty,Empty
771,47PL0118C0027,4740,,,
772,N4008508C8032,1700,Empty,Empty,Empty
773,W9123623C2020,2100,,,
774,N6247315C1018,1700,Empty,Empty,Empty
775,W9128F10C0072,2100,0,$0,0%
776,HM157504C0005,97AB,Empty,Empty,Empty
777,W912PL13C0006,2100,74,$25.49 Million,196.7%
778,W9128A22C0025,2100,,,
779,VA262C0413,3600,0,$0,0%
780,VA24512C0091,3600,Empty,Empty,Empty
781,DOCSB134105C0021,1341,0,$0,0%
782,HHSD200201459982C,7523,Empty,Empty,Empty
783,47PM1020C0018,4740,,,
784,HSFE1007C00064,7022,0,$0,0%
785,DTFAAC16C00039,6920,,,
786,VA243C0101,3600,0,$0,0%
787,47PL0118C0015,4740,,,
788,70B01C24C00000112,7014,,,
789,W917BK08C0015,2100,0,$0,0%
790,W5J9JE13C0032,2100,0,$0,0%
791,W9136405C0003,2100,0,$0,0%
792,DACA2103C0040,2100,0,$0,0%
793,GS09P08WDC0048,4740,0,$0,0%
794,N6871104C6335,1700,Empty,Empty,Empty
795,W912DR09C0044,2100,0,$0,0%
796,N6247312C3413,1700,Empty,Empty,Empty
797,VA52813C0039,3600,0,$0,0%
798,GS08P16VPC7001,4740,0,$0,0%
799,6973GH20C00092,6920,,,
800,GS04P11EXC0066,4740,Empty,Empty,Empty
801,N6945012C6844,1700,Empty,Empty,Empty
802,FA500422C0035,5700,Empty,Empty,Empty
803,FA810118C0027,5700,Empty,Empty,Empty
804,N6246705C9382,1700,Empty,Empty,Empty
805,FA252124C0020,5700,Empty,Empty,Empty
806,V255C657A10358,3600,0,$0,0%
807,00247200302DV247C0138,3600,0,$0,0%
808,N6247703C0012,1700,Empty,Empty,Empty
809,47PD1024C0008,4740,,,
810,GS03P09QPP0035,4740,0,$0,0%
811,W912KC05C0015,2100,Empty,Empty,Empty
812,V564C346,3600,0,$0,0%
813,W9124719C0106,2100,,,
814,W50S6Q23C0003,2100,,,
815,GS03P13QPC0006,4740,0,$0,0%
816,FA252109C0045,5700,Empty,Empty,Empty
817,00262200309DV691C04588A,3600,0,$0,0%
818,VA246C0056,3600,0,$0,0%
819,VA243C0600,3600,0,$0,0%
820,W9124E10C0002,2100,0,$0,0%
821,NNG05WA10C,8000,0,$0,0%
822,FA446007C0005,5700,Empty,Empty,Empty
823,N6449820C4003,1700,Empty,Empty,Empty
824,W912QR16C0024,2100,,,
825,GS11P11NWC0016,4740,0,$0,0%
826,697DCK21C00064,6920,,,
827,TOS12F035,2001,0,$0,0%
828,36C24818C0265,3600,0,$0,0%
829,VA101CFMC0244,3600,0,$0,0%
830,N6945012C5570,1700,Empty,Empty,Empty
831,W912L808C0008,2100,0,$0,0%
832,AG0120C140007,12C2,0,$0,0%
833,GS03P16QAC7010,4740,0,$0,0%
834,VA78615C0145,3600,0,$0,0%
835,47PK1621C0001,4740,,,
836,W9123610C0047,2100,0,$0,0%
837,VA24814C0132,3600,0,$0,0%
838,W5J9LE12C0044,2100,0,$0,0%
839,HHSF223201550022A,7524,0,$0,0%
840,NNC14CA38C,8000,,,
841,FA441706C0010,5700,Empty,Empty,Empty
842,FA480020C0022,5700,Empty,Empty,Empty
843,GS07P11UKM0005,4740,0,$0,0%
844,W912QR11C0041,2100,,,
845,W912QR10C0095,2100,0,$0,0%
846,FA460009C0069,5700,Empty,Empty,Empty
847,VA251C1144,3600,Empty,Empty,Empty
848,1282A720C0091,12C2,,,
849,SP470219C0008,97AS,Empty,Empty,Empty
850,VA263C1298,3600,,,
851,GS03P16DXC7015,4740,0,$0,0%
852,W912HP22C0009,2100,,,
853,V573C579,3600,0,$0,0%
854,GS04P12EXC0040,4740,Empty,Empty,Empty
855,FA441711C0033,5700,Empty,Empty,Empty
856,GS05P10SPC0005,4740,0,$0,0%
857,FA500021C0007,5700,Empty,Empty,Empty
858,47PM0423C0007,4740,,,
859,VA248C1107,3600,0,$0,0%
860,140D0420C0072,1406,,,
861,W91QF611C0004,2100,0,$0,0%
862,W5K9FH11C0261,2100,0,$0,0%
863,N6247812C1496,1700,Empty,Empty,Empty
864,HDEC0312C0002,97AZ,Empty,Empty,Empty
865,AG9A28C110013,12C2,0,$0,0%
866,W911SA14C0007,2100,0,$0,0%
867,HHSF22320049930C,7524,0,$0,0%
868,VA24713C0417,3600,0,$0,0%
869,FA850105C0062,5700,Empty,Empty,Empty
870,FA487719C0003,5700,Empty,Empty,Empty
871,DJBCOB42D20024,1540,0,$0,0%
872,FA283522C0020,5700,Empty,Empty,Empty
873,GS09P12KZC0019,4740,0,$0,0%
874,N6945012C1787,1700,Empty,Empty,Empty
875,VA701C0070,3600,0,$0,0%
876,HHSI24120040024CC,7520,Empty,Empty,Empty
877,N6247312C4001,1700,Empty,Empty,Empty
878,GS03P17QAC0010,4740,,,
879,HSFLGL17C00009,7015,,,
880,VA247C0218,3600,0,$0,0%
881,47PK1517C0003,4740,,,
882,VA791C024,3600,0,$0,0%
883,N4008012C3010,1700,Empty,Empty,Empty
884,VA69DC0725,3600,0,$0,0%
885,W912HN10C0069,2100,0,$0,0%
886,GS07P15UFC0008,4740,0,$0,0%
887,W912DR17C0045,2100,0,$0,0%
888,36C25622C0063,3600,0,$0,0%
889,1305M423CNAAJ0035,1330,,,
890,36C78619C0141,3600,0,$0,0%
891,47PK0623C0003,4740,,,
892,IBM16C0005,19BM,,,
893,W911KB08C0020,2100,0,$0,0%
894,HSCG3108N6SABB8,7008,0,$0,0%
895,GS09P12WKC0037,4740,,,
896,FA488706C0024,5700,Empty,Empty,Empty
897,W9124218C5009,2100,0,$0,0%
898,V674C479,3600,0,$0,0%
899,FA875115C0068,5700,Empty,Empty,Empty
900,W912JM16C0013,2100,,,
901,47PK0820C0009,4740,,,
902,STO40013C0006,1900,0,$0,0%
903,W91QV113C0075,2100,0,$0,0%
904,VA263C1047,3600,0,$0,0%
905,GS09P17WCC0010,4740,,,
906,47PD1219C0007,4740,,,
907,VA244C1388,3600,Empty,Empty,Empty
908,36C24519C0209,3600,0,$0,0%
909,VA24613C0096,3600,Empty,Empty,Empty
910,W912DR17C0011,2100,0,$0,0%
911,FA667020C0007,5700,Empty,Empty,Empty
912,HSCG5005C643AX7,7008,0,$0,0%
913,47PD0219C0013,4740,,,
914,N4425519C2010,1700,Empty,Empty,Empty
915,N6945010C4569,1700,Empty,Empty,Empty
916,N6945013C3096,1700,Empty,Empty,Empty
917,FA282323C0035,5700,Empty,Empty,Empty
918,VA26214C0147,3600,0,$0,0%
919,47PK1719C0021,4740,,,
920,W9128F24C0011,2100,,,
921,VA262C0758,3600,0,$0,0%
922,FA485516C0039,5700,Empty,Empty,Empty
923,N4008011C1022,1700,Empty,Empty,Empty
924,FA486121C0020,5700,Empty,Empty,Empty
925,HQ003418C0029,97F5,Empty,Empty,Empty
926,N6426722C0299,1700,Empty,Empty,Empty
927,FA301009C0007,5700,Empty,Empty,Empty
928,FA304708C0035,5700,Empty,Empty,Empty
929,47PM0417C0035,4740,,,
930,FA570612C0010,5700,Empty,Empty,Empty
931,DTFACN15C00211,6920,0,$0,0%
932,W50S8Q20C6003,2100,0,$0,0%
933,W912HN07C0076,2100,Empty,Empty,Empty
934,W912QR18C0031,2100,,,
935,GS10P12XAC0011,4740,0,$0,0%
936,N6247001C1097,1700,Empty,Empty,Empty
937,W912DR17C0038,2100,0,$0,0%
938,W912QR08C0002,2100,0,$0,0%
939,FA667019CA012,5700,Empty,Empty,Empty
940,0136CC10537,3300,0,$0,0%
941,36C26219C0088,3600,0,$0,0%
942,GS11P17YMC0030,4740,,,
943,36C24222C0065,3600,0,$0,0%
944,AG4146C120026,12C2,0,$0,0%
945,N6660424C0275,1700,Empty,Empty,Empty
946,36C24218C0109,3600,0,$0,0%
947,N6945008C3103,1700,Empty,Empty,Empty
948,140P4321C0004,1443,,,
949,W912CL18C0003,2100,,,
950,VA24413C0374,3600,,,
951,GS08P07JFC0016,4740,Empty,Empty,Empty
952,W912CN11C0027,2100,0,$0,0%
953,GS04P07RAC0005,4740,0,$0,0%
954,FA703711C8009,5700,Empty,Empty,Empty
955,N4008517C3136,1700,Empty,Empty,Empty
956,W912QR11C0004,2100,0,$0,0%
957,GS11P12YTM0249,4740,0,$0,0%
958,AG4670C170092,12C2,,,
959,W912JM05C0019,2100,,,
960,GS06P05TEC0050,4740,0,$0,0%
961,N6945011C4142,1700,Empty,Empty,Empty
962,VA528C0935,3600,0,$0,0%
963,FA850124C0011,5700,Empty,Empty,Empty
964,15F06723C0002522,1549,,,
965,36C77624C0095,3600,0,$0,0%
966,W912DQ10C4013,2100,0,$0,0%
967,N6247306C4314,1700,Empty,Empty,Empty
968,W912QR09C0027,2100,0,$0,0%
969,AG04T1C100033,12C2,0,$0,0%
970,GS01P11NFC0024,4740,0,$0,0%
971,W9124712C0056,2100,0,$0,0%
972,W9124M07C0022,2100,0,$0,0%
973,GS09P14KZC0010,4740,,,
974,36C24623C0019,3600,0,$0,0%
975,W9123807C0021,2100,0,$0,0%
976,HQ003416C0030,97F5,Empty,Empty,Empty
977,F3160103C0022,5700,Empty,Empty,Empty
978,N4008509C0200,1700,Empty,Empty,Empty
979,N4008508C8468,1700,Empty,Empty,Empty
980,W9128F06C0005,2100,0,$0,0%
981,FA485513C0025,5700,Empty,Empty,Empty
982,GS09P16WFC7000,4740,0,$0,0%
983,F4065003C0058,5700,Empty,Empty,Empty
984,W912HN13C0011,2100,0,$0,0%
985,N6945010C2580,1700,Empty,Empty,Empty
986,W911KB11C0012,2100,0,$0,0%
987,V678C8008A,3600,Empty,Empty,Empty
988,VA69D14C0281,3600,Empty,Empty,Empty
989,VA26315C0167,3600,Empty,Empty,Empty
990,DJBP0700COBO077,1540,Empty,Empty,Empty
991,W50S6N23C0004,2100,Empty,Empty,Empty
992,N4008514C6761,1700,Empty,Empty,Empty
993,36C24119C0093,3600,Empty,Empty,Empty
994,FA810116C0008,5700,Empty,Empty,Empty
995,INL07PC05115,1422,Empty,Empty,Empty
996,FA442723C0005,5700,Empty,Empty,Empty
997,DABK3703C0054,2100,Empty,Empty,Empty
998,W50SLF22C0003,2100,Empty,Empty,Empty
999,VA255C0240,3600,Empty,Empty,Empty
1000,VA25912C0181,3600,Empty,Empty,Empty
1001,SALMEC05C0018,1900,Empty,Empty,Empty
1002,VA248C1385,3600,Empty,Empty,Empty
1003,VA26316C0091,3600,Empty,Empty,Empty
1004,47PE0222C0039,4740,Empty,Empty,Empty
1005,VA261C0490,3600,Empty,Empty,Empty
1006,DJDEA06C0039,1524,Empty,Empty,Empty
1007,VA246C0270,3600,Empty,Empty,Empty
1008,GS04P09RDP0039,4740,Empty,Empty,Empty
1009,W5J9JE12C0116,2100,Empty,Empty,Empty
1010,GS09P14WKC0045,4740,Empty,Empty,Empty
1011,N6945009C5084,1700,Empty,Empty,Empty
1012,VA248C1541,3600,Empty,Empty,Empty
1013,75F40119C10063,7524,Empty,Empty,Empty
1014,W912DR24C0045,2100,Empty,Empty,Empty
1015,VA256C0372,3600,Empty,Empty,Empty
1016,W912JV14C0007,2100,Empty,Empty,Empty
1017,47PB0622C0008,4740,Empty,Empty,Empty
1018,47PK1223C0016,4740,Empty,Empty,Empty
1019,V60008568A,3600,Empty,Empty,Empty
1020,47PK1220C0018,4740,Empty,Empty,Empty
1021,1605AE20C0004,1605,Empty,Empty,Empty
1022,15A00024CAQA00271,1560,Empty,Empty,Empty
1023,FA308909C0004,5700,Empty,Empty,Empty
1024,GS11P11YEC0173,4740,Empty,Empty,Empty
1025,VA247C1616,3600,Empty,Empty,Empty
1026,SWHARC07C0006,1900,0,$0,0%
1027,GS07P12HHC0046,4740,0,$0,0%
1028,DOCSB134113CN0068,1341,,,
1029,36C25919C0153,3600,0,$0,0%
1030,W9127819C0028,2100,,,
1031,FA486118CB032,5700,Empty,Empty,Empty
1032,N6945011C5823,1700,Empty,Empty,Empty
1033,36C24222C0140,3600,Empty,Empty,Empty
1034,FA481921C0012,5700,Empty,Empty,Empty
1035,W912QR20C0066,2100,,,
1036,F0865003C0065,5700,Empty,Empty,Empty
1037,W91B4L09C0079,2100,0,$0,0%
1038,47PB0621C0008,4740,,,
1039,W912ER09C0048,2100,0,$0,0%
1040,AG9A40C100027,12C2,0,$0,0%
1041,47PE0218C0013,4740,,,
1042,N3654A07C2013,1700,Empty,Empty,Empty
1043,GS03P15AZC0019,4740,0,$0,0%
1044,FA664823C0011,5700,Empty,Empty,Empty
1045,N6247313C2611,1700,Empty,Empty,Empty
1046,N0016722C0013,1700,Empty,Empty,Empty
1047,N3654A08C8003,1700,Empty,Empty,Empty
1048,GS10P08LTC0066,4740,0,$0,0%
1049,47PE0122C0012,4740,,,
1050,GS01P10NLC0020,4740,0,$0,0%
1051,697DCK18C00333,6920,,,
1052,W912P514C0021,2100,0,$0,0%
1053,140P4318C0046,1443,,,
1054,W9127823C0016,2100,,,
1055,W912BV12C0021,2100,0,$0,0%
1056,AG3K15503K1540600,12H2,0,$0,0%
1057,140P4220C0014,1443,,,
1058,GS04P06EXC0090,4740,0,$0,0%
1059,AG4431C110014,12H2,0,$0,0%
1060,FA480316C0010,5700,Empty,Empty,Empty
1061,GS04P10EXC0147,4740,0,$0,0%
1062,V564C331,3600,0,$0,0%
1063,47PK0522C0006,4740,,,
1064,GS04P15EXC0188,4740,0,$0,0%
1065,W9128F22C0006,2100,,,
1066,INPC1211070905,1443,0,$0,0%
1067,VA247C0551,3600,0,$0,0%
1068,W911SA24C2007,2100,0,$0,0%
1069,GS11P10NWC0079,4740,0,$0,0%
1070,AG82FT5082FT04110,12C2,,,
1071,GS11P05MAC0294,4740,0,$0,0%
1072,12305B19C0052,12H2,,,
1073,W912L115C0026,2100,,,
1074,VA261C0304,3600,0,$0,0%
1075,HHSD200201357144C,7523,0,$0,0%
1076,V504C50130,3600,,,
1077,VA247RA0829,3600,0,$0,0%
1078,0436CW10452,3300,Empty,Empty,Empty
1079,W9124M07C0019,2100,0,$0,0%
1080,INPC5320090043,1443,0,$0,0%
1081,DJBP0700COBO117,1540,0,$0,0%
1082,GS10P14XJC0031,4740,0,$0,0%
1083,W912EK15C0038,2100,,,
1084,INP16PC00725,1443,0,$0,0%
1085,W912J311C0002,2100,Empty,Empty,Empty
1086,W9128F10C0008,2100,,,
1087,INPC8227063002,1443,Empty,Empty,Empty
1088,36C24620C0090,3600,0,$0,0%
1089,W912BV06C2012,2100,0,$0,0%
1090,N3319113C1218,1700,Empty,Empty,Empty
1091,N6247317C1422,1700,Empty,Empty,Empty
1092,V247C0404,3600,0,$0,0%
1093,VA608C80191,3600,,,
1094,N4008524C0038,1700,Empty,Empty,Empty
1095,N4425514C8003,1700,Empty,Empty,Empty
1096,GS06P03TDC0014,4740,0,$0,0%
1097,FA449710H0001,5700,Empty,Empty,Empty
1098,47PK0621C0006,4740,,,
1099,W911S619C0005,2100,,,
1100,GS11P16YTC7165,4740,,,
1101,FA252105C0062,5700,Empty,Empty,Empty
1102,FA281611C0010,5700,Empty,Empty,Empty
1103,GS10P07XJP0068,4740,Empty,Empty,Empty
1104,GS08P11JCC0015,4740,Empty,Empty,Empty
1105,VA25616C0105,3600,Empty,Empty,Empty
1106,FA488709C0039,5700,Empty,Empty,Empty
1107,W5K9FH12C0158,2100,Empty,Empty,Empty
1108,GS03P14QBP0021,4740,Empty,Empty,Empty
1109,GS01P13NFC0050,4740,Empty,Empty,Empty
1110,GS03P11QKC0110,4740,Empty,Empty,Empty
1111,W91QV116C0130,2100,Empty,Empty,Empty
1112,47PG0722C0002,4740,Empty,Empty,Empty
1113,GS10P04XFC0036,4740,Empty,Empty,Empty
1114,GS11P06MKC0096,4740,Empty,Empty,Empty
1115,HSFE1010C00113,7022,Empty,Empty,Empty
1116,FA930120C0008,5700,Empty,Empty,Empty
1117,FA448419CA039,5700,Empty,Empty,Empty
1118,36C26223C0084,3600,Empty,Empty,Empty
1119,VA256C0108,3600,Empty,Empty,Empty
1120,36C24218C0188,3600,Empty,Empty,Empty
1121,F0436CC10254,3300,Empty,Empty,Empty
1122,N4008507C1338,1700,Empty,Empty,Empty
1123,F0462603C0112,5700,Empty,Empty,Empty
1124,W912L305C0001,2100,Empty,Empty,Empty
1125,VA259C0384,3600,Empty,Empty,Empty
1126,DOLJ051A20101,1630,Empty,Empty,Empty
1127,V600C0512,3600,Empty,Empty,Empty
1128,VA262C0531,3600,Empty,Empty,Empty
1129,75N99019C00007,7529,Empty,Empty,Empty
1130,FA282323C0054,5700,Empty,Empty,Empty
1131,GS05P13SPC0012,4740,0,$0,0%
1132,VA244C1609,3600,0,$0,0%
1133,47PD1023C0009,4740,,,
1134,W912HN05C0010,2100,0,$0,0%
1135,VA244C1884,3600,0,$0,0%
1136,GS04P07RAP0073,4740,0,$0,0%
1137,INP10PC76112,1443,0,$0,0%
1138,HH000200304DGS07P03HHD0114,4740,0,$0,0%
1139,GS10P10XJP0011,4740,0,$0,0%
1140,HSCGG115CPFA010,7008,0,$0,0%
1141,V678C7738A,3600,Empty,Empty,Empty
1142,W912BV16C0035,2100,,,
1143,DTFAWN14C00235,6920,0,$0,0%
1144,36C24922C0018,3600,0,$0,0%
1145,GS11P09YEC0133,4740,0,$0,0%
1146,NNK07CB58C,8000,Empty,Empty,Empty
1147,W9124206C0001,2100,Empty,Empty,Empty
1148,N4008523C0056,1700,Empty,Empty,Empty
1149,F3861003C0012,5700,Empty,Empty,Empty
1150,N4008313C1037,1700,Empty,Empty,Empty
1151,FA704611C0003,5700,Empty,Empty,Empty
1152,47PE0519C0008,4740,,,
1153,36C26223C0276,3600,0,$0,0%
1154,FA310316C0003,5700,Empty,Empty,Empty
1155,VA24912C0278,3600,0,$0,0%
1156,W91QV118C0112,2100,0,$0,0%
1157,FA820116C0055,5700,Empty,Empty,Empty
1158,F0865003C0030,5700,Empty,Empty,Empty
1159,GS08P15JBP0029,4740,0,$0,0%
1160,FA252114C0011,5700,Empty,Empty,Empty
1161,W9124M08C0023,2100,0,$0,0%
1162,N6945017C5639,1700,Empty,Empty,Empty
1163,N4008018C0311,1700,Empty,Empty,Empty
1164,N6247003C4349,1700,Empty,Empty,Empty
1165,FA449704C0014,5700,Empty,Empty,Empty
1166,W9127S05C6004,2100,0,$0,0%
1167,N6945023C0063,1700,Empty,Empty,Empty
1168,FA667510C0001,5700,Empty,Empty,Empty
1169,47PK1221C0004,4740,,,
1170,W912PQ09C0011,2100,0,$0,0%
1171,FA441707C0020,5700,Empty,Empty,Empty
1172,36C25718C0102,3600,0,$0,0%
1173,SGE50017C0051,1900,Empty,Empty,Empty
1174,FA487720C0023,5700,Empty,Empty,Empty
1175,VA263RA0951,3600,0,$0,0%
1176,VA24416C0333,3600,0,$0,0%
1177,GS05P09FBC0047,4740,0,$0,0%
1178,HSBP1017C00146,7014,,,
1179,HSFLGL16C00026,7015,,,
1180,TOS07106,2001,0,$0,0%
1181,GS04P17EXC0009,4740,,,
1182,47PE0222C0044,4740,,,
1183,47PM0518C0005,4740,,,
1184,GS02P16PWC7034,4740,,,
1185,GS11P12MAM0019,4740,,,
1186,W912JV14C0010,2100,0,$0,0%
1187,GS08P13JBP0063,4740,0,$0,0%
1188,FA441610C0048,5700,Empty,Empty,Empty
1189,GS04P08EWC0034,4740,0,$0,0%
1190,V101DC0210,3600,0,$0,0%
1191,W91B4P11C0085,2100,0,$0,0%
1192,W912DY16C0080,2100,0,$0,0%
1193,W911RZ04C0001,2100,0,$0,0%
1194,N6247308C7704,1700,Empty,Empty,Empty
1195,GS06P16GXC7022,4740,0,$0,0%
1196,DTFAWP09C00083,6920,0,$0,0%
