,Contract ID,Contracting Agency ID,Number of Sub-Award Transactions,Sub-Award Obligation Sum,Percent of Prime Award (Sub-Award)
85,N6660424C0143,1700,Empty,Empty,Empty
86,W91B4N10C8127,2100,Empty,Empty,Empty
87,FA480307C0047,5700,Empty,Empty,Empty
88,FA282311C0018,5700,Empty,Empty,Empty
89,FA468611C0029,5700,Empty,Empty,Empty
90,W5J9JE11C0151,2100,0,$0,0%
91,70000200309DJX00C497,1540,,,
92,FA703707C8017,5700,Empty,Empty,Empty
93,AG7217C090023,12C3,Empty,Empty,Empty
94,FA660609C0010,5700,Empty,Empty,Empty
95,FA252122C0037,5700,Empty,Empty,Empty
96,AG9702C100114,12C2,Empty,Empty,Empty
97,N6945011C5349,1700,Empty,Empty,Empty
98,W912GB13C0003,2100,Empty,Empty,Empty
99,47PL0118C0017,4740,Empty,Empty,Empty
100,VA248C1434,3600,Empty,Empty,Empty
101,W912DS12C0004,2100,Empty,Empty,Empty
102,N6945020C0109,1700,Empty,Empty,Empty
103,36C24222C0080,3600,Empty,Empty,Empty
104,GS09P11WNC0034,4740,Empty,Empty,Empty
105,FA665610C0004,5700,Empty,Empty,Empty
106,AG447UC160058,12C2,Empty,Empty,Empty
107,W912PL16C0004,2100,Empty,Empty,Empty
108,00242200309DV528C887,3600,Empty,Empty,Empty
109,W9133L05C0028,2100,Empty,Empty,Empty
110,VA248C1111,3600,Empty,Empty,Empty
111,FA308910C0011,5700,Empty,Empty,Empty
112,N4008018C1003,1700,Empty,Empty,Empty
113,W912QR13C0005,2100,Empty,Empty,Empty
114,W9128F14C0062,2100,Empty,Empty,Empty
115,1605C523C0003,1605,Empty,Empty,Empty
116,VA251C0624,3600,Empty,Empty,Empty
117,W9124M09C0010,2100,Empty,Empty,Empty
118,EPMI0901,6800,Empty,Empty,Empty
119,INP12PC00807,1443,Empty,Empty,Empty
120,GS09P16WAC7007,4740,Empty,Empty,Empty
121,GS03P15QKC0004,4740,Empty,Empty,Empty
122,AG5114C070023,12H2,Empty,Empty,Empty
123,VA24516C0110,3600,Empty,Empty,Empty
124,47PK0821C0002,4740,Empty,Empty,Empty
125,47PJ0024C0021,4740,Empty,Empty,Empty
126,N4008314C1018,1700,Empty,Empty,Empty
127,W917BK09C0059,2100,Empty,Empty,Empty
128,DOLJ121A21862,1630,Empty,Empty,Empty
129,AG0116C100049,12C2,Empty,Empty,Empty
130,W9124J15C0064,2100,Empty,Empty,Empty
131,47PL0119C0003,4740,Empty,Empty,Empty
132,75N99024C00058,7529,Empty,Empty,Empty
133,W91B4N10C8233,2100,0,$0,0%
134,GS11B02141GSP1111YT0192,4740,0,$0,0%
135,N4008013C1019,1700,Empty,Empty,Empty
136,W912DQ24C4032,2100,0,$0,0%
137,W917BK05C0076,2100,0,$0,0%
138,FA486113CA018,5700,Empty,Empty,Empty
139,HSCG8307C3SX124,7008,0,$0,0%
140,N4008518C1101,1700,Empty,Empty,Empty
141,VA26313C0181,3600,0,$0,0%
142,VA246RA0330,3600,0,$0,0%
143,GS09P10WKC0011,4740,Empty,Empty,Empty
144,SIZ10011C0029,1900,0,$0,0%
145,GS05P07FBC0002,4740,0,$0,0%
146,36C77623C0180,3600,,,
147,N3319120C0016,1700,Empty,Empty,Empty
148,W9127821C0008,2100,,,
149,VA244C0422,3600,Empty,Empty,Empty
150,75D30124C18510,7523,,,
151,GS10P16XJC7003,4740,0,$0,0%
152,VA250C0075,3600,0,$0,0%
153,W91QV110C0068,2100,0,$0,0%
154,W917BG08C0004,2100,0,$0,0%
155,36C25022C0074,3600,0,$0,0%
156,FA940105C0012,5700,Empty,Empty,Empty
157,FA813722C0046,5700,Empty,Empty,Empty
158,FA441723C0014,5700,Empty,Empty,Empty
159,N6945023C0083,1700,Empty,Empty,Empty
160,GS06P06GYC0001,4740,,,
161,HC101305C2007,97AK,Empty,Empty,Empty
162,N6247203C0800,1700,Empty,Empty,Empty
163,GS05P08GBC0004,4740,0,$0,0%
164,VA69DC0542,3600,0,$0,0%
165,GS11P10MAM0517,4740,0,$0,0%
166,GS03P12QMC0012,4740,0,$0,0%
167,GS11P15YTC0132,4740,0,$0,0%
168,36C24623C0058,3600,,,
169,VA243C0962,3600,0,$0,0%
170,HSFEMS13C0003,7022,0,$0,0%
171,FA466408C0019,5700,Empty,Empty,Empty
172,V249C0056,3600,0,$0,0%
173,GS09P12KZC0033,4740,Empty,Empty,Empty
174,FA810117C0051,5700,Empty,Empty,Empty
175,47PF0020C0048,4740,,,
176,36C25921C0061,3600,0,$0,0%
177,47PK1721C0018,4740,,,
178,GS11P15NWC7002,4740,,,
179,N0042123C0038,1700,Empty,Empty,Empty
180,N6274209C1311,1700,Empty,Empty,Empty
181,VA24813C0222,3600,0,$0,0%
182,DACA6703C0204,2100,0,$0,0%
183,FA462606C0013,5700,Empty,Empty,Empty
184,VA250C0359,3600,0,$0,0%
185,GS03P16DXC7020,4740,0,$0,0%
186,FA282319C4000,5700,Empty,Empty,Empty
187,W9124707C0017,2100,0,$0,0%
188,36C24223C0061,3600,0,$0,0%
189,GS11P15YMC0189,4740,0,$0,0%
190,W90U4210C4085,2100,0,$0,0%
191,GS11P10YTC0147,4740,0,$0,0%
192,GS03P10AZC0021,4740,0,$0,0%
193,47PA0317C0007,4740,,,
194,0536CW10132,3300,0,$0,0%
195,47PG0719C0012,4740,,,
196,GS06P10GYC0038,4740,0,$0,0%
197,AG32SDC170108,12H2,,,
198,KY000200308DGS09P03KYC0069,4740,0,$0,0%
199,VA24516C0141,3600,0,$0,0%
200,DJBP0415I4Q50001,1540,0,$0,0%
201,HSFEEM11C0397,7022,0,$0,0%
202,GS09P16WHC7008,4740,0,$0,0%
203,W50S7424C0001,2100,0,$0,0%
204,DOCSB134115CN0035,1341,0,$0,0%
205,VA256C0696,3600,0,$0,0%
206,47PD1023C0004,4740,,,
207,GS11P02YEC0082,4740,0,$0,0%
208,VA263C0356,3600,0,$0,0%
209,36C24920C0142,3600,0,$0,0%
210,12805B24C0022,12H2,,,
211,W912HP13C0020,2100,0,$0,0%
212,1630DC18C0026,1630,Empty,Empty,Empty
213,V255C589A10277,3600,0,$0,0%
214,36C24818C0228,3600,0,$0,0%
215,W912CF05C0006,2100,Empty,Empty,Empty
216,VA26316C0133,3600,,,
217,VA26115C0071,3600,0,$0,0%
218,GS03P03AZC0032,4740,0,$0,0%
219,GS06P16TDC7005,4740,0,$0,0%
220,INICBM00070027,1450,0,$0,0%
221,VA248C1543,3600,0,$0,0%
222,GS06P15GYC7004,4740,0,$0,0%
223,GS11P02MKC0041,4740,0,$0,0%
224,W9124722C0016,2100,,,
225,FA487724C0043,5700,Empty,Empty,Empty
226,W912P406C0016,2100,0,$0,0%
227,W912QR13C0029,2100,0,$0,0%
228,GS08P10JBP0088,4740,0,$0,0%
229,GS11P09YTC0447,4740,0,$0,0%
230,N6246706C2927,1700,Empty,Empty,Empty
231,SALMEC05C0029,1900,0,$0,0%
232,W912DS09C0019,2100,0,$0,0%
233,N6945020C0052,1700,Empty,Empty,Empty
234,V573C575,3600,0,$0,0%
235,DOCSB134106C0044,1341,0,$0,0%
236,00005200308D501813C040,1448,,,
237,DJB31201025,1540,0,$0,0%
238,GS10P11XJP0029,4740,,,
239,W912DQ16C4014,2100,0,$0,0%
240,GS11P14YAC0019,4740,,,
241,VA25914C0175,3600,0,$0,0%
242,GS11P14YEC0109,4740,0,$0,0%
243,GS10P11XAC0013,4740,0,$0,0%
244,GS09P14WKC0065,4740,0,$0,0%
245,FA441915C0102,5700,Empty,Empty,Empty
246,N4008519C6038,1700,Empty,Empty,Empty
247,36C24419C0096,3600,Empty,Empty,Empty
248,19AQMM24C0018,1900,Empty,Empty,Empty
249,LERC0200109DNAS301206,8000,Empty,Empty,Empty
250,6973GH24C00121,6920,Empty,Empty,Empty
251,47PL0124C0008,4740,Empty,Empty,Empty
252,GS09P09WRC0023,4740,Empty,Empty,Empty
253,VA101183B4C0033,3600,Empty,Empty,Empty
254,FA481914C0024,5700,Empty,Empty,Empty
255,W912CG05C0001,2100,Empty,Empty,Empty
256,SAQMMA15C0244,1900,Empty,Empty,Empty
257,VA247C0874,3600,Empty,Empty,Empty
258,SP470219C0009,97AS,Empty,Empty,Empty
259,W912QR09C0006,2100,Empty,Empty,Empty
260,SP470315C0026,97AS,Empty,Empty,Empty
261,SAQMMA11C0208,1900,Empty,Empty,Empty
262,W911SF19C0029,2100,Empty,Empty,Empty
263,GS11P09YEC0144,4740,Empty,Empty,Empty
264,W912HN04C0018,2100,Empty,Empty,Empty
265,N4008010C0534,1700,Empty,Empty,Empty
266,GS11P09MAM0028,4740,Empty,Empty,Empty
267,GS09P94KTC0056,4740,Empty,Empty,Empty
268,INF16PC00076,1448,Empty,Empty,Empty
269,FA860109C0071,5700,Empty,Empty,Empty
270,N4008513C1357,1700,Empty,Empty,Empty
271,36C24724C0055,3600,Empty,Empty,Empty
272,N0042124C0068,1700,Empty,Empty,Empty
273,FA701210C0005,5700,Empty,Empty,Empty
274,HSCG2813N7S1810,7008,Empty,Empty,Empty
275,W912PP08C0002,2100,Empty,Empty,Empty
276,W9124M05C0017,2100,Empty,Empty,Empty
277,V618C1313,3600,Empty,Empty,Empty
278,FA252105C0078,5700,Empty,Empty,Empty
279,GS07P11HHC0014,4740,Empty,Empty,Empty
280,689H0012,3600,Empty,Empty,Empty
281,W91JA411C7045,2100,Empty,Empty,Empty
282,W917BK05C0080,2100,Empty,Empty,Empty
283,FA301624C0041,5700,Empty,Empty,Empty
284,VA241RA1793,3600,0,$0,0%
285,GS11P07YEC0172,4740,0,$0,0%
286,N6945007C1776,1700,Empty,Empty,Empty
287,GS08P12JCC0011,4740,,,
288,VA248C1769,3600,0,$0,0%
289,VA244C0857,3600,Empty,Empty,Empty
290,VA25913C0072,3600,0,$0,0%
291,36C24218C0108,3600,Empty,Empty,Empty
292,VA255C0775,3600,,,
293,VA246C0202,3600,0,$0,0%
294,INF101819C303,1448,0,$0,0%
295,W91B4P12C0042,2100,0,$0,0%
296,AE109010000010,1630,Empty,Empty,Empty
297,VA24915C0004,3600,0,$0,0%
298,W912ER12C0007,2100,0,$0,0%
299,W912DY14C0048,2100,0,$0,0%
300,W91GY009C0003,2100,0,$0,0%
301,36C25920C0179,3600,0,$0,0%
302,FA465904CC009,5700,Empty,Empty,Empty
303,VA701RA0043,3600,0,$0,0%
304,SP470216C0020,97AS,Empty,Empty,Empty
305,FA460005C0017,5700,Empty,Empty,Empty
306,36C25218C0107,3600,0,$0,0%
307,GS04P08EWC0028,4740,0,$0,0%
308,VA249C1106,3600,0,$0,0%
309,W912QR12C0082,2100,0,$0,0%
310,W912DS23C0024,2100,,,
311,N6945009C3612,1700,Empty,Empty,Empty
312,W9128A14C0009,2100,0,$0,0%
313,VA25713C0084,3600,0,$0,0%
314,GS09P16WFC7011,4740,0,$0,0%
315,W912DR18C0023,2100,0,$0,0%
316,GS11P13MAP0318,4740,0,$0,0%
317,N4008519C9263,1700,Empty,Empty,Empty
318,W50S7X20C0002,2100,,,
319,W50S6L20C0007,2100,,,
320,36C25723C0060,3600,0,$0,0%
321,W912J205C0005,2100,0,$0,0%
322,INP12PC40720,1443,0,$0,0%
323,N6945012C3105,1700,Empty,Empty,Empty
324,W912EP13C0004,2100,0,$0,0%
325,VA257C00638A,3600,0,$0,0%
326,47PD0519C0001,4740,,,
327,FA890321C0002,5700,Empty,Empty,Empty
328,W913FT13C0017,2100,0,$0,0%
329,47PK1722C0004,4740,,,
330,V249C00418A,3600,0,$0,0%
331,N4008012C0506,1700,Empty,Empty,Empty
332,W9123605C0056,2100,0,$0,0%
333,4431200309D504431302000,12H2,0,$0,0%
334,FA910111C0023,5700,Empty,Empty,Empty
335,W912P413C0002,2100,0,$0,0%
336,W912DQ23C4010,2100,,,
337,GS07P16UTC7009,4740,0,$0,0%
338,36C26222C0227,3600,0,$0,0%
339,W911SA17C2009,2100,0,$0,0%
340,36C26224C0303,3600,,,
341,GS05P09SVC0045,4740,0,$0,0%
342,N4008012C1005,1700,Empty,Empty,Empty
343,GS03P16QMC7032,4740,0,$0,0%
344,36C25719C0092,3600,0,$0,0%
345,36C24418C0218,3600,0,$0,0%
346,VA261C0432,3600,,,
347,N6247308C3543,1700,Empty,Empty,Empty
348,N4008020C0022,1700,Empty,Empty,Empty
349,FA667515C0010,5700,Empty,Empty,Empty
350,GS02P05DTC0016,4740,0,$0,0%
351,N6945008C2319,1700,Empty,Empty,Empty
352,140FC124C0013,1448,,,
353,47PM0224C0004,4740,,,
354,F0862003C0011,5700,Empty,Empty,Empty
355,GS11P04YEC0156,4740,0,$0,0%
356,47PL0118C0024,4740,,,
357,W912DY20C0056,2100,0,$0,0%
358,W912JV16C7002,2100,,,
359,GS07P06URC0008,4740,Empty,Empty,Empty
360,GS04P12EXC0044,4740,Empty,Empty,Empty
361,FA570012C0023,5700,Empty,Empty,Empty
362,1232SC18C0005,12H2,Empty,Empty,Empty
363,INA12PC00596,1450,Empty,Empty,Empty
364,140F0219C0030,1448,Empty,Empty,Empty
365,W9126G10C0002,2100,Empty,Empty,Empty
366,N6247005C2040,1700,Empty,Empty,Empty
367,N4008009C2031,1700,Empty,Empty,Empty
368,FA460811C0029,5700,Empty,Empty,Empty
369,GY000200309DGS06P03GYC0021,4740,Empty,Empty,Empty
370,W5K9FH12C0144,2100,Empty,Empty,Empty
371,W9136417C0001,2100,Empty,Empty,Empty
372,W912HZ07C0015,2100,Empty,Empty,Empty
373,36C26223C0287,3600,Empty,Empty,Empty
374,1630DC20C0005,1630,Empty,Empty,Empty
375,VA249C0963,3600,Empty,Empty,Empty
376,N4008014C2025,1700,Empty,Empty,Empty
377,N6945009C2534,1700,Empty,Empty,Empty
378,DABQ0603C0017,2100,Empty,Empty,Empty
379,DOLOPS15C0083,1605,Empty,Empty,Empty
380,19AQMM21C0090,1900,Empty,Empty,Empty
381,W9124Q07C0543,2100,Empty,Empty,Empty
382,N4008011C1014,1700,Empty,Empty,Empty
383,VA69DRA1162,3600,Empty,Empty,Empty
384,47PK0622C0006,4740,,,
385,W912QR22C0025,2100,,,
386,V568C80757,3600,,,
387,N0042124C0023,1700,Empty,Empty,Empty
388,GS10P07XJC0022,4740,0,$0,0%
389,FA813719CA010,5700,Empty,Empty,Empty
390,36C24224C0062,3600,0,$0,0%
391,GS09P15KLC7004,4740,,,
392,FA665612C0004,5700,Empty,Empty,Empty
393,N6274218C6551,1700,Empty,Empty,Empty
394,V618C1297,3600,0,$0,0%
395,GS04P06EXC0030,4740,,,
396,W91B4M09C4087,2100,,,
397,47PM0518C0022,4740,,,
398,47PD0418C0013,4740,,,
399,DJB21451069,1540,0,$0,0%
400,36C26224C0316,3600,0,$0,0%
401,VA241C2135,3600,0,$0,0%
402,VA244C0995,3600,0,$0,0%
403,VA25016C0105,3600,0,$0,0%
404,W9124Q06C0285,2100,Empty,Empty,Empty
405,W912PQ16C0012,2100,0,$0,0%
406,W5J9LE11C0025,2100,0,$0,0%
407,36C25618C0140,3600,0,$0,0%
408,VA257C00538A,3600,,,
409,GS09P07WLM0014,4740,,,
410,INP13PC00367,1443,0,$0,0%
411,GS11P15YMC0068,4740,,,
412,INP17PC00240,1443,,,
413,19PE5018C0015,1900,,,
414,2032H322C00012,2001,,,
415,47PD1022C0001,4740,,,
416,47PM1124C0004,4740,,,
417,W912CH09CL521,2100,,,
418,GS08P13JAC0016,4740,,,
419,47PM0219C0011,4740,Empty,Empty,Empty
420,GS05P15SVC0005,4740,Empty,Empty,Empty
421,GS09P10KZC0017,4740,,,
422,N4008514C2328,1700,Empty,Empty,Empty
423,W912JM07C0029,2100,0,$0,0%
424,W9124A17C0008,2100,Empty,Empty,Empty
425,ZG000200304DGS11P03ZGC0184,4740,,,
426,VA244C0985,3600,0,$0,0%
427,W912JB16C8001,2100,0,$0,0%
428,DOCSB134107CN0034,1341,0,$0,0%
429,12SPEC18C0003,12C3,,,
430,70Z08220CPACP3900,7008,,,
431,W5J9LE11C0013,2100,Empty,Empty,Empty
432,N4425516C8011,1700,Empty,Empty,Empty
433,N6945011C6356,1700,Empty,Empty,Empty
434,N4008509C7005,1700,Empty,Empty,Empty
435,N6247308C7511,1700,Empty,Empty,Empty
436,W912BV19C0011,2100,0,$0,0%
437,FA448804C0051,5700,Empty,Empty,Empty
438,VA248C0559,3600,0,$0,0%
439,VA257C0242,3600,Empty,Empty,Empty
440,V520C5338A,3600,0,$0,0%
441,N6945013C6827,1700,Empty,Empty,Empty
442,VA24816C0202,3600,Empty,Empty,Empty
443,W912CJ08C0004,2100,0,$0,0%
444,AE134300000320,1630,Empty,Empty,Empty
445,FA667018C0011,5700,Empty,Empty,Empty
446,W9128A17C0010,2100,,,
447,INF50181AC019,1448,0,$0,0%
448,00636200308DV636A7C7138A,3600,0,$0,0%
449,W9124E10C0005,2100,0,$0,0%
450,W9123606C0032,2100,0,$0,0%
451,GS04P12EXC0106,4740,0,$0,0%
452,INF501816C039,1448,0,$0,0%
453,VA69D12C0033,3600,0,$0,0%
454,36C10F23C0003,3600,0,$0,0%
455,W917BE08C0061,2100,0,$0,0%
456,DTFACT16C00023,6920,,,
457,VA69DC0511,3600,0,$0,0%
458,W911S110C0021,2100,0,$0,0%
459,W91B4M09C4192,2100,,,
460,W912ER16C0010,2100,,,
461,75N99020C00067,7529,Empty,Empty,Empty
462,GS11P10YTC0343,4740,Empty,Empty,Empty
463,00255200309DV255C589A50241,3600,Empty,Empty,Empty
464,GS07P13HHC0018,4740,Empty,Empty,Empty
465,VA25915C0299,3600,Empty,Empty,Empty
466,SAQMMA14C0096,1900,Empty,Empty,Empty
467,W9124723C0075,2100,Empty,Empty,Empty
468,INF601819C151,1448,Empty,Empty,Empty
469,FA446008C0003,5700,Empty,Empty,Empty
470,INF14PC00140,1448,Empty,Empty,Empty
471,FA466417C0011,5700,Empty,Empty,Empty
472,FA488704C0030,5700,Empty,Empty,Empty
473,N6871105C7001,1700,Empty,Empty,Empty
474,VA246C0194,3600,Empty,Empty,Empty
475,140G0322C0006,1434,Empty,Empty,Empty
476,N6945011C4178,1700,Empty,Empty,Empty
477,W912QR24C0022,2100,Empty,Empty,Empty
478,W912ER10C0048,2100,Empty,Empty,Empty
479,N6945021C0024,1700,Empty,Empty,Empty
480,36C24918C0087,3600,Empty,Empty,Empty
481,W912DY23C0078,2100,Empty,Empty,Empty
482,W9124Q08C0554,2100,Empty,Empty,Empty
483,W912PL23C0037,2100,Empty,Empty,Empty
484,N6247312C0858,1700,Empty,Empty,Empty
485,N6247794C0056,1700,Empty,Empty,Empty
486,W912L307C0017,2100,Empty,Empty,Empty
487,GS11P10NWC0168,4740,Empty,Empty,Empty
488,W9124715C0036,2100,Empty,Empty,Empty
489,DOCWC133C03CN0035,1330,0,$0,0%
490,INR09CC408284,1425,0,$0,0%
491,F1060302C2014,5700,Empty,Empty,Empty
492,GS01P05BZC3005,4740,0,$0,0%
493,GS08P11JCC0018,4740,0,$0,0%
494,VA247C1339,3600,Empty,Empty,Empty
495,36C24219C0128,3600,,,
496,12305B23C0025,12H2,,,
497,N6945010C3578,1700,Empty,Empty,Empty
498,W912HN13C0014,2100,10,$1.83 Million,64.2%
499,VA25612C0133,3600,0,$0,0%
500,W912DW06C0020,2100,0,$0,0%
501,VA528C0578,3600,,,
502,47PD1018C0032,4740,,,
503,INA12PC00225,1450,0,$0,0%
504,47PD1021C0003,4740,0,$0,0%
505,VA255C0410,3600,0,$0,0%
506,FA441610C0020,5700,Empty,Empty,Empty
507,VA258C0171,3600,,,
508,VA245C0209,3600,0,$0,0%
509,INP11PC00634,1443,0,$0,0%
510,W912CL07C0011,2100,0,$0,0%
511,47PM0222C0002,4740,,,
512,VA244C2010,3600,0,$0,0%
513,VA259C0518,3600,0,$0,0%
514,V69D695C40852,3600,0,$0,0%
515,GS11P06YTC0136,4740,0,$0,0%
516,36C24220C0046,3600,0,$0,0%
517,W9124B09C0022,2100,0,$0,0%
518,00671200309DV671C634A,3600,0,$0,0%
519,HHSD200201355780C,7523,0,$0,0%
520,36C26122C0056,3600,0,$0,0%
521,GS06P10THP0015,4740,0,$0,0%
522,N4008513C4600,1700,Empty,Empty,Empty
523,697DCK22C00029,6920,,,
524,INP16PC00784,1443,,,
525,V259C0043,3600,0,$0,0%
526,INICBH00090013,1450,0,$0,0%
527,140G0119C0006,1434,,,
528,DX000200308DGS03P03DXD0021,4740,0,$0,0%
529,N6247308C8213,1700,Empty,Empty,Empty
530,N4008020C0023,1700,Empty,Empty,Empty
531,V691C07218A,3600,0,$0,0%
532,VA262C0150,3600,Empty,Empty,Empty
533,V623C710,3600,0,$0,0%
534,W912DR11C0011,2100,0,$0,0%
535,W912EK14C0079,2100,0,$0,0%
536,W912PA06C0011,2100,0,$0,0%
537,47PM0818C0002,4740,,,
538,W917BK08C0048,2100,0,$0,0%
539,INPC2011090361,1443,0,$0,0%
540,FA570712C0037,5700,Empty,Empty,Empty
541,W912CL12C0020,2100,0,$0,0%
542,VA531C99185,3600,Empty,Empty,Empty
543,VA52813C0041,3600,,,
544,FA468608C0026,5700,Empty,Empty,Empty
545,VA26316C0082,3600,0,$0,0%
546,697DCK19C00371,6920,,,
547,VA69DC1958,3600,0,$0,0%
548,GS08P05JBC0140,4740,,,
549,W912DY16C0075,2100,0,$0,0%
550,GS11P06MKC0093,4740,0,$0,0%
551,GS11P07ZGC0111,4740,,,
552,36C10F18C3384,3600,0,$0,0%
553,N6247311C2848,1700,Empty,Empty,Empty
554,36C26223C0236,3600,0,$0,0%
555,N6247315C1623,1700,Empty,Empty,Empty
556,DACA2103C0028,2100,Empty,Empty,Empty
557,47PD0220C0002,4740,,,
558,GS06P08GZC0008,4740,,,
559,N4008306C4806,1700,Empty,Empty,Empty
560,75N99024C00066,7529,Empty,Empty,Empty
561,AE136350000420,1630,Empty,Empty,Empty
562,VA786AC0359,3600,Empty,Empty,Empty
563,W917PM07C0012,2100,Empty,Empty,Empty
564,FA521524C0030,5700,Empty,Empty,Empty
565,W9124724C0081,2100,Empty,Empty,Empty
566,N6247310C0042,1700,Empty,Empty,Empty
567,36S79718C0005,3600,Empty,Empty,Empty
568,INPC1574080001,1443,Empty,Empty,Empty
569,47PM1018C0046,4740,Empty,Empty,Empty
570,W912JB16C9009,2100,Empty,Empty,Empty
571,N6945022C0074,1700,Empty,Empty,Empty
572,VA689241C0013,3600,Empty,Empty,Empty
573,HC102811C0141,97AK,Empty,Empty,Empty
574,GS11P16YTC7172,4740,Empty,Empty,Empty
575,V101183R6260506,3600,Empty,Empty,Empty
576,W912EE10C0019,2100,Empty,Empty,Empty
577,HDEC0315C0002,97AZ,Empty,Empty,Empty
578,W5K9FH11C0069,2100,Empty,Empty,Empty
579,W9127804C0017,2100,Empty,Empty,Empty
580,W912JV04C0009,2100,Empty,Empty,Empty
581,GS08P07VPC0025,4740,Empty,Empty,Empty
582,W91GEY09C0069,2100,Empty,Empty,Empty
583,W912QR09C0040,2100,Empty,Empty,Empty
584,INP16PC00392,1443,Empty,Empty,Empty
585,VA26315C0074,3600,Empty,Empty,Empty
586,N6660422C0298,1700,Empty,Empty,Empty
587,VA259C1056,3600,0,$0,0%
588,W9126G12C0098,2100,4,$1.14 Million,172.8%
589,VA244C1939,3600,0,$0,0%
590,47PK1520C0018,4740,,,
591,W9124B11C0011,2100,0,$0,0%
592,47PK0919C0019,4740,,,
593,W912JB15C8005,2100,0,$0,0%
594,V523C68258,3600,0,$0,0%
595,N4008008C1066,1700,Empty,Empty,Empty
596,FA483012C2013,5700,Empty,Empty,Empty
597,W91B4M09C7067,2100,0,$0,0%
598,GS07P05UEM3005,4740,Empty,Empty,Empty
599,VA24813C0208,3600,0,$0,0%
600,SP470217C0004,97AS,Empty,Empty,Empty
601,DACA2103C0041,2100,0,$0,0%
602,N6247003C0049,1700,Empty,Empty,Empty
