Contract ID,Contracting Agency ID,Number of Sub-Award Transactions,Sub-Award Obligation Sum,Percent of Prime Award (Sub-Award)
W91GXE11C0007,2100,Empty,Empty,Empty
36S79719C0010,3600,Empty,Empty,Empty
83600200305DC8360031102,1443,Empty,Empty,Empty
DTFAWP09C00088,6920,Empty,Empty,Empty
W912QR11C0010,2100,Empty,Empty,Empty
W912DY24C0076,2100,Empty,Empty,Empty
N6247311C0831,1700,Empty,Empty,Empty
W5K9FH12C0087,2100,Empty,Empty,Empty
W912J309C1002,2100,Empty,Empty,Empty
DTFACN13C00082,6920,Empty,Empty,Empty
FA461304C2004,5700,Empty,Empty,Empty
VA251C1107,3600,Empty,Empty,Empty
FA282310C0019,5700,Empty,Empty,Empty
00262200304DV691C4698A,3600,Empty,Empty,Empty
V69DC8188A,3600,Empty,Empty,Empty
HSCG8206C3WCA35,7008,Empty,Empty,Empty
SAQMMA09C0108,1900,Empty,Empty,Empty
W5K9FH11C0245,2100,Empty,Empty,Empty
W912LA13C0001,2100,Empty,Empty,Empty
NNS08AA63C,8000,Empty,Empty,Empty
N6247311C0603,1700,Empty,Empty,Empty
N6945017C5621,1700,Empty,Empty,Empty
VA25017C0221,3600,Empty,Empty,Empty
36C25619C0133,3600,Empty,Empty,Empty
W912CF05C0027,2100,Empty,Empty,Empty
W917BG06C0105,2100,Empty,Empty,Empty
FA481919CA039,5700,Empty,Empty,Empty
75N99024C00039,7529,Empty,Empty,Empty
FA480311C0018,5700,Empty,Empty,Empty
VA24413C0309,3600,Empty,Empty,Empty
VA247RA1205,3600,Empty,Empty,Empty
N6945018C6008,1700,Empty,Empty,Empty
VA25913C0107,3600,Empty,Empty,Empty
W91B4N11C8076,2100,Empty,Empty,Empty
NMA40103C0016,97AB,Empty,Empty,Empty
36C24220C0044,3600,Empty,Empty,Empty
W912BV19C0017,2100,Empty,Empty,Empty
00005200308D501813C037,1448,Empty,Empty,Empty
W912DR06C0056,2100,Empty,Empty,Empty
FA330008C0034,5700,Empty,Empty,Empty
W5J9JE12C0109,2100,Empty,Empty,Empty
W90YVD10C5019,2100,Empty,Empty,Empty
W9124L22C0006,2100,Empty,Empty,Empty
N6660424C0143,1700,Empty,Empty,Empty
W91B4N10C8127,2100,Empty,Empty,Empty
FA480307C0047,5700,Empty,Empty,Empty
FA282311C0018,5700,Empty,Empty,Empty
FA468611C0029,5700,Empty,Empty,Empty
W5J9JE11C0151,2100,Empty,Empty,Empty
70000200309DJX00C497,1540,Empty,Empty,Empty
FA703707C8017,5700,Empty,Empty,Empty
AG7217C090023,12C3,Empty,Empty,Empty
FA660609C0010,5700,Empty,Empty,Empty
FA252122C0037,5700,Empty,Empty,Empty
AG9702C100114,12C2,Empty,Empty,Empty
N6945011C5349,1700,Empty,Empty,Empty
W912GB13C0003,2100,Empty,Empty,Empty
47PL0118C0017,4740,Empty,Empty,Empty
VA248C1434,3600,Empty,Empty,Empty
W912DS12C0004,2100,Empty,Empty,Empty
N6945020C0109,1700,Empty,Empty,Empty
36C24222C0080,3600,Empty,Empty,Empty
GS09P11WNC0034,4740,Empty,Empty,Empty
FA665610C0004,5700,Empty,Empty,Empty
AG447UC160058,12C2,Empty,Empty,Empty
W912PL16C0004,2100,Empty,Empty,Empty
00242200309DV528C887,3600,Empty,Empty,Empty
W9133L05C0028,2100,Empty,Empty,Empty
VA248C1111,3600,Empty,Empty,Empty
FA308910C0011,5700,Empty,Empty,Empty
N4008018C1003,1700,Empty,Empty,Empty
W912QR13C0005,2100,Empty,Empty,Empty
W9128F14C0062,2100,Empty,Empty,Empty
1605C523C0003,1605,Empty,Empty,Empty
VA251C0624,3600,Empty,Empty,Empty
W9124M09C0010,2100,Empty,Empty,Empty
EPMI0901,6800,Empty,Empty,Empty
INP12PC00807,1443,Empty,Empty,Empty
GS09P16WAC7007,4740,Empty,Empty,Empty
GS03P15QKC0004,4740,Empty,Empty,Empty
AG5114C070023,12H2,Empty,Empty,Empty
VA24516C0110,3600,Empty,Empty,Empty
47PK0821C0002,4740,Empty,Empty,Empty
47PJ0024C0021,4740,Empty,Empty,Empty
N4008314C1018,1700,Empty,Empty,Empty
W917BK09C0059,2100,Empty,Empty,Empty
DOLJ121A21862,1630,Empty,Empty,Empty
AG0116C100049,12C2,Empty,Empty,Empty
W9124J15C0064,2100,Empty,Empty,Empty
47PL0119C0003,4740,Empty,Empty,Empty
75N99024C00058,7529,Empty,Empty,Empty
W91B4N10C8233,2100,Empty,Empty,Empty
GS11B02141GSP1111YT0192,4740,Empty,Empty,Empty
N4008013C1019,1700,Empty,Empty,Empty
W912DQ24C4032,2100,Empty,Empty,Empty
W917BK05C0076,2100,Empty,Empty,Empty
FA486113CA018,5700,Empty,Empty,Empty
HSCG8307C3SX124,7008,Empty,Empty,Empty
N4008518C1101,1700,Empty,Empty,Empty
VA26313C0181,3600,Empty,Empty,Empty
VA246RA0330,3600,Empty,Empty,Empty
GS09P10WKC0011,4740,Empty,Empty,Empty
SIZ10011C0029,1900,Empty,Empty,Empty
GS05P07FBC0002,4740,Empty,Empty,Empty
36C77623C0180,3600,Empty,Empty,Empty
N3319120C0016,1700,Empty,Empty,Empty
W9127821C0008,2100,Empty,Empty,Empty
VA244C0422,3600,Empty,Empty,Empty
75D30124C18510,7523,Empty,Empty,Empty
GS10P16XJC7003,4740,Empty,Empty,Empty
VA250C0075,3600,Empty,Empty,Empty
W91QV110C0068,2100,Empty,Empty,Empty
W917BG08C0004,2100,Empty,Empty,Empty
36C25022C0074,3600,Empty,Empty,Empty
FA940105C0012,5700,Empty,Empty,Empty
FA813722C0046,5700,Empty,Empty,Empty
FA441723C0014,5700,Empty,Empty,Empty
N6945023C0083,1700,Empty,Empty,Empty
GS06P06GYC0001,4740,Empty,Empty,Empty
HC101305C2007,97AK,Empty,Empty,Empty
N6247203C0800,1700,Empty,Empty,Empty
GS05P08GBC0004,4740,Empty,Empty,Empty
VA69DC0542,3600,Empty,Empty,Empty
GS11P10MAM0517,4740,Empty,Empty,Empty
GS03P12QMC0012,4740,Empty,Empty,Empty
GS11P15YTC0132,4740,Empty,Empty,Empty
36C24623C0058,3600,Empty,Empty,Empty
VA243C0962,3600,Empty,Empty,Empty
HSFEMS13C0003,7022,Empty,Empty,Empty
FA466408C0019,5700,Empty,Empty,Empty
V249C0056,3600,Empty,Empty,Empty
GS09P12KZC0033,4740,Empty,Empty,Empty
FA810117C0051,5700,Empty,Empty,Empty
47PF0020C0048,4740,Empty,Empty,Empty
36C25921C0061,3600,Empty,Empty,Empty
47PK1721C0018,4740,Empty,Empty,Empty
GS11P15NWC7002,4740,Empty,Empty,Empty
N0042123C0038,1700,Empty,Empty,Empty
N6274209C1311,1700,Empty,Empty,Empty
VA24813C0222,3600,Empty,Empty,Empty
DACA6703C0204,2100,Empty,Empty,Empty
FA462606C0013,5700,Empty,Empty,Empty
VA250C0359,3600,Empty,Empty,Empty
GS03P16DXC7020,4740,Empty,Empty,Empty
FA282319C4000,5700,Empty,Empty,Empty
W9124707C0017,2100,Empty,Empty,Empty
36C24223C0061,3600,Empty,Empty,Empty
GS11P15YMC0189,4740,Empty,Empty,Empty
W90U4210C4085,2100,Empty,Empty,Empty
GS11P10YTC0147,4740,Empty,Empty,Empty
GS03P10AZC0021,4740,Empty,Empty,Empty
47PA0317C0007,4740,Empty,Empty,Empty
0536CW10132,3300,Empty,Empty,Empty
47PG0719C0012,4740,Empty,Empty,Empty
GS06P10GYC0038,4740,Empty,Empty,Empty
AG32SDC170108,12H2,Empty,Empty,Empty
KY000200308DGS09P03KYC0069,4740,Empty,Empty,Empty
VA24516C0141,3600,Empty,Empty,Empty
DJBP0415I4Q50001,1540,Empty,Empty,Empty
HSFEEM11C0397,7022,Empty,Empty,Empty
GS09P16WHC7008,4740,Empty,Empty,Empty
W50S7424C0001,2100,Empty,Empty,Empty
DOCSB134115CN0035,1341,Empty,Empty,Empty
VA256C0696,3600,Empty,Empty,Empty
47PD1023C0004,4740,Empty,Empty,Empty
GS11P02YEC0082,4740,Empty,Empty,Empty
VA263C0356,3600,Empty,Empty,Empty
36C24920C0142,3600,Empty,Empty,Empty
12805B24C0022,12H2,Empty,Empty,Empty
W912HP13C0020,2100,Empty,Empty,Empty
1630DC18C0026,1630,Empty,Empty,Empty
V255C589A10277,3600,Empty,Empty,Empty
36C24818C0228,3600,Empty,Empty,Empty
W912CF05C0006,2100,Empty,Empty,Empty
VA26316C0133,3600,Empty,Empty,Empty
VA26115C0071,3600,Empty,Empty,Empty
GS03P03AZC0032,4740,Empty,Empty,Empty
GS06P16TDC7005,4740,Empty,Empty,Empty
INICBM00070027,1450,Empty,Empty,Empty
VA248C1543,3600,Empty,Empty,Empty
GS06P15GYC7004,4740,Empty,Empty,Empty
GS11P02MKC0041,4740,Empty,Empty,Empty
W9124722C0016,2100,Empty,Empty,Empty
FA487724C0043,5700,Empty,Empty,Empty
W912P406C0016,2100,Empty,Empty,Empty
W912QR13C0029,2100,Empty,Empty,Empty
GS08P10JBP0088,4740,Empty,Empty,Empty
GS11P09YTC0447,4740,Empty,Empty,Empty
N6246706C2927,1700,Empty,Empty,Empty
SALMEC05C0029,1900,Empty,Empty,Empty
W912DS09C0019,2100,Empty,Empty,Empty
N6945020C0052,1700,Empty,Empty,Empty
V573C575,3600,Empty,Empty,Empty
DOCSB134106C0044,1341,Empty,Empty,Empty
00005200308D501813C040,1448,Empty,Empty,Empty
DJB31201025,1540,Empty,Empty,Empty
GS10P11XJP0029,4740,Empty,Empty,Empty
W912DQ16C4014,2100,Empty,Empty,Empty
GS11P14YAC0019,4740,Empty,Empty,Empty
VA25914C0175,3600,Empty,Empty,Empty
GS11P14YEC0109,4740,Empty,Empty,Empty
GS10P11XAC0013,4740,Empty,Empty,Empty
GS09P14WKC0065,4740,Empty,Empty,Empty
FA441915C0102,5700,Empty,Empty,Empty
N4008519C6038,1700,Empty,Empty,Empty
36C24419C0096,3600,Empty,Empty,Empty
19AQMM24C0018,1900,Empty,Empty,Empty
LERC0200109DNAS301206,8000,Empty,Empty,Empty
6973GH24C00121,6920,Empty,Empty,Empty
47PL0124C0008,4740,Empty,Empty,Empty
GS09P09WRC0023,4740,Empty,Empty,Empty
VA101183B4C0033,3600,Empty,Empty,Empty
FA481914C0024,5700,Empty,Empty,Empty
W912CG05C0001,2100,Empty,Empty,Empty
SAQMMA15C0244,1900,Empty,Empty,Empty
VA247C0874,3600,Empty,Empty,Empty
SP470219C0009,97AS,Empty,Empty,Empty
W912QR09C0006,2100,Empty,Empty,Empty
SP470315C0026,97AS,Empty,Empty,Empty
SAQMMA11C0208,1900,Empty,Empty,Empty
W911SF19C0029,2100,Empty,Empty,Empty
GS11P09YEC0144,4740,Empty,Empty,Empty
W912HN04C0018,2100,Empty,Empty,Empty
N4008010C0534,1700,Empty,Empty,Empty
GS11P09MAM0028,4740,Empty,Empty,Empty
GS09P94KTC0056,4740,Empty,Empty,Empty
INF16PC00076,1448,Empty,Empty,Empty
FA860109C0071,5700,Empty,Empty,Empty
N4008513C1357,1700,Empty,Empty,Empty
36C24724C0055,3600,Empty,Empty,Empty
N0042124C0068,1700,Empty,Empty,Empty
FA701210C0005,5700,Empty,Empty,Empty
HSCG2813N7S1810,7008,Empty,Empty,Empty
W912PP08C0002,2100,Empty,Empty,Empty
W9124M05C0017,2100,Empty,Empty,Empty
V618C1313,3600,Empty,Empty,Empty
FA252105C0078,5700,Empty,Empty,Empty
GS07P11HHC0014,4740,Empty,Empty,Empty
689H0012,3600,Empty,Empty,Empty
W91JA411C7045,2100,Empty,Empty,Empty
W917BK05C0080,2100,Empty,Empty,Empty
FA301624C0041,5700,Empty,Empty,Empty
VA241RA1793,3600,Empty,Empty,Empty
GS11P07YEC0172,4740,Empty,Empty,Empty
N6945007C1776,1700,Empty,Empty,Empty
GS08P12JCC0011,4740,Empty,Empty,Empty
VA248C1769,3600,Empty,Empty,Empty
VA244C0857,3600,Empty,Empty,Empty
VA25913C0072,3600,Empty,Empty,Empty
36C24218C0108,3600,Empty,Empty,Empty
VA255C0775,3600,Empty,Empty,Empty
VA246C0202,3600,Empty,Empty,Empty
INF101819C303,1448,Empty,Empty,Empty
W91B4P12C0042,2100,Empty,Empty,Empty
AE109010000010,1630,Empty,Empty,Empty
VA24915C0004,3600,Empty,Empty,Empty
W912ER12C0007,2100,Empty,Empty,Empty
W912DY14C0048,2100,Empty,Empty,Empty
W91GY009C0003,2100,Empty,Empty,Empty
36C25920C0179,3600,Empty,Empty,Empty
FA465904CC009,5700,Empty,Empty,Empty
VA701RA0043,3600,Empty,Empty,Empty
SP470216C0020,97AS,Empty,Empty,Empty
FA460005C0017,5700,Empty,Empty,Empty
36C25218C0107,3600,Empty,Empty,Empty
GS04P08EWC0028,4740,Empty,Empty,Empty
VA249C1106,3600,Empty,Empty,Empty
W912QR12C0082,2100,Empty,Empty,Empty
W912DS23C0024,2100,Empty,Empty,Empty
N6945009C3612,1700,Empty,Empty,Empty
W9128A14C0009,2100,Empty,Empty,Empty
VA25713C0084,3600,Empty,Empty,Empty
GS09P16WFC7011,4740,Empty,Empty,Empty
W912DR18C0023,2100,Empty,Empty,Empty
GS11P13MAP0318,4740,Empty,Empty,Empty
N4008519C9263,1700,Empty,Empty,Empty
W50S7X20C0002,2100,Empty,Empty,Empty
W50S6L20C0007,2100,Empty,Empty,Empty
36C25723C0060,3600,Empty,Empty,Empty
W912J205C0005,2100,Empty,Empty,Empty
INP12PC40720,1443,Empty,Empty,Empty
N6945012C3105,1700,Empty,Empty,Empty
W912EP13C0004,2100,Empty,Empty,Empty
VA257C00638A,3600,Empty,Empty,Empty
47PD0519C0001,4740,Empty,Empty,Empty
FA890321C0002,5700,Empty,Empty,Empty
W913FT13C0017,2100,Empty,Empty,Empty
47PK1722C0004,4740,Empty,Empty,Empty
V249C00418A,3600,Empty,Empty,Empty
N4008012C0506,1700,Empty,Empty,Empty
W9123605C0056,2100,Empty,Empty,Empty
4431200309D504431302000,12H2,Empty,Empty,Empty
FA910111C0023,5700,Empty,Empty,Empty
W912P413C0002,2100,Empty,Empty,Empty
W912DQ23C4010,2100,Empty,Empty,Empty
GS07P16UTC7009,4740,Empty,Empty,Empty
36C26222C0227,3600,Empty,Empty,Empty
W911SA17C2009,2100,Empty,Empty,Empty
36C26224C0303,3600,Empty,Empty,Empty
GS05P09SVC0045,4740,Empty,Empty,Empty
N4008012C1005,1700,Empty,Empty,Empty
GS03P16QMC7032,4740,Empty,Empty,Empty
36C25719C0092,3600,Empty,Empty,Empty
36C24418C0218,3600,Empty,Empty,Empty
VA261C0432,3600,Empty,Empty,Empty
N6247308C3543,1700,Empty,Empty,Empty
N4008020C0022,1700,Empty,Empty,Empty
FA667515C0010,5700,Empty,Empty,Empty
GS02P05DTC0016,4740,Empty,Empty,Empty
N6945008C2319,1700,Empty,Empty,Empty
140FC124C0013,1448,Empty,Empty,Empty
47PM0224C0004,4740,Empty,Empty,Empty
F0862003C0011,5700,Empty,Empty,Empty
GS11P04YEC0156,4740,Empty,Empty,Empty
47PL0118C0024,4740,Empty,Empty,Empty
W912DY20C0056,2100,Empty,Empty,Empty
W912JV16C7002,2100,Empty,Empty,Empty
GS07P06URC0008,4740,Empty,Empty,Empty
GS04P12EXC0044,4740,Empty,Empty,Empty
FA570012C0023,5700,Empty,Empty,Empty
1232SC18C0005,12H2,Empty,Empty,Empty
INA12PC00596,1450,Empty,Empty,Empty
140F0219C0030,1448,Empty,Empty,Empty
W9126G10C0002,2100,Empty,Empty,Empty
N6247005C2040,1700,Empty,Empty,Empty
N4008009C2031,1700,Empty,Empty,Empty
FA460811C0029,5700,Empty,Empty,Empty
GY000200309DGS06P03GYC0021,4740,Empty,Empty,Empty
W5K9FH12C0144,2100,Empty,Empty,Empty
W9136417C0001,2100,Empty,Empty,Empty
W912HZ07C0015,2100,Empty,Empty,Empty
36C26223C0287,3600,Empty,Empty,Empty
1630DC20C0005,1630,Empty,Empty,Empty
VA249C0963,3600,Empty,Empty,Empty
N4008014C2025,1700,Empty,Empty,Empty
N6945009C2534,1700,Empty,Empty,Empty
DABQ0603C0017,2100,Empty,Empty,Empty
DOLOPS15C0083,1605,Empty,Empty,Empty
19AQMM21C0090,1900,Empty,Empty,Empty
W9124Q07C0543,2100,Empty,Empty,Empty
N4008011C1014,1700,Empty,Empty,Empty
VA69DRA1162,3600,Empty,Empty,Empty
47PK0622C0006,4740,Empty,Empty,Empty
W912QR22C0025,2100,Empty,Empty,Empty
V568C80757,3600,Empty,Empty,Empty
N0042124C0023,1700,Empty,Empty,Empty
GS10P07XJC0022,4740,Empty,Empty,Empty
FA813719CA010,5700,Empty,Empty,Empty
36C24224C0062,3600,Empty,Empty,Empty
GS09P15KLC7004,4740,Empty,Empty,Empty
FA665612C0004,5700,Empty,Empty,Empty
N6274218C6551,1700,Empty,Empty,Empty
V618C1297,3600,Empty,Empty,Empty
GS04P06EXC0030,4740,Empty,Empty,Empty
W91B4M09C4087,2100,Empty,Empty,Empty
47PM0518C0022,4740,Empty,Empty,Empty
47PD0418C0013,4740,Empty,Empty,Empty
DJB21451069,1540,Empty,Empty,Empty
36C26224C0316,3600,Empty,Empty,Empty
VA241C2135,3600,Empty,Empty,Empty
VA244C0995,3600,Empty,Empty,Empty
VA25016C0105,3600,Empty,Empty,Empty
W9124Q06C0285,2100,Empty,Empty,Empty
W912PQ16C0012,2100,Empty,Empty,Empty
W5J9LE11C0025,2100,Empty,Empty,Empty
36C25618C0140,3600,Empty,Empty,Empty
VA257C00538A,3600,Empty,Empty,Empty
GS09P07WLM0014,4740,Empty,Empty,Empty
INP13PC00367,1443,Empty,Empty,Empty
GS11P15YMC0068,4740,Empty,Empty,Empty
INP17PC00240,1443,Empty,Empty,Empty
19PE5018C0015,1900,Empty,Empty,Empty
2032H322C00012,2001,Empty,Empty,Empty
47PD1022C0001,4740,Empty,Empty,Empty
47PM1124C0004,4740,Empty,Empty,Empty
W912CH09CL521,2100,Empty,Empty,Empty
GS08P13JAC0016,4740,Empty,Empty,Empty
47PM0219C0011,4740,Empty,Empty,Empty
GS05P15SVC0005,4740,Empty,Empty,Empty
GS09P10KZC0017,4740,Empty,Empty,Empty
N4008514C2328,1700,Empty,Empty,Empty
W912JM07C0029,2100,Empty,Empty,Empty
W9124A17C0008,2100,Empty,Empty,Empty
ZG000200304DGS11P03ZGC0184,4740,Empty,Empty,Empty
VA244C0985,3600,Empty,Empty,Empty
W912JB16C8001,2100,Empty,Empty,Empty
DOCSB134107CN0034,1341,Empty,Empty,Empty
12SPEC18C0003,12C3,Empty,Empty,Empty
70Z08220CPACP3900,7008,Empty,Empty,Empty
W5J9LE11C0013,2100,Empty,Empty,Empty
N4425516C8011,1700,Empty,Empty,Empty
N6945011C6356,1700,Empty,Empty,Empty
N4008509C7005,1700,Empty,Empty,Empty
N6247308C7511,1700,Empty,Empty,Empty
W912BV19C0011,2100,Empty,Empty,Empty
FA448804C0051,5700,Empty,Empty,Empty
VA248C0559,3600,Empty,Empty,Empty
VA257C0242,3600,Empty,Empty,Empty
V520C5338A,3600,Empty,Empty,Empty
N6945013C6827,1700,Empty,Empty,Empty
VA24816C0202,3600,Empty,Empty,Empty
W912CJ08C0004,2100,Empty,Empty,Empty
AE134300000320,1630,Empty,Empty,Empty
FA667018C0011,5700,Empty,Empty,Empty
W9128A17C0010,2100,Empty,Empty,Empty
INF50181AC019,1448,Empty,Empty,Empty
00636200308DV636A7C7138A,3600,Empty,Empty,Empty
W9124E10C0005,2100,Empty,Empty,Empty
W9123606C0032,2100,Empty,Empty,Empty
GS04P12EXC0106,4740,Empty,Empty,Empty
INF501816C039,1448,Empty,Empty,Empty
VA69D12C0033,3600,Empty,Empty,Empty
36C10F23C0003,3600,Empty,Empty,Empty
W917BE08C0061,2100,Empty,Empty,Empty
DTFACT16C00023,6920,Empty,Empty,Empty
VA69DC0511,3600,Empty,Empty,Empty
W911S110C0021,2100,Empty,Empty,Empty
W91B4M09C4192,2100,Empty,Empty,Empty
W912ER16C0010,2100,Empty,Empty,Empty
75N99020C00067,7529,Empty,Empty,Empty
GS11P10YTC0343,4740,Empty,Empty,Empty
00255200309DV255C589A50241,3600,Empty,Empty,Empty
GS07P13HHC0018,4740,Empty,Empty,Empty
VA25915C0299,3600,Empty,Empty,Empty
SAQMMA14C0096,1900,Empty,Empty,Empty
W9124723C0075,2100,Empty,Empty,Empty
INF601819C151,1448,Empty,Empty,Empty
FA446008C0003,5700,Empty,Empty,Empty
INF14PC00140,1448,Empty,Empty,Empty
FA466417C0011,5700,Empty,Empty,Empty
FA488704C0030,5700,Empty,Empty,Empty
N6871105C7001,1700,Empty,Empty,Empty
VA246C0194,3600,Empty,Empty,Empty
140G0322C0006,1434,Empty,Empty,Empty
N6945011C4178,1700,Empty,Empty,Empty
W912QR24C0022,2100,Empty,Empty,Empty
W912ER10C0048,2100,Empty,Empty,Empty
N6945021C0024,1700,Empty,Empty,Empty
36C24918C0087,3600,Empty,Empty,Empty
W912DY23C0078,2100,Empty,Empty,Empty
W9124Q08C0554,2100,Empty,Empty,Empty
W912PL23C0037,2100,Empty,Empty,Empty
N6247312C0858,1700,Empty,Empty,Empty
N6247794C0056,1700,Empty,Empty,Empty
W912L307C0017,2100,Empty,Empty,Empty
GS11P10NWC0168,4740,Empty,Empty,Empty
W9124715C0036,2100,Empty,Empty,Empty
DOCWC133C03CN0035,1330,Empty,Empty,Empty
INR09CC408284,1425,Empty,Empty,Empty
F1060302C2014,5700,Empty,Empty,Empty
GS01P05BZC3005,4740,Empty,Empty,Empty
GS08P11JCC0018,4740,Empty,Empty,Empty
VA247C1339,3600,Empty,Empty,Empty
36C24219C0128,3600,Empty,Empty,Empty
12305B23C0025,12H2,Empty,Empty,Empty
N6945010C3578,1700,Empty,Empty,Empty
W912HN13C0014,2100,Empty,Empty,Empty
VA25612C0133,3600,Empty,Empty,Empty
W912DW06C0020,2100,Empty,Empty,Empty
VA528C0578,3600,Empty,Empty,Empty
47PD1018C0032,4740,Empty,Empty,Empty
INA12PC00225,1450,Empty,Empty,Empty
47PD1021C0003,4740,Empty,Empty,Empty
VA255C0410,3600,Empty,Empty,Empty
FA441610C0020,5700,Empty,Empty,Empty
VA258C0171,3600,Empty,Empty,Empty
VA245C0209,3600,Empty,Empty,Empty
INP11PC00634,1443,Empty,Empty,Empty
W912CL07C0011,2100,Empty,Empty,Empty
47PM0222C0002,4740,Empty,Empty,Empty
VA244C2010,3600,Empty,Empty,Empty
VA259C0518,3600,Empty,Empty,Empty
V69D695C40852,3600,Empty,Empty,Empty
GS11P06YTC0136,4740,Empty,Empty,Empty
36C24220C0046,3600,Empty,Empty,Empty
W9124B09C0022,2100,Empty,Empty,Empty
00671200309DV671C634A,3600,Empty,Empty,Empty
HHSD200201355780C,7523,Empty,Empty,Empty
36C26122C0056,3600,Empty,Empty,Empty
GS06P10THP0015,4740,Empty,Empty,Empty
N4008513C4600,1700,Empty,Empty,Empty
697DCK22C00029,6920,Empty,Empty,Empty
INP16PC00784,1443,Empty,Empty,Empty
V259C0043,3600,Empty,Empty,Empty
INICBH00090013,1450,Empty,Empty,Empty
140G0119C0006,1434,Empty,Empty,Empty
DX000200308DGS03P03DXD0021,4740,Empty,Empty,Empty
N6247308C8213,1700,Empty,Empty,Empty
N4008020C0023,1700,Empty,Empty,Empty
V691C07218A,3600,Empty,Empty,Empty
VA262C0150,3600,Empty,Empty,Empty
V623C710,3600,Empty,Empty,Empty
W912DR11C0011,2100,Empty,Empty,Empty
W912EK14C0079,2100,Empty,Empty,Empty
W912PA06C0011,2100,Empty,Empty,Empty
47PM0818C0002,4740,Empty,Empty,Empty
W917BK08C0048,2100,Empty,Empty,Empty
INPC2011090361,1443,Empty,Empty,Empty
FA570712C0037,5700,Empty,Empty,Empty
W912CL12C0020,2100,Empty,Empty,Empty
VA531C99185,3600,Empty,Empty,Empty
VA52813C0041,3600,Empty,Empty,Empty
FA468608C0026,5700,Empty,Empty,Empty
VA26316C0082,3600,Empty,Empty,Empty
697DCK19C00371,6920,Empty,Empty,Empty
VA69DC1958,3600,Empty,Empty,Empty
GS08P05JBC0140,4740,Empty,Empty,Empty
W912DY16C0075,2100,Empty,Empty,Empty
GS11P06MKC0093,4740,Empty,Empty,Empty
GS11P07ZGC0111,4740,Empty,Empty,Empty
36C10F18C3384,3600,Empty,Empty,Empty
N6247311C2848,1700,Empty,Empty,Empty
36C26223C0236,3600,Empty,Empty,Empty
N6247315C1623,1700,Empty,Empty,Empty
DACA2103C0028,2100,Empty,Empty,Empty
47PD0220C0002,4740,Empty,Empty,Empty
GS06P08GZC0008,4740,Empty,Empty,Empty
N4008306C4806,1700,Empty,Empty,Empty
75N99024C00066,7529,Empty,Empty,Empty
AE136350000420,1630,Empty,Empty,Empty
VA786AC0359,3600,Empty,Empty,Empty
W917PM07C0012,2100,Empty,Empty,Empty
FA521524C0030,5700,Empty,Empty,Empty
W9124724C0081,2100,Empty,Empty,Empty
N6247310C0042,1700,Empty,Empty,Empty
36S79718C0005,3600,Empty,Empty,Empty
INPC1574080001,1443,Empty,Empty,Empty
47PM1018C0046,4740,Empty,Empty,Empty
W912JB16C9009,2100,Empty,Empty,Empty
N6945022C0074,1700,Empty,Empty,Empty
VA689241C0013,3600,Empty,Empty,Empty
HC102811C0141,97AK,Empty,Empty,Empty
GS11P16YTC7172,4740,Empty,Empty,Empty
V101183R6260506,3600,Empty,Empty,Empty
W912EE10C0019,2100,Empty,Empty,Empty
HDEC0315C0002,97AZ,Empty,Empty,Empty
W5K9FH11C0069,2100,Empty,Empty,Empty
