,Unnamed: 0,Contract ID,Contracting Agency ID,Number of Sub-Award Transactions,Sub-Award Obligation Sum,Percent of Prime Award (Sub-Award)
1671,1671,W912PL24C0021,2100,,,
1672,1672,W912P824C0007,2100,,,
1673,1673,VA261C0475,3600,0,$0,0%
1674,1674,HSCG8314CPCR209,7008,Empty,Empty,Empty
1675,1675,DOCWC133C04CN0011,1330,Empty,Empty,Empty
1676,1676,47PD0119C0018,4740,,,
1677,1677,AG32SCC150059,12H2,0,$0,0%
1678,1678,VA256C0086,3600,Empty,Empty,Empty
1679,1679,VA261C0483,3600,Empty,Empty,Empty
1680,1680,W917BE07C0004,2100,Empty,Empty,Empty
1681,1681,W9124M08C0058,2100,0,$0,0%
1682,1682,36C24818C0169,3600,Empty,Empty,Empty
1683,1683,V600C07158A,3600,0,$0,0%
1684,1684,89503118CWA000015,8900,Empty,Empty,Empty
1685,1685,47PL0117C0016,4740,,,
1686,1686,VA24914C0222,3600,0,$0,0%
1687,1687,W9127817C0038,2100,,,
1688,1688,FA667512C0009,5700,Empty,Empty,Empty
1689,1689,GS10P14XJC0002,4740,Empty,Empty,Empty
1690,1690,W91QEY08C0008,2100,0,$0,0%
1691,1691,GS09P17KLC0006,4740,,,
1692,1692,W912HN18C3001,2100,,,
1693,1693,W91GF509C8159,2100,0,$0,0%
1694,1694,W91QV113C0124,2100,Empty,Empty,Empty
1695,1695,36C25920C0094,3600,Empty,Empty,Empty
1696,1696,TOS12F036,2001,Empty,Empty,Empty
1697,1697,6973GH23C00172,6920,Empty,Empty,Empty
1698,1698,47PM0518C0010,4740,,,
1699,1699,W9128A14C0018,2100,Empty,Empty,Empty
1700,1700,N6945010C0779,1700,Empty,Empty,Empty
1701,1701,FA480112C0007,5700,Empty,Empty,Empty
1702,1702,GS06P04TEC0024,4740,,,
1703,1703,47PM0619C0009,4740,,,
1704,1704,36C24118C0058,3600,Empty,Empty,Empty
1705,1705,VA24413C0103,3600,0,$0,0%
1706,1706,N6247306C6027,1700,Empty,Empty,Empty
1707,1707,47PJ0023C0004,4740,Empty,Empty,Empty
1708,1708,1232SC18C0054,12H2,Empty,Empty,Empty
1709,1709,GS05P05GBC0015,4740,Empty,Empty,Empty
1710,1710,W91B4N10C8220,2100,Empty,Empty,Empty
1711,1711,SLI60005C0011,1900,Empty,Empty,Empty
1712,1712,VA25614C0199,3600,Empty,Empty,Empty
1713,1713,GS04P12EXC0047,4740,Empty,Empty,Empty
1714,1714,HQ003415C0120,97F5,Empty,Empty,Empty
1715,1715,AG05M6C100002,12C2,Empty,Empty,Empty
1716,1716,W911SA05C0016,2100,Empty,Empty,Empty
1717,1717,36C24923C0103,3600,Empty,Empty,Empty
1718,1718,N6945012C3317,1700,Empty,Empty,Empty
1719,1719,36C24923C0108,3600,0,$0,0%
1720,1720,GS11P08YTC0168,4740,0,$0,0%
1721,1721,47PL0118C0052,4740,Empty,Empty,Empty
1722,1722,VA259C0917,3600,Empty,Empty,Empty
1723,1723,FA670317C0005,5700,Empty,Empty,Empty
1724,1724,47PD1220C0010,4740,,,
1725,1725,GS09P10KZC0007,4740,0,$0,0%
1726,1726,W912DY18C0057,2100,0,$0,0%
1727,1727,W912DQ11C4040,2100,Empty,Empty,Empty
1728,1728,AG32KWC060003,12K3,Empty,Empty,Empty
1729,1729,140L0620C0036,1422,Empty,Empty,Empty
1730,1730,140A2324C0019,1450,,,
1731,1731,VA25616C0217,3600,,,
1732,1732,36C24424C0036,3600,Empty,Empty,Empty
1733,1733,36C26222C0052,3600,0,$0,0%
1734,1734,FA500010C0032,5700,Empty,Empty,Empty
1735,1735,GS04P15EXC0088,4740,0,$0,0%
1736,1736,V564C317,3600,0,$0,0%
1737,1737,VA248C1444,3600,,,
1738,1738,HHSD200200618874C,7523,0,$0,0%
1739,1739,W9136405C0005,2100,Empty,Empty,Empty
1740,1740,47PH0620C0003,4740,,,
1741,1741,W912KC15C0006,2100,Empty,Empty,Empty
1742,1742,VA263C1083,3600,,,
1743,1743,FA461019CA034,5700,Empty,Empty,Empty
1744,1744,AG02RCC170022,12C2,Empty,Empty,Empty
1745,1745,140A2320C0016,1450,,,
1746,1746,W50S6L22C0004,2100,,,
1747,1747,EW000200211DGS04P02LCC0094,4740,0,$0,0%
1748,1748,0069D200308DV69DC5858A,3600,Empty,Empty,Empty
1749,1749,N6945012C1758,1700,Empty,Empty,Empty
1750,1750,W90WL512C0019,2100,,,
1751,1751,V846C648,3600,,,
1752,1752,VA248C01211,3600,Empty,Empty,Empty
1753,1753,VA241C1178,3600,Empty,Empty,Empty
1754,1754,GS03P09QMC0051,4740,Empty,Empty,Empty
1755,1755,GS09P10NPC0007,4740,,,
1756,1756,VA256C0552,3600,,,
1757,1757,GS08P12JFC0086,4740,0,$0,0%
1758,1758,INP17PC00769,1443,,,
1759,1759,W91SMC11C0004,2100,0,$0,0%
1760,1760,80MSFC17C0021,8000,,,
1761,1761,GS04P12EXC0139,4740,Empty,Empty,Empty
1762,1762,15F06718C0008092,1549,Empty,Empty,Empty
1763,1763,36C25923C0038,3600,Empty,Empty,Empty
1764,1764,70Z02820CPMW21400,7008,Empty,Empty,Empty
1765,1765,VA260C0494,3600,Empty,Empty,Empty
1766,1766,47PK1518C0025,4740,Empty,Empty,Empty
1767,1767,AG32KWC060023,12K3,Empty,Empty,Empty
1768,1768,47PB0622C0003,4740,Empty,Empty,Empty
1769,1769,W9126G05C0037,2100,Empty,Empty,Empty
1770,1770,GS05P10SMC0004,4740,Empty,Empty,Empty
1771,1771,W912JB15C8003,2100,Empty,Empty,Empty
1772,1772,W912GB24C0030,2100,Empty,Empty,Empty
1773,1773,GS01P08NFC0026,4740,Empty,Empty,Empty
1774,1774,VA26312C0122,3600,Empty,Empty,Empty
1775,1775,47PB0024C0022,4740,Empty,Empty,Empty
1776,1776,W912ER13C0028,2100,Empty,Empty,Empty
1777,1777,FA252107C0024,5700,Empty,Empty,Empty
1778,1778,FA309919CA008,5700,Empty,Empty,Empty
1779,1779,70FA5018C00000008,7022,Empty,Empty,Empty
1780,1780,FA489704C3005,5700,Empty,Empty,Empty
1781,1781,F09CC00539,3300,Empty,Empty,Empty
1782,1782,N6945021C0010,1700,Empty,Empty,Empty
1783,1783,W9128F08C0012,2100,Empty,Empty,Empty
1784,1784,GS11P11YEC0138,4740,Empty,Empty,Empty
1785,1785,VA52812C0083,3600,Empty,Empty,Empty
1786,1786,697DCK23C00302,6920,Empty,Empty,Empty
1787,1787,GS11P13MAP0196,4740,0,$0,0%
1788,1788,FA281606C0008,5700,Empty,Empty,Empty
1789,1789,W912BV11C0034,2100,0,$0,0%
1790,1790,DABR0104C0007,2100,0,$0,0%
1791,1791,W9124Q07C0721,2100,Empty,Empty,Empty
1792,1792,VA262C0888,3600,,,
1793,1793,W9127815C0002,2100,,,
1794,1794,AG32SCC150036,12H2,0,$0,0%
1795,1795,W91B4M09C4077,2100,0,$0,0%
1796,1796,36C24922C0020,3600,,,
1797,1797,W917BK09C0060,2100,,,
1798,1798,W912HN10C0054,2100,,,
1799,1799,GS03P11QMC0005,4740,0,$0,0%
1800,1800,N4008523C0048,1700,Empty,Empty,Empty
1801,1801,GS09P02KYC0029,4740,,,
1802,1802,47PF0024C0001,4740,,,
1803,1803,36C24124C0050,3600,0,$0,0%
1804,1804,W912BU20C0061,2100,,,
1805,1805,N6945008C3563,1700,Empty,Empty,Empty
1806,1806,F1162303C0026,5700,Empty,Empty,Empty
1807,1807,47PE0223C0028,4740,,,
1808,1808,GS06P05THC0029,4740,,,
1809,1809,DTFAEA09C00228,6920,Empty,Empty,Empty
1810,1810,FA468609C0058,5700,Empty,Empty,Empty
1811,1811,VA261C0167,3600,Empty,Empty,Empty
1812,1812,GS11P13MAM0049,4740,Empty,Empty,Empty
1813,1813,DJB40105016,1540,Empty,Empty,Empty
1814,1814,VA24815C0235,3600,Empty,Empty,Empty
1815,1815,VA250C0710,3600,Empty,Empty,Empty
1816,1816,19GE5018C0064,1900,Empty,Empty,Empty
1817,1817,W9123818C0024,2100,Empty,Empty,Empty
1818,1818,47PK1519C0015,4740,Empty,Empty,Empty
1819,1819,W9124719C0026,2100,Empty,Empty,Empty
1820,1820,GS05P03GAC0090,4740,Empty,Empty,Empty
1821,1821,F09CC00287,3300,Empty,Empty,Empty
1822,1822,W912PP04C0010,2100,Empty,Empty,Empty
1823,1823,W9123607C0011,2100,Empty,Empty,Empty
1824,1824,47PK1020C0009,4740,Empty,Empty,Empty
1825,1825,W912DY20C0063,2100,Empty,Empty,Empty
1826,1826,N6945014C5088,1700,Empty,Empty,Empty
1827,1827,W91SMC16C0011,2100,Empty,Empty,Empty
1828,1828,47PE0222C0035,4740,,,
1829,1829,47PD1224C0004,4740,Empty,Empty,Empty
1830,1830,W912HN19C3004,2100,,,
1831,1831,TMHQ11C0027,2044,0,$0,0%
1832,1832,INICMK60070001,1450,0,$0,0%
1833,1833,AG2415C150006,12H2,0,$0,0%
1834,1834,47PM1018C0039,4740,,,
1835,1835,W5J9JE12C0037,2100,0,$0,0%
1836,1836,NNJ06HB29C,8000,,,
1837,1837,W9128F22C0007,2100,,,
1838,1838,W5J9LE13C0019,2100,0,$0,0%
1839,1839,FA480113C0013,5700,Empty,Empty,Empty
1840,1840,19GE5022C0024,1900,0,$0,0%
1841,1841,VA246C0133,3600,Empty,Empty,Empty
1842,1842,HSCGG116CPRV022,7008,,,
1843,1843,VA25912C0173,3600,0,$0,0%
1844,1844,DTFAAC11C00034,6920,0,$0,0%
1845,1845,N3319115C1213,1700,Empty,Empty,Empty
1846,1846,140P4322C0016,1443,,,
1847,1847,AG32SDC140048,12H2,Empty,Empty,Empty
1848,1848,W50S8R22C0004,2100,,,
1849,1849,VA262C0152,3600,0,$0,0%
1850,1850,N4008310C0009,1700,Empty,Empty,Empty
1851,1851,AG645SC080002,12D2,0,$0,0%
1852,1852,INP17PC00735,1443,,,
1853,1853,47PE0319C0001,4740,,,
1854,1854,N3319112C2009,1700,Empty,Empty,Empty
1855,1855,GS08P15JBC7000,4740,,,
1856,1856,GS09P10WFC0016,4740,0,$0,0%
1857,1857,INF401817C013,1448,Empty,Empty,Empty
1858,1858,FA301023C0037,5700,Empty,Empty,Empty
1859,1859,N4008509C9421,1700,Empty,Empty,Empty
1860,1860,VA250C0459,3600,0,$0,0%
1861,1861,SALMEC07C0006,1900,,,
1862,1862,00262200309DV691C0474,3600,0,$0,0%
1863,1863,36C25921C0106,3600,0,$0,0%
1864,1864,W911SA18C2026,2100,,,
1865,1865,GS09P16WKC7017,4740,,,
1866,1866,DTFASW05C00002,6920,0,$0,0%
1867,1867,GS09P10NPC0002,4740,Empty,Empty,Empty
1868,1868,36C25818C0087,3600,0,$0,0%
1869,1869,47PF0018C0076,4740,,,
1870,1870,N4008311C1027,1700,Empty,Empty,Empty
1871,1871,GS10P13XJC0017,4740,0,$0,0%
1872,1872,W9127810C0070,2100,0,$0,0%
1873,1873,W912JM15C0015,2100,0,$0,0%
1874,1874,W912TF13C0506,2100,0,$0,0%
1875,1875,W9127809C0006,2100,Empty,Empty,Empty
1876,1876,VA255C1152,3600,Empty,Empty,Empty
1877,1877,19PE5020C0003,1900,,,
1878,1878,VA24417C0328,3600,,,
1879,1879,W912R108C0004,2100,Empty,Empty,Empty
1880,1880,W91B4M09C4088,2100,Empty,Empty,Empty
1881,1881,W5J9LE11C0053,2100,Empty,Empty,Empty
1882,1882,VA24412C0493,3600,Empty,Empty,Empty
1883,1883,W9126G23C0030,2100,Empty,Empty,Empty
1884,1884,W9124M10C0009,2100,Empty,Empty,Empty
1885,1885,SIZ10013C0051,1900,Empty,Empty,Empty
1886,1886,VA25017C0024,3600,Empty,Empty,Empty
1887,1887,GS11P14YTC0321,4740,Empty,Empty,Empty
1888,1888,AG32SDC160054,12H2,Empty,Empty,Empty
1889,1889,36C24919C0128,3600,Empty,Empty,Empty
1890,1890,GS11P14MKC0023,4740,Empty,Empty,Empty
1891,1891,FA810119CA002,5700,Empty,Empty,Empty
1892,1892,GS11P14NWC0014,4740,Empty,Empty,Empty
1893,1893,GS01P16NFC7023,4740,Empty,Empty,Empty
1894,1894,W9124311C0015,2100,Empty,Empty,Empty
1895,1895,36C26222C0219,3600,Empty,Empty,Empty
1896,1896,FA813723C0012,5700,Empty,Empty,Empty
1897,1897,W9124Q10C0507,2100,Empty,Empty,Empty
1898,1898,W911QY23C0096,2100,Empty,Empty,Empty
1899,1899,W912EK23C0055,2100,Empty,Empty,Empty
1900,1900,N6945009C4589,1700,Empty,Empty,Empty
1901,1901,W912QR10C0097,2100,Empty,Empty,Empty
1902,1902,36C77623C0070,3600,Empty,Empty,Empty
1903,1903,VA25017C0133,3600,Empty,Empty,Empty
1904,1904,47PM1024C0002,4740,Empty,Empty,Empty
1905,1905,W91QV117C0171,2100,Empty,Empty,Empty
1906,1906,HHSN292201200017C,7529,Empty,Empty,Empty
1907,1907,VA263C0717,3600,Empty,Empty,Empty
1908,1908,VA24413C0472,3600,Empty,Empty,Empty
1909,1909,47PC0223C0001,4740,Empty,Empty,Empty
1910,1910,HHSI102200700002C,7527,Empty,Empty,Empty
1911,1911,VA25616C0196,3600,Empty,Empty,Empty
1912,1912,W912QR18C0050,2100,Empty,Empty,Empty
1913,1913,36C24618C0091,3600,Empty,Empty,Empty
1914,1914,VA248C0565,3600,Empty,Empty,Empty
1915,1915,GS09P07WNC0012,4740,Empty,Empty,Empty
1916,1916,W911RZ10C0211,2100,Empty,Empty,Empty
1917,1917,W9124711C0024,2100,Empty,Empty,Empty
1918,1918,VA25015C0061,3600,Empty,Empty,Empty
1919,1919,N4008013C2054,1700,Empty,Empty,Empty
1920,1920,VA25115C0053,3600,Empty,Empty,Empty
1921,1921,VA24516C0120,3600,Empty,Empty,Empty
1922,1922,W9128F24C0034,2100,Empty,Empty,Empty
1923,1923,V101BC0202,3600,Empty,Empty,Empty
1924,1924,W917BK07C0059,2100,Empty,Empty,Empty
1925,1925,W912HN08C0077,2100,Empty,Empty,Empty
1926,1926,GS08P17JBC0020,4740,,,
1927,1927,GS11P09YEC0251,4740,0,$0,0%
1928,1928,N6945007C0063,1700,Empty,Empty,Empty
1929,1929,FA850108C0056,5700,Empty,Empty,Empty
1930,1930,W5K9FH11C0179,2100,0,$0,0%
1931,1931,VA25917C0241,3600,0,$0,0%
1932,1932,N4008517C9330,1700,Empty,Empty,Empty
1933,1933,N4008513C5218,1700,Empty,Empty,Empty
1934,1934,VA256C0371,3600,Empty,Empty,Empty
1935,1935,W9126G17C0138,2100,0,$0,0%
1936,1936,VA257C00938A,3600,0,$0,0%
1937,1937,N6945023C0052,1700,Empty,Empty,Empty
1938,1938,VE000200305DGS08P03VPC7012,4740,0,$0,0%
1939,1939,W912PL20C0056,2100,,,
1940,1940,GS11P12YTP0311,4740,0,$0,0%
1941,1941,VA249C0837,3600,0,$0,0%
1942,1942,INC1574070053,1443,0,$0,0%
1943,1943,GS09P09KLC0008,4740,0,$0,0%
1944,1944,36C24620C0016,3600,0,$0,0%
1945,1945,47PK0919C0024,4740,,,
1946,1946,00621200309DV621C551,3600,,,
1947,1947,W90YVD09C7033,2100,0,$0,0%
1948,1948,W917PM09C0001,2100,,,
1949,1949,W9126G12C0105,2100,Empty,Empty,Empty
1950,1950,GS11P14MAP0008,4740,0,$0,0%
1951,1951,QN000200307DGS03P03QNC0084,4740,0,$0,0%
1952,1952,W912LQ05C3007,2100,,,
1953,1953,GS03P12DXC0033,4740,0,$0,0%
1954,1954,W9124Q05C0269,2100,Empty,Empty,Empty
1955,1955,47PH0420C0021,4740,,,
1956,1956,GS00P13LYC0008,4740,Empty,Empty,Empty
1957,1957,W9126G11C0071,2100,0,$0,0%
1958,1958,W91QV116C0074,2100,0,$0,0%
1959,1959,36C24622C0030,3600,0,$0,0%
1960,1960,INF401818C504,1448,,,
1961,1961,W912HN19C4000,2100,0,$0,0%
1962,1962,VA249C0455,3600,Empty,Empty,Empty
1963,1963,FA466409C0033,5700,Empty,Empty,Empty
1964,1964,GS11P17YMC0001,4740,,,
1965,1965,W912LA17C8001,2100,,,
1966,1966,AG82A7C170023,12C2,,,
1967,1967,GS11P14YTP0337,4740,0,$0,0%
1968,1968,36C24921C0048,3600,,,
1969,1969,GS11P09NWC0156,4740,,,
1970,1970,AG04GGC170007,12C2,,,
1971,1971,W9124M08C0029,2100,0,$0,0%
1972,1972,VA636C0002,3600,0,$0,0%
1973,1973,W911RZ08C0033,2100,Empty,Empty,Empty
1974,1974,N6871105C2746,1700,Empty,Empty,Empty
1975,1975,GS11P10NWC0032,4740,,,
1976,1976,DEWA0002113,8900,,,
1977,1977,VA26314C0172,3600,0,$0,0%
1978,1978,47PK1121C0005,4740,,,
1979,1979,INF13PC00304,1448,Empty,Empty,Empty
1980,1980,VA69DC1843,3600,0,$0,0%
1981,1981,6973GH23C00159,6920,,,
1982,1982,AG91T5C080053,12C2,Empty,Empty,Empty
1983,1983,36C24219C0014,3600,,,
1984,1984,VA246C0673,3600,0,$0,0%
1985,1985,47PG0218C0006,4740,,,
1986,1986,N4008013C3002,1700,Empty,Empty,Empty
1987,1987,W9124Q05C0304,2100,0,$0,0%
1988,1988,W912PM20C0023,2100,,,
1989,1989,GS11P07YTC0285,4740,0,$0,0%
1990,1990,VA26312C0224,3600,,,
1991,1991,DJBP0700COBO0126,1540,0,$0,0%
1992,1992,47PB0222C0004,4740,,,
1993,1993,W5J9LE12C0025,2100,0,$0,0%
1994,1994,FA302006C0024,5700,Empty,Empty,Empty
1995,1995,VA101CFMC0075,3600,0,$0,0%
1996,1996,NRCHQ11C100042,3100,0,$0,0%
1997,1997,W9124J05C0008,2100,Empty,Empty,Empty
1998,1998,47PB0620C0012,4740,Empty,Empty,Empty
1999,1999,VA69DC0296,3600,Empty,Empty,Empty
2000,2000,N4425507C3007,1700,Empty,Empty,Empty
2001,2001,N4008513C4619,1700,Empty,Empty,Empty
2002,2002,VA101F14C0018,3600,Empty,Empty,Empty
2003,2003,W9126G10C0043,2100,,,
2004,2004,447U200308D50447U03148,12C2,Empty,Empty,Empty
2005,2005,0069D200309DV69DC6068A,3600,Empty,Empty,Empty
2006,2006,W9124M18C0009,2100,Empty,Empty,Empty
2007,2007,47PM1020C0025,4740,Empty,Empty,Empty
2008,2008,INF301814C023,1448,Empty,Empty,Empty
2009,2009,47PK1219C0008,4740,Empty,Empty,Empty
2010,2010,36C25819C0155,3600,Empty,Empty,Empty
2011,2011,W91B4M09C4060,2100,Empty,Empty,Empty
2012,2012,W912DQ09C4021,2100,Empty,Empty,Empty
2013,2013,W912PL10C0015,2100,Empty,Empty,Empty
2014,2014,V101BC0207,3600,Empty,Empty,Empty
2015,2015,36C25223C0016,3600,Empty,Empty,Empty
2016,2016,V249C00488A,3600,Empty,Empty,Empty
2017,2017,VA52814C0087,3600,Empty,Empty,Empty
2018,2018,INPC5010070911,1443,Empty,Empty,Empty
2019,2019,GS09P07WNC0031,4740,Empty,Empty,Empty
2020,2020,GS06P04TKC0022,4740,Empty,Empty,Empty
2021,2021,SALMEC02C0018,1900,Empty,Empty,Empty
2022,2022,W912CH08CL539,2100,Empty,Empty,Empty
2023,2023,GS03P17QAC0004,4740,Empty,Empty,Empty
2024,2024,HHSD200201033117C,7523,Empty,Empty,Empty
2025,2025,INPC3000070048,1443,Empty,Empty,Empty
2026,2026,W912JM10C0027,2100,Empty,Empty,Empty
2027,2027,140P6419C0016,1443,Empty,Empty,Empty
2028,2028,FA462607C0004,5700,Empty,Empty,Empty
2029,2029,W91B4N10C8156,2100,Empty,Empty,Empty
2030,2030,W9128A23C0001,2100,Empty,Empty,Empty
2031,2031,VA262C0414,3600,Empty,Empty,Empty
2032,2032,0536CW10363,3300,Empty,Empty,Empty
2033,2033,W911KB17C0051,2100,Empty,Empty,Empty
2034,2034,36C77623C0115,3600,Empty,Empty,Empty
2035,2035,AG32SDC130034,12H2,Empty,Empty,Empty
2036,2036,N6945007C5105,1700,Empty,Empty,Empty
2037,2037,V573C566,3600,Empty,Empty,Empty
2038,2038,47PK0123C0002,4740,Empty,Empty,Empty
2039,2039,33330220CF0010237,3300,Empty,Empty,Empty
2040,2040,N6246704C5754,1700,Empty,Empty,Empty
2041,2041,GS04P10EXC0063,4740,Empty,Empty,Empty
2042,2042,AG82X9C110155,12C2,Empty,Empty,Empty
2043,2043,VA261RA0841,3600,,,
2044,2044,INF13PC00229,1448,,,
2045,2045,W91QV115C0083,2100,0,$0,0%
2046,2046,FA441708C0024,5700,Empty,Empty,Empty
2047,2047,AG569RC140022,12C2,,,
2048,2048,GS11P16NWC7082,4740,,,
2049,2049,VA256C0010,3600,0,$0,0%
2050,2050,VA243RA0899,3600,,,
2051,2051,36C24418C0286,3600,,,
2052,2052,W50S7V20C0001,2100,,,
2053,2053,W9126G04C0007,2100,,,
2054,2054,36C24218C0167,3600,0,$0,0%
2055,2055,GS04P10RDC0042,4740,0,$0,0%
2056,2056,INF40181AC036,1448,0,$0,0%
2057,2057,GS11P11YEC0016,4740,0,$0,0%
2058,2058,GS08P11VPC0017,4740,,,
2059,2059,W50S6M20C0001,2100,,,
2060,2060,VA24712C0099,3600,0,$0,0%
2061,2061,HSCGG108C3WK066,7008,0,$0,0%
2062,2062,36C24422C0054,3600,,,
2063,2063,N6660422C0237,1700,Empty,Empty,Empty
2064,2064,W9124E13C0003,2100,0,$0,0%
2065,2065,HSCG3107N6SA684,7008,Empty,Empty,Empty
2066,2066,GS06P08TLC0021,4740,0,$0,0%
2067,2067,VA255C0031,3600,0,$0,0%
2068,2068,F0236CW10375,3300,0,$0,0%
2069,2069,HQ009504L0002,97F5,Empty,Empty,Empty
2070,2070,INICMH00070012,1450,,,
2071,2071,W9123611C0046,2100,0,$0,0%
2072,2072,W912BV13C0020,2100,,,
2073,2073,FA300206C0015,5700,Empty,Empty,Empty
2074,2074,GS06P14TEC0022,4740,,,
2075,2075,GS06P17TEC0017,4740,,,
2076,2076,VA25517C0256,3600,0,$0,0%
2077,2077,36C24818C0248,3600,0,$0,0%
2078,2078,47PF0019C0086,4740,,,
2079,2079,W912DQ20C4006,2100,,,
2080,2080,GS08P16JBC7023,4740,Empty,Empty,Empty
2081,2081,DOCSB134113CN0074,1341,Empty,Empty,Empty
2082,2082,15B50019CU3320161,1540,Empty,Empty,Empty
2083,2083,FA480010C0009,5700,Empty,Empty,Empty
2084,2084,GS09P13WFC0020,4740,0,$0,0%
2085,2085,HSCGG116CPFA002,7008,0,$0,0%
2086,2086,36C25020C0137,3600,0,$0,0%
2087,2087,N4008508C8459,1700,Empty,Empty,Empty
2088,2088,FA671211C0005,5700,Empty,Empty,Empty
2089,2089,36C24219C0030,3600,0,$0,0%
2090,2090,47PG0724C0008,4740,,,
2091,2091,GS08P12JCC0008,4740,0,$0,0%
2092,2092,VA25611C1286,3600,,,
2093,2093,GS06P08GZC0009,4740,0,$0,0%
2094,2094,36C25819C0126,3600,,,
2095,2095,WB000200305DGS09P03WBC0041,4740,0,$0,0%
2096,2096,GS06P16TNC7012,4740,0,$0,0%
2097,2097,W81XWH09C0189,2100,0,$0,0%
2098,2098,VA247C0064,3600,Empty,Empty,Empty
2099,2099,AG04T0C060013,12C2,Empty,Empty,Empty
2100,2100,INL10PC00560,1422,Empty,Empty,Empty
2101,2101,GS11P06MAC0228,4740,,,
2102,2102,V623C728,3600,0,$0,0%
2103,2103,FA910115C0049,5700,Empty,Empty,Empty
2104,2104,47PD0119C0025,4740,,,
2105,2105,N6246703C2006,1700,Empty,Empty,Empty
2106,2106,W912DR22C0054,2100,,,
2107,2107,W917PM08C0050,2100,,,
2108,2108,47PJ0024C0003,4740,,,
2109,2109,W912EK08C0214,2100,Empty,Empty,Empty
2110,2110,GS11P17MKC0017,4740,,,
2111,2111,INL16PC00137,1422,,,
2112,2112,N4008518C3011,1700,Empty,Empty,Empty
2113,2113,47PC0423C0009,4740,,,
2114,2114,V688D45029,3600,0,$0,0%
2115,2115,VA250C0723,3600,,,
2116,2116,N4008014C2512,1700,Empty,Empty,Empty
2117,2117,DTFACT16C00027,6920,,,
2118,2118,36C26323C0070,3600,,,
2119,2119,47PK1220C0013,4740,,,
2120,2120,W22G1F14C0009,2100,1,$2.25 Million,74.6%
2121,2121,W912QR23C0023,2100,,,
2122,2122,GS06P16TEC7017,4740,,,
2123,2123,GS03P17QHC0001,4740,,,
2124,2124,W912DW07C0006,2100,Empty,Empty,Empty
2125,2125,W91QV117C0194,2100,Empty,Empty,Empty
2126,2126,70FA2024C00000002,7022,Empty,Empty,Empty
2127,2127,W912EK15C0040,2100,Empty,Empty,Empty
2128,2128,W912JV14C0008,2100,Empty,Empty,Empty
2129,2129,N6945009C2308,1700,Empty,Empty,Empty
2130,2130,VA255C1242,3600,Empty,Empty,Empty
2131,2131,697DCK22C00133,6920,Empty,Empty,Empty
2132,2132,GS11P09YEC0072,4740,Empty,Empty,Empty
2133,2133,VA243C1183,3600,Empty,Empty,Empty
2134,2134,N6246706C2928,1700,Empty,Empty,Empty
2135,2135,VA263C0906,3600,Empty,Empty,Empty
2136,2136,ST000200303DGS05P03STM0023,4740,Empty,Empty,Empty
2137,2137,GS10P17XJC0014,4740,Empty,Empty,Empty
2138,2138,47PL0120C0010,4740,Empty,Empty,Empty
2139,2139,HSCGG115CPFA027,7008,Empty,Empty,Empty
2140,2140,140P4321C0005,1443,Empty,Empty,Empty
2141,2141,W9124721C0019,2100,Empty,Empty,Empty
2142,2142,GS11P15ZGP0507,4740,Empty,Empty,Empty
2143,2143,SAQMMA14M2182,1900,Empty,Empty,Empty
2144,2144,VA248C1210,3600,Empty,Empty,Empty
2145,2145,12505B19C0013,12H2,Empty,Empty,Empty
2146,2146,W9128F05C0005,2100,Empty,Empty,Empty
2147,2147,W50S8P22C0004,2100,Empty,Empty,Empty
2148,2148,GS09P07KLC0013,4740,Empty,Empty,Empty
2149,2149,36C25623C0078,3600,Empty,Empty,Empty
2150,2150,W9128F05C0026,2100,Empty,Empty,Empty
2151,2151,GA000200307DGS05P03GAC0078,4740,Empty,Empty,Empty
2152,2152,VA528C0793,3600,Empty,Empty,Empty
2153,2153,GS05P12GBC0019,4740,Empty,Empty,Empty
2154,2154,W9127808C0012,2100,Empty,Empty,Empty
2155,2155,VA250C0226,3600,Empty,Empty,Empty
2156,2156,1232SD18C0070,12H2,,,
2157,2157,GS08P09JCC0020,4740,0,$0,0%
2158,2158,12805B24C0028,12H2,,,
2159,2159,W912JB04C4008,2100,0,$0,0%
2160,2160,W911SF20C0005,2100,,,
2161,2161,GS08P07JCC0011,4740,0,$0,0%
2162,2162,W91GFC09C0009,2100,0,$0,0%
2163,2163,36C25522C0061,3600,0,$0,0%
2164,2164,GS03P09QMC0077,4740,,,
2165,2165,INP14PC00346,1443,,,
2166,2166,GS10P03LTC0085,4740,0,$0,0%
2167,2167,DTFAEN11C00242,6920,,,
2168,2168,36C25620C0124,3600,,,
2169,2169,36C25820C0090,3600,0,$0,0%
2170,2170,36C25621C0075,3600,Empty,Empty,Empty
2171,2171,36C24922C0029,3600,0,$0,0%
2172,2172,GS09P16NPC7030,4740,2,"$203,431",72.7%
2173,2173,00518200309D518C30013,3600,0,$0,0%
2174,2174,VA24412C0285,3600,0,$0,0%
2175,2175,DOLJ099629537,1605,Empty,Empty,Empty
2176,2176,15BFA023C00000027,1540,,,
2177,2177,W912DS24C0002,2100,,,
2178,2178,140D0424C0092,1406,,,
2179,2179,VA70116C0028,3600,0,$0,0%
2180,2180,DOCSB134109CN0006,1341,0,$0,0%
2181,2181,47PE0619C0002,4740,,,
2182,2182,140P5119C0064,1443,,,
2183,2183,VA246C0112,3600,0,$0,0%
2184,2184,W912DS18C0014,2100,,,
