Contract ID,NAICS,Date Signed,Contracting Agency ID,PSC,Region,Business Entity ID,Action Obligation ($),Modification Count,Total Modified Action Obligation ($),Competition Type,Bids
AE129880320,236220,2004-04-15,1630,Y199,Southeast,WKQLWLN52A23,0,2,28791,Open,""
FA860119CA045,236220,2019-08-01,5700,Z2JZ,Midwest,T8L9KVJ6UKV7,3670989,2,18916,Restricted,1
N6945010C6829,236220,2010-08-03,1700,Z111,Southwest,KKAHHQDF2ZW7,1194016,7,363201,Open,""
FA485508C0039,236220,2008-09-26,5700,Y162,Southwest,EAS7J1K4GKX5,165668,5,97,Restricted,1
FA480010C0021,236220,2010-09-29,5700,Z159,Southeast,RXY7UKE1LLT9,916382,4,0,Restricted,1
AE117930120,236220,2004-03-19,1630,Y119,Northeast,MLSMLM5BFMW5,0,1,81214,Open,""
N4008509C7047,236220,2009-09-21,1700,Z199,Northeast,JNYMT5D7NLS5,8252042,14,2074207,Open,""
N6247311C0406,236220,2011-09-29,1700,Y163,West,GMJPZCJDUG24,68696948,14,11269346,Open,""
FA704607C0003,236220,2007-09-28,5700,Z119,Southwest,Y1FQJ2GMX6K6,59052,2,7264,Restricted,1
N6945013C4117,236220,2013-09-17,1700,Y1GZ,Southeast,PLJWCYJNQ8X5,478641,3,59163,Open,""
FA460806C0031,236220,2006-09-13,5700,Z119,Southeast,VDPLK3JLU769,2932917,9,258493,Restricted,1
FA481916C0004,236220,2016-02-04,5700,Z2BG,Southeast,U653PUNVD3W5,899569,3,39833,Restricted,1
N6247308C7711,236220,2008-06-02,1700,Z199,West,XL1HXLG5L2G8,282501,0,0,Open,""
DOLJ131A22072,236220,2013-06-28,1630,C1CZ,West,NN4XR6HFNJV9,41303762,9,973557,Open,""
F0965003C0014,236220,2003-06-05,5700,Z129,Southeast,Q78XQUM4JRR3,1397500,2,1980000,Open,4
FA304716C0007,236220,2015-11-20,5700,Y1CZ,Southwest,EN3RKWNJ1GY7,1060224,5,155916,Open,6
N0042124C0021,236220,2024-01-30,1700,Z2AA,Southeast,VUR8QKPP8NY3,146151,0,0,Open,""
FA488708C0017,236220,2008-05-01,5700,Z111,West,FHDUMPMKEPC3,691139,0,0,Restricted,1
FA252122C0021,236220,2022-07-28,5700,Z2EZ,Midwest,HSNSA7N7F5D9,1516173,8,23716,Open,8
N6274217C6500,236220,2017-02-07,1700,Y1CA,West,VCD1JMF416E9,322574,0,0,Open,""
FA304710C0060,236220,2010-09-13,5700,Z300,Southwest,EDYMFELHLZQ8,142945,1,17137,Open,9
N6945010C6826,236220,2010-02-05,1700,Z199,Southeast,JA3JXMYSAJ89,643013,1,9400,Open,""
FA283512C0022,236220,2012-09-21,5700,S216,Southeast,FH2CSF62KVH7,703588,8,35782,Restricted,1
N6945007C6825,236220,2007-02-01,1700,Y119,Southwest,EFDCMCN2SVU6,3450000,2,221700,Open,""
FA440706C0008,236220,2006-05-15,5700,Z111,Midwest,E2LNTGNM1968,512112,0,0,Open,1
FA485517C0012,236220,2017-09-28,5700,Y1PZ,Southwest,EYUYGMBP46G6,221602,3,14257,Restricted,1
FA670318C0008,236220,2018-09-27,5700,Y1AA,Southeast,ZHZXLM74L9W3,721991,0,0,Open,7
FA664813C0012,236220,2013-09-27,5700,Z2JZ,Southeast,VJHJWXA1H6B6,271388,1,152000,Open,12
N6945012C7334,236220,2012-06-29,1700,Z2JZ,Southeast,HCUDMENM7KK5,496836,2,12450,Open,""
FA302004C0010,236220,2004-09-17,5700,Z199,Southwest,J6TKK1KB36B7,3374000,1,10500,Open,5
N6247316C4809,236220,2016-09-30,1700,Z2AA,West,Z2VMMKEMTGA6,628794,3,270884,Open,""
N6247320C0007,236220,2020-03-27,1700,Z2JZ,West,F4VSKJ6YBFF7,3845776,5,2824053,Open,""
FA460810C0016,236220,2010-09-29,5700,Z119,Southwest,KTG8LSMNW7T1,1999998,16,378555,Restricted,1
AE127590000320,236220,2004-04-23,1630,Z199,Northeast,MZSZLC7TJPA5,0,9,746380,Open,""
N4008308C0060,236220,2008-05-16,1700,Y199,Midwest,GBJ2UMW56NW9,2918686,2,137933,Open,""
