Contract ID,NAICS,Date Signed,Contracting Agency ID,PSC,Region,Business Entity ID,Action Obligation ($),Modification Count,Total Modified Action Obligation ($),Competition Type,Bids
FA860117C0021,236220,2017-07-14,5700,Z2JZ,Midwest,DGWUT8NL4LB4,1105584,3,85038,Open,1
FA700023C0017,236220,2023-09-29,5700,N062,West,LNK9BD3GY8M7,2879156,1,0,Restricted,1
W52P1J17C0065,236220,2017-09-27,2100,Z2AZ,Southeast,H8GKWEQMBP83,3972696,1,0,Open,""
FA251724C0003,236220,2024-07-30,5700,Z2JZ,Southwest,ZNJMKQ156BE5,4457894,0,0,Open,1
N6247205C6042,236220,2005-03-03,1700,Z199,Northeast,QS4DKQ72ZK25,400000,1,100000,Open,""
N4008509C5093,236220,2009-08-28,1700,Y119,Southeast,SZKNP57U5UK3,11599400,20,5527987,Open,""
N6945020C0082,236220,2020-09-29,1700,Y1AA,Southeast,U653PUNVD3W5,777634,1,0,Open,""
N3654A08C9005,236220,2008-04-20,1700,C119,Southeast,LN9PU5M2YZN5,17957,1,0,Open,""
N4008310C1018,236220,2010-09-30,1700,Z199,Midwest,MSGFL5EFFGN3,234767,3,2870,Open,""
AE137210000420,236220,2004-02-03,1630,Y169,Northeast,FYF1DNQHJV64,4213000,7,77684,Open,""
N6247316C4002,236220,2015-11-06,1700,Z1AA,West,Y4MNS7V31HJ5,287437,0,0,Open,""
FA500006C0003,236220,2006-03-23,5700,Z152,West,U3SCER7VJ325,89469,0,0,Restricted,1
FA481909C0022,236220,2009-06-24,5700,Z119,Southeast,QRLRV4CXZNE4,1902547,3,615127,Restricted,1
FA282305C0010,236220,2005-03-01,5700,Z199,Southeast,DLG9X3LBX6M6,68233,0,0,Restricted,1
FA301016C0008,236220,2016-06-29,5700,Z2FC,Southeast,ZN18CLHUHKK4,2729777,3,32169,Open,14
FA283514C0049,236220,2014-09-26,5700,Y1AA,Northeast,UY7EJMGP7D94,4049313,11,1616918,Open,4
FA440709C0022,236220,2009-09-29,5700,Z111,Midwest,FN7GJ7LGZBL5,168250,2,0,Restricted,1
N4008508C2612,236220,2008-08-29,1700,Z111,Northeast,LALFKXYL3GL3,1949588,4,74097,Open,""
FA286013C0032,236220,2013-09-27,5700,Z2FZ,West,ULMPN2X7TJC6,1999996,0,0,Restricted,1
FA810118C0023,236220,2018-07-25,5700,Z1AA,Southwest,L56XL6VKCJV5,121986,0,0,Restricted,1
N6871103C2347,236220,2003-06-26,1700,Y299,Northeast,U8Z9UMQDFJM4,607403,3,62872,Open,""
FA665611C0001,236220,2011-04-26,5700,Z299,Midwest,H3NDXJ1DTLE5,731724,3,28204,Open,11
N4425508C6002,236220,2007-12-14,1700,Y163,West,E929DGJ4NSQ5,29920000,26,47729338,Open,""
N6247306C4350,236220,2006-09-08,1700,Z119,West,HNFPFN7KV558,511460,1,0,Open,""
FA252109C0068,236220,2009-09-30,5700,Z111,Southeast,GLBAMN9Q7JN7,115000,0,0,Open,10
FA667510C0024,236220,2010-09-29,5700,Z111,Southwest,NAV7T2BKQ4X3,99859,0,0,Open,5
N6274206C1100,236220,2006-09-29,1700,Z199,Southeast,VJ3XVZC76HT9,1195000,0,0,Open,""
FA448419CA051,236220,2019-09-26,5700,Z2CZ,Northeast,TMSJY4K18BU6,2356478,1,180008,Restricted,1
N6246701C0316,236220,2003-01-10,1700,Z131,Southwest,F33UARVNG2F6,1380100,0,0,Open,""
F4065003C0051,236220,2003-06-30,5700,Z299,Southeast,J37BMDLKC8J7,101250,1,3850,Open,5
SP470218C0523,236220,2018-09-28,97AS,Z2AA,Midwest,SSS7J3UQLDK6,1483392,5,120599,Open,""
N6945008C1299,236220,2008-09-27,1700,5410,Midwest,RPXHPJSA6646,208000,0,0,Open,""
FA441822C0026,236220,2022-09-20,5700,Z2AA,Southeast,H2H4PDV4ALJ6,1997793,4,8229,Open,3
FA671212C0002,236220,2012-08-31,5700,Z1GZ,Midwest,LLW3NFVJSET8,2337950,7,57043,Open,5
