Contract ID,Contracting Agency ID,Number of Sub-Award Transactions,Sub-Award Obligation Sum,Percent of Prime Award (Sub-Award)
W9128F23C0003,2100,Empty,Empty,Empty
FA480309C0025,5700,Empty,Empty,Empty
GS08P14JBP0080,4740,Empty,Empty,Empty
W9127824C0038,2100,Empty,Empty,Empty
36C25924C0028,3600,Empty,Empty,Empty
DTFANE08C00027,6920,Empty,Empty,Empty
FA820115C0032,5700,Empty,Empty,Empty
W9124J09C0054,2100,Empty,Empty,Empty
DEFE0025549,8900,Empty,Empty,Empty
W91B4M09C0026,2100,Empty,Empty,Empty
FA486110CA033,5700,Empty,Empty,Empty
DTFASA17C00504,6920,Empty,Empty,Empty
W911QY22C0056,2100,Empty,Empty,Empty
VA261C0223,3600,Empty,Empty,Empty
W912PL06C0006,2100,Empty,Empty,Empty
FA820116C0009,5700,Empty,Empty,Empty
N4008020C0017,1700,Empty,Empty,Empty
FA860117C0012,5700,Empty,Empty,Empty
W912QR16C0009,2100,Empty,Empty,Empty
FA448420C0006,5700,Empty,Empty,Empty
N6247314C0423,1700,Empty,Empty,Empty
VA248C1839,3600,Empty,Empty,Empty
SP470218C0515,97AS,Empty,Empty,Empty
36C24823C0080,3600,Empty,Empty,Empty
W91B4N10C8219,2100,Empty,Empty,Empty
GS11P09MAM0031,4740,Empty,Empty,Empty
W9128F15C0013,2100,Empty,Empty,Empty
GS11P08YEC0165,4740,Empty,Empty,Empty
36C24420C0084,3600,Empty,Empty,Empty
FA667510C0015,5700,Empty,Empty,Empty
N4008509C5370,1700,Empty,Empty,Empty
N6247307C1013,1700,Empty,Empty,Empty
W912QR12C0053,2100,Empty,Empty,Empty
W9124720C0049,2100,Empty,Empty,Empty
GS09P13WJC0023,4740,Empty,Empty,Empty
VA246C0564,3600,Empty,Empty,Empty
140P4220C0042,1443,Empty,Empty,Empty
47PB0422C0001,4740,Empty,Empty,Empty
140F0322C0012,1448,Empty,Empty,Empty
INP15PC00884,1443,Empty,Empty,Empty
GS06P11TKC0034,4740,Empty,Empty,Empty
W912P911C0414,2100,Empty,Empty,Empty
W91ZRU18C5008,2100,Empty,Empty,Empty
HHSI241200500027C,7520,Empty,Empty,Empty
47PF0022C0021,4740,Empty,Empty,Empty
W9124Q07C0665,2100,Empty,Empty,Empty
DACA6503C0069,2100,Empty,Empty,Empty
N4008018C0006,1700,Empty,Empty,Empty
FA500024C0015,5700,Empty,Empty,Empty
N6246703C5224,1700,Empty,Empty,Empty
N6247306C4022,1700,Empty,Empty,Empty
FA282318C4006,5700,Empty,Empty,Empty
00678200309DV678C7948A,3600,Empty,Empty,Empty
V671C6418A,3600,Empty,Empty,Empty
FA448419C0004,5700,Empty,Empty,Empty
N6945024C0111,1700,Empty,Empty,Empty
AG4660C070023,12C2,Empty,Empty,Empty
GS08P05JBC0074,4740,Empty,Empty,Empty
VA259C0878,3600,Empty,Empty,Empty
HSCG8309N3WV006,7008,Empty,Empty,Empty
W91B4N11C8241,2100,Empty,Empty,Empty
VA241C2163,3600,Empty,Empty,Empty
W52P1J15C3010,2100,Empty,Empty,Empty
70B01C19C00000196,7014,Empty,Empty,Empty
VA24815C0168,3600,Empty,Empty,Empty
TOS08053,2001,Empty,Empty,Empty
W9124708C0036,2100,Empty,Empty,Empty
W9124708C0041,2100,Empty,Empty,Empty
FA860108C0036,5700,Empty,Empty,Empty
W917BE06C0118,2100,Empty,Empty,Empty
VA248C1181,3600,Empty,Empty,Empty
GS02P05DTC0004,4740,Empty,Empty,Empty
N4008014C2028,1700,Empty,Empty,Empty
W912DR05C0031,2100,Empty,Empty,Empty
GS05P11SEC0021,4740,Empty,Empty,Empty
W912JM18C5009,2100,Empty,Empty,Empty
N4008518C1148,1700,Empty,Empty,Empty
W912QR10C0027,2100,Empty,Empty,Empty
VA608C70268,3600,Empty,Empty,Empty
GS03P07AZC0008,4740,Empty,Empty,Empty
36C24419C0193,3600,Empty,Empty,Empty
W912HN15C0024,2100,Empty,Empty,Empty
V69DC8438A,3600,Empty,Empty,Empty
GS11P10NWC0126,4740,Empty,Empty,Empty
GS03P06QPM0043,4740,Empty,Empty,Empty
VA258C0419,3600,Empty,Empty,Empty
VA25613C0207,3600,Empty,Empty,Empty
140P6018C0005,1443,Empty,Empty,Empty
W91B4M09C4082,2100,Empty,Empty,Empty
94TZ200301D2094TZ30065,12C2,Empty,Empty,Empty
W9123809C0001,2100,Empty,Empty,Empty
INF13PC00048,1448,Empty,Empty,Empty
VA24614C0213,3600,Empty,Empty,Empty
36C26118C0065,3600,Empty,Empty,Empty
F4065003C0074,5700,Empty,Empty,Empty
N6945007C1787,1700,Empty,Empty,Empty
N6945007C0769,1700,Empty,Empty,Empty
SGE50010C0042,1900,Empty,Empty,Empty
FA665607C0007,5700,Empty,Empty,Empty
N6247314C3610,1700,Empty,Empty,Empty
W81XWH08C0086,2100,Empty,Empty,Empty
FA570711C0023,5700,Empty,Empty,Empty
VA241C0236,3600,Empty,Empty,Empty
W5J9JE11C0014,2100,Empty,Empty,Empty
GS04P15EXC0091,4740,Empty,Empty,Empty
SALMEC06C0040,1900,Empty,Empty,Empty
N6247316C3801,1700,Empty,Empty,Empty
FA460817C0019,5700,Empty,Empty,Empty
FA483014C0007,5700,Empty,Empty,Empty
N4008018C4431,1700,Empty,Empty,Empty
N4008308C1033,1700,Empty,Empty,Empty
HDEC0314C0003,97AZ,Empty,Empty,Empty
HQ003417C0128,97F5,Empty,Empty,Empty
FA466419CA029,5700,Empty,Empty,Empty
FA488720C0053,5700,Empty,Empty,Empty
W9127809C0096,2100,Empty,Empty,Empty
W912DY16C0009,2100,Empty,Empty,Empty
W912HN07C0077,2100,Empty,Empty,Empty
36C26224C0304,3600,Empty,Empty,Empty
47PK2019C0003,4740,Empty,Empty,Empty
N4008012C2084,1700,Empty,Empty,Empty
W917PM08C0011,2100,Empty,Empty,Empty
W91B4K11C2005,2100,Empty,Empty,Empty
W912PQ14C0010,2100,Empty,Empty,Empty
47PM0318C0013,4740,Empty,Empty,Empty
36C77622C0010,3600,Empty,Empty,Empty
W5J9JE10C0035,2100,Empty,Empty,Empty
VA701C0064,3600,Empty,Empty,Empty
VA24817C0093,3600,Empty,Empty,Empty
AG32SCC140060,12H2,Empty,Empty,Empty
N4008509C7001,1700,Empty,Empty,Empty
FA440709C0036,5700,Empty,Empty,Empty
FA252109C0001,5700,Empty,Empty,Empty
W911SD16C0008,2100,Empty,Empty,Empty
VA247C0934,3600,Empty,Empty,Empty
FA440718C0008,5700,Empty,Empty,Empty
GS08P16JBC7026,4740,Empty,Empty,Empty
DACA2703C0021,2100,Empty,Empty,Empty
VA259RA0688,3600,Empty,Empty,Empty
N4008516C4421,1700,Empty,Empty,Empty
W911KB19C0020,2100,Empty,Empty,Empty
W912P722C0003,2100,Empty,Empty,Empty
INP11PC20343,1443,Empty,Empty,Empty
W9124C10C0034,2100,Empty,Empty,Empty
N6945008C6324,1700,Empty,Empty,Empty
N6945010C5573,1700,Empty,Empty,Empty
N6247809C1485,1700,Empty,Empty,Empty
DOLETA16C0097,1630,Empty,Empty,Empty
FA667012C0005,5700,Empty,Empty,Empty
FA488710C0016,5700,Empty,Empty,Empty
GS09P11WRC0059,4740,Empty,Empty,Empty
W912QR08C0059,2100,Empty,Empty,Empty
DACA6302C0013,2100,Empty,Empty,Empty
N4008012C0503,1700,Empty,Empty,Empty
N6247309C1821,1700,Empty,Empty,Empty
N6945009C1757,1700,Empty,Empty,Empty
W90BRJ13C0003,2100,Empty,Empty,Empty
INP17PC00116,1443,Empty,Empty,Empty
V69DC8778A,3600,Empty,Empty,Empty
VA24217C0115,3600,Empty,Empty,Empty
36C25924C0110,3600,Empty,Empty,Empty
FA570217C0031,5700,Empty,Empty,Empty
W9126G18C0005,2100,Empty,Empty,Empty
36C24520C0185,3600,Empty,Empty,Empty
AG32SDC160060,12H2,Empty,Empty,Empty
W9126G11C0031,2100,Empty,Empty,Empty
N6247311C2835,1700,Empty,Empty,Empty
FA480113C0012,5700,Empty,Empty,Empty
VA528C0882,3600,Empty,Empty,Empty
FA441813C0020,5700,Empty,Empty,Empty
FA302018C0022,5700,Empty,Empty,Empty
VA24312C0179,3600,Empty,Empty,Empty
ING17PC00096,1434,Empty,Empty,Empty
W9123621C2019,2100,Empty,Empty,Empty
W56HZV09CL538,2100,Empty,Empty,Empty
W911S716C0015,2100,Empty,Empty,Empty
DJBP0700COBO094,1540,Empty,Empty,Empty
VA262C0306,3600,Empty,Empty,Empty
W9124B18C0013,2100,Empty,Empty,Empty
W912P609C0035,2100,Empty,Empty,Empty
GS01P08NLC0069,4740,Empty,Empty,Empty
47PE0322C0001,4740,Empty,Empty,Empty
V002410500093,3600,Empty,Empty,Empty
KS000200307DGS09P03KSD0106,4740,Empty,Empty,Empty
HQ003411C0078,97F5,Empty,Empty,Empty
W9127S13C6002,2100,Empty,Empty,Empty
GS10P16LTC7008,4740,Empty,Empty,Empty
W917BE07C0087,2100,Empty,Empty,Empty
INL11PC00142,1422,Empty,Empty,Empty
VA25912C0175,3600,Empty,Empty,Empty
W912HP14C0013,2100,Empty,Empty,Empty
HHSI102201600020C,7527,Empty,Empty,Empty
DTFASA17C00592,6920,Empty,Empty,Empty
FA446019CA005,5700,Empty,Empty,Empty
N0042124C0070,1700,Empty,Empty,Empty
VA26217C0259,3600,Empty,Empty,Empty
GS05P13SMC0010,4740,Empty,Empty,Empty
F2260003C0005,5700,Empty,Empty,Empty
W917BK08C0045,2100,Empty,Empty,Empty
N6945024C0048,1700,Empty,Empty,Empty
VA251C0631,3600,Empty,Empty,Empty
W5J9JE12C0123,2100,Empty,Empty,Empty
47PE0221C0006,4740,Empty,Empty,Empty
W912QR20C0038,2100,Empty,Empty,Empty
FA465414C0003,5700,Empty,Empty,Empty
GS05P09GBC0035,4740,Empty,Empty,Empty
N3654A08C9014,1700,Empty,Empty,Empty
N4008312C5012,1700,Empty,Empty,Empty
FA810119CA022,5700,Empty,Empty,Empty
N4425514C6025,1700,Empty,Empty,Empty
N4008012C2083,1700,Empty,Empty,Empty
W912L716C0015,2100,Empty,Empty,Empty
4283200307D50428330012,12C2,Empty,Empty,Empty
HSCG8305C3WF103,7008,Empty,Empty,Empty
FA255011C1019,5700,Empty,Empty,Empty
PG000200306DGS02P03PGM2025,4740,Empty,Empty,Empty
GS05P05GAC0024,4740,Empty,Empty,Empty
V438C89099,3600,Empty,Empty,Empty
W9124722C0066,2100,Empty,Empty,Empty
47PD0224C0010,4740,Empty,Empty,Empty
DTFANM08C00121,6920,Empty,Empty,Empty
VA249C1107,3600,Empty,Empty,Empty
W912BV08C2003,2100,Empty,Empty,Empty
FA441814C0013,5700,Empty,Empty,Empty
VA25017C0163,3600,Empty,Empty,Empty
47PF0019C0075,4740,Empty,Empty,Empty
W9124719C0107,2100,Empty,Empty,Empty
47PD1023C0011,4740,Empty,Empty,Empty
N4008017C0014,1700,Empty,Empty,Empty
N0042124C0041,1700,Empty,Empty,Empty
DTFAAC12C00014,6920,Empty,Empty,Empty
47PH0519C0004,4740,Empty,Empty,Empty
47PM0418C0043,4740,Empty,Empty,Empty
47PF0021C0015,4740,Empty,Empty,Empty
VA251C0158,3600,Empty,Empty,Empty
SIS70005C0001,1900,Empty,Empty,Empty
GS05P16SVC7003,4740,Empty,Empty,Empty
GS11P09YEC0235,4740,Empty,Empty,Empty
W912QR06C0024,2100,Empty,Empty,Empty
HHSD200201588032C,7523,Empty,Empty,Empty
FA309919CA006,5700,Empty,Empty,Empty
N6247312C4032,1700,Empty,Empty,Empty
FA252104C0057,5700,Empty,Empty,Empty
FA252110C0031,5700,Empty,Empty,Empty
N6895003C0027,1700,Empty,Empty,Empty
FA486110CA015,5700,Empty,Empty,Empty
FA813724C0010,5700,Empty,Empty,Empty
FA448419CA014,5700,Empty,Empty,Empty
HQ003405L1020,97F5,Empty,Empty,Empty
N6945013C2561,1700,Empty,Empty,Empty
AG32KWC140026,12K3,Empty,Empty,Empty
W912P507C1000,2100,Empty,Empty,Empty
INPC1700090602,1443,Empty,Empty,Empty
N6945011C5087,1700,Empty,Empty,Empty
VA595C0006,3600,Empty,Empty,Empty
FA910110C0003,5700,Empty,Empty,Empty
W91B4M09C7176,2100,Empty,Empty,Empty
VA244C1096,3600,Empty,Empty,Empty
N6247311C2851,1700,Empty,Empty,Empty
DJB61903013,1540,Empty,Empty,Empty
GS11P13MAP0250,4740,Empty,Empty,Empty
DTFAWN15C00311,6920,Empty,Empty,Empty
VA69D17C0201,3600,Empty,Empty,Empty
DABK2103C0018,2100,Empty,Empty,Empty
INP17PC00231,1443,Empty,Empty,Empty
FA282319CA055,5700,Empty,Empty,Empty
N4008520C0060,1700,Empty,Empty,Empty
W912L920C0006,2100,Empty,Empty,Empty
47PM0121C0001,4740,Empty,Empty,Empty
70Z08223CCEUM0002,7008,Empty,Empty,Empty
W9127N04C0024,2100,Empty,Empty,Empty
GS04P04RDC0017,4740,Empty,Empty,Empty
N4008307C1011,1700,Empty,Empty,Empty
FA480107C0011,5700,Empty,Empty,Empty
INP12PC31431,1443,Empty,Empty,Empty
W91B4M09C4010,2100,Empty,Empty,Empty
VA248C1704,3600,Empty,Empty,Empty
DOCSB134110CN0119,1341,Empty,Empty,Empty
47PD0519C0006,4740,Empty,Empty,Empty
W912PQ08C0031,2100,Empty,Empty,Empty
VA256C0066,3600,Empty,Empty,Empty
VA263C1036,3600,Empty,Empty,Empty
FA671217C0007,5700,Empty,Empty,Empty
FA480307C0061,5700,Empty,Empty,Empty
VA244C0385,3600,Empty,Empty,Empty
36C25019C0074,3600,Empty,Empty,Empty
FA486107CA026,5700,Empty,Empty,Empty
VA256C0984,3600,Empty,Empty,Empty
N4008311C3031,1700,Empty,Empty,Empty
FA487712CC007,5700,Empty,Empty,Empty
FA304715C0099,5700,Empty,Empty,Empty
N6945016C4121,1700,Empty,Empty,Empty
FA860119C0004,5700,Empty,Empty,Empty
VA24612C0075,3600,Empty,Empty,Empty
W912L920C0008,2100,Empty,Empty,Empty
W5J9JE11C0193,2100,Empty,Empty,Empty
W912DQ18C4069,2100,Empty,Empty,Empty
INP16PC00701,1443,Empty,Empty,Empty
HHSF223201210237C,7524,Empty,Empty,Empty
VA251C0853,3600,Empty,Empty,Empty
VA251C0483,3600,Empty,Empty,Empty
AG87BJC140021,12C2,Empty,Empty,Empty
W9124M11C0020,2100,Empty,Empty,Empty
VA25017C0062,3600,Empty,Empty,Empty
47PJ0019C0073,4740,Empty,Empty,Empty
FA667018C0001,5700,Empty,Empty,Empty
INF401816C029,1448,Empty,Empty,Empty
W9126G17C0120,2100,Empty,Empty,Empty
W911WN20C8009,2100,Empty,Empty,Empty
GS10P07XFC0016,4740,Empty,Empty,Empty
47PE0223C0005,4740,Empty,Empty,Empty
GS10P13XJC0051,4740,Empty,Empty,Empty
HHSF222200760009C,7524,Empty,Empty,Empty
47PJ0020C0019,4740,Empty,Empty,Empty
DTFAGL10C00264,6920,Empty,Empty,Empty
N3319111C1708,1700,Empty,Empty,Empty
W91SMC11C0007,2100,Empty,Empty,Empty
N6945016C4419,1700,Empty,Empty,Empty
FA820116C0040,5700,Empty,Empty,Empty
VA241C0204,3600,Empty,Empty,Empty
N4008512C9139,1700,Empty,Empty,Empty
N6274219C1303,1700,Empty,Empty,Empty
GS11P09MAM0211,4740,Empty,Empty,Empty
N6247003C3045,1700,Empty,Empty,Empty
FA441708C0001,5700,Empty,Empty,Empty
N6246703C2054,1700,Empty,Empty,Empty
N6945010C5082,1700,Empty,Empty,Empty
V678C08448A,3600,Empty,Empty,Empty
FA875108C0023,5700,Empty,Empty,Empty
GS09P11WFC0002,4740,Empty,Empty,Empty
GS11P11MAC0381,4740,Empty,Empty,Empty
GS08P14JBP0008,4740,Empty,Empty,Empty
FA570218C0014,5700,Empty,Empty,Empty
N4008518C3009,1700,Empty,Empty,Empty
FA281619CA011,5700,Empty,Empty,Empty
W9124710C0028,2100,Empty,Empty,Empty
N6247310C1810,1700,Empty,Empty,Empty
N4008310C0022,1700,Empty,Empty,Empty
SLE20011C0004,1900,Empty,Empty,Empty
140P2023C0038,1443,Empty,Empty,Empty
W9124924C0021,2100,Empty,Empty,Empty
W911YP07C0005,2100,Empty,Empty,Empty
W9126G14C0094,2100,Empty,Empty,Empty
VA249C0474,3600,Empty,Empty,Empty
FA500010C0049,5700,Empty,Empty,Empty
N6945012C5327,1700,Empty,Empty,Empty
W912K614C0001,2100,Empty,Empty,Empty
GS09P06WDC0012,4740,Empty,Empty,Empty
VA24615C0008,3600,Empty,Empty,Empty
GS08P17VEC0006,4740,Empty,Empty,Empty
FA890319C0021,5700,Empty,Empty,Empty
VA25017C0140,3600,Empty,Empty,Empty
W9124N11C0029,2100,Empty,Empty,Empty
VA257C0114,3600,Empty,Empty,Empty
DTFANM09C00089,6920,Empty,Empty,Empty
V249C00318A,3600,Empty,Empty,Empty
AG0261C170010,12C2,Empty,Empty,Empty
W912DS23C0004,2100,Empty,Empty,Empty
47PE0718C0014,4740,Empty,Empty,Empty
75N99022C00017,7529,Empty,Empty,Empty
GS09P04KYC0042,4740,Empty,Empty,Empty
70FBR524C00000001,7022,Empty,Empty,Empty
FA850116C0008,5700,Empty,Empty,Empty
N3319108C0241,1700,Empty,Empty,Empty
N6871105C5618,1700,Empty,Empty,Empty
N6945017C5632,1700,Empty,Empty,Empty
FA282320C0050,5700,Empty,Empty,Empty
DOLJ121A21911,1630,Empty,Empty,Empty
GS04P10EWC0033,4740,Empty,Empty,Empty
VA26112C0165,3600,Empty,Empty,Empty
47PK1218C0023,4740,Empty,Empty,Empty
GS09P11WBC0010,4740,Empty,Empty,Empty
GS06P05TKC0019,4740,Empty,Empty,Empty
FA667512C0003,5700,Empty,Empty,Empty
FA466409C0026,5700,Empty,Empty,Empty
GS11P10YAC0146,4740,Empty,Empty,Empty
HHS222002006HHSF222002006D14,7524,Empty,Empty,Empty
FA820109C0050,5700,Empty,Empty,Empty
FA446010C0018,5700,Empty,Empty,Empty
GS11P08YTC0367,4740,Empty,Empty,Empty
FA480922C0010,5700,Empty,Empty,Empty
GS07P09UYC0008,4740,Empty,Empty,Empty
75H70124C00014,7527,Empty,Empty,Empty
INP15PC00097,1443,Empty,Empty,Empty
GS09P08WJC0005,4740,Empty,Empty,Empty
W912DR14C0035,2100,Empty,Empty,Empty
GS05P03GBC0038,4740,Empty,Empty,Empty
FA481920C0059,5700,Empty,Empty,Empty
47PB0623C0006,4740,Empty,Empty,Empty
N4008510C0020,1700,Empty,Empty,Empty
FA282309C0014,5700,Empty,Empty,Empty
N6945017C8419,1700,Empty,Empty,Empty
V518C70009,3600,Empty,Empty,Empty
VA262C0179,3600,Empty,Empty,Empty
VA255C1891,3600,Empty,Empty,Empty
W9123808C0026,2100,Empty,Empty,Empty
GS02P14PJC0022,4740,Empty,Empty,Empty
DACA2702C0016,2100,Empty,Empty,Empty
47PM0324C0016,4740,Empty,Empty,Empty
DTFASW08C00130,6920,Empty,Empty,Empty
W91B4N10C8145,2100,Empty,Empty,Empty
N6247311C2014,1700,Empty,Empty,Empty
W912CG06C0002,2100,Empty,Empty,Empty
W911SF10C0018,2100,Empty,Empty,Empty
FA488713C0024,5700,Empty,Empty,Empty
FA483014C0009,5700,Empty,Empty,Empty
V623C705,3600,Empty,Empty,Empty
W912CL09C0010,2100,Empty,Empty,Empty
N6247309C1836,1700,Empty,Empty,Empty
FA500005C0022,5700,Empty,Empty,Empty
HDEC0311C0003,97AZ,Empty,Empty,Empty
HQ003408L1058,97F5,Empty,Empty,Empty
N6945020C0053,1700,Empty,Empty,Empty
VA24915C0033,3600,Empty,Empty,Empty
HSCG8804C623437,7008,Empty,Empty,Empty
VA554C10543,3600,Empty,Empty,Empty
W9124Q09C0530,2100,Empty,Empty,Empty
VA25611C1211,3600,Empty,Empty,Empty
140P6419C0008,1443,Empty,Empty,Empty
W9124Q08C0511,2100,Empty,Empty,Empty
SAQMMA09C0290,1900,Empty,Empty,Empty
N4008310C0018,1700,Empty,Empty,Empty
N4008015C3013,1700,Empty,Empty,Empty
36C26123C0022,3600,Empty,Empty,Empty
N6945011C6363,1700,Empty,Empty,Empty
VA257C0744,3600,Empty,Empty,Empty
W9124E11C0020,2100,Empty,Empty,Empty
GS11P17YTC0017,4740,Empty,Empty,Empty
W912QR19C0012,2100,Empty,Empty,Empty
75D30122C13276,7523,Empty,Empty,Empty
47PK1221C0012,4740,Empty,Empty,Empty
N4008012C2014,1700,Empty,Empty,Empty
VA24912C0148,3600,Empty,Empty,Empty
FA462607C0017,5700,Empty,Empty,Empty
GS01P08NLC0034,4740,Empty,Empty,Empty
N6247318C4802,1700,Empty,Empty,Empty
W5K9FH12C0018,2100,Empty,Empty,Empty
GS01P06NLM0047,4740,Empty,Empty,Empty
VA243C1222,3600,Empty,Empty,Empty
AG32SCC150065,12H2,Empty,Empty,Empty
N6247312C3218,1700,Empty,Empty,Empty
SJM37009C0004,1900,Empty,Empty,Empty
N6945009C1764,1700,Empty,Empty,Empty
VA247C1027,3600,Empty,Empty,Empty
47PE0119C0039,4740,Empty,Empty,Empty
HHSI102200600017C,7527,Empty,Empty,Empty
00246200309DV246C00077,3600,Empty,Empty,Empty
W9124E06C0001,2100,Empty,Empty,Empty
36C24920C0095,3600,Empty,Empty,Empty
INLNDC040039,1422,Empty,Empty,Empty
47PD1020C0007,4740,Empty,Empty,Empty
70FA2024C00000012,7022,Empty,Empty,Empty
W912PP12C0027,2100,Empty,Empty,Empty
VA24415C0414,3600,Empty,Empty,Empty
FA665604C0008,5700,Empty,Empty,Empty
VA786A17C0007,3600,Empty,Empty,Empty
FA448419CA052,5700,Empty,Empty,Empty
697DCK20C00114,6920,Empty,Empty,Empty
N6945011C0082,1700,Empty,Empty,Empty
N4008507C1431,1700,Empty,Empty,Empty
GS09P10WBC0016,4740,Empty,Empty,Empty
GS01P17NLC0008,4740,Empty,Empty,Empty
N6274217C6501,1700,Empty,Empty,Empty
GS09P02KTC0007,4740,Empty,Empty,Empty
FA449708C0022,5700,Empty,Empty,Empty
GS11P15YTC0253,4740,Empty,Empty,Empty
W911XK20C0004,2100,Empty,Empty,Empty
FA570712C0052,5700,Empty,Empty,Empty
VA26313C0278,3600,Empty,Empty,Empty
VA25812C0072,3600,Empty,Empty,Empty
FA301014C0007,5700,Empty,Empty,Empty
FA281608C0006,5700,Empty,Empty,Empty
HDEC0313C0002,97AZ,Empty,Empty,Empty
N6274216C1312,1700,Empty,Empty,Empty
FA282310C0011,5700,Empty,Empty,Empty
FA488713C0039,5700,Empty,Empty,Empty
GS11P08MAC0161,4740,Empty,Empty,Empty
697DCK22C00270,6920,Empty,Empty,Empty
W50S7H22C0001,2100,Empty,Empty,Empty
47PK0923C0008,4740,Empty,Empty,Empty
GS09P14WMC0032,4740,Empty,Empty,Empty
DOCWC133011CN0156,1330,Empty,Empty,Empty
00262200309DV593C04918A,3600,Empty,Empty,Empty
V249C0058,3600,Empty,Empty,Empty
GS01P11NFC0101,4740,Empty,Empty,Empty
SAQMMA12C0023,1900,Empty,Empty,Empty
VA248C1495,3600,Empty,Empty,Empty
N4008506C0765,1700,Empty,Empty,Empty
W911YP09C2102,2100,Empty,Empty,Empty
W912CN16C0027,2100,Empty,Empty,Empty
V673C532,3600,Empty,Empty,Empty
W912DW20C0007,2100,Empty,Empty,Empty
W911S111C0025,2100,Empty,Empty,Empty
F0865003C0025,5700,Empty,Empty,Empty
N4008310C1020,1700,Empty,Empty,Empty
W5J9JE11C0186,2100,Empty,Empty,Empty
N4008011C1029,1700,Empty,Empty,Empty
W912DS12C0022,2100,Empty,Empty,Empty
W91B4N11C8033,2100,Empty,Empty,Empty
GS08P17JBC0029,4740,Empty,Empty,Empty
47PK1920C0006,4740,Empty,Empty,Empty
W912QR20C0039,2100,Empty,Empty,Empty
GS04P11EXC0011,4740,Empty,Empty,Empty
W5K9FH12C0092,2100,Empty,Empty,Empty
DOCSB134110CN0113,1341,Empty,Empty,Empty
GS08P09JBP0055,4740,Empty,Empty,Empty
697DCK21C00084,6920,Empty,Empty,Empty
47PK1719C0019,4740,Empty,Empty,Empty
W9124M10C0013,2100,Empty,Empty,Empty
N6247799C1060,1700,Empty,Empty,Empty
AE137540000420,1630,Empty,Empty,Empty
FA441603C0020,5700,Empty,Empty,Empty
VA261C0311,3600,Empty,Empty,Empty
FA252105C0077,5700,Empty,Empty,Empty
GS08P12JBP0006,4740,Empty,Empty,Empty
N6247306C8005,1700,Empty,Empty,Empty
HQ003418C0047,97F5,Empty,Empty,Empty
GS04P09EXC0127,4740,Empty,Empty,Empty
W91SMC16C0014,2100,Empty,Empty,Empty
VA25717C0040,3600,Empty,Empty,Empty
W50S8R24C0004,2100,Empty,Empty,Empty
VA25016C0056,3600,Empty,Empty,Empty
GS04P15EXC0233,4740,Empty,Empty,Empty
36C25818C0061,3600,Empty,Empty,Empty
47PD0219C0004,4740,Empty,Empty,Empty
W911QY15C0122,2100,Empty,Empty,Empty
INL16PC00026,1422,Empty,Empty,Empty
GS11P07YTC0385,4740,Empty,Empty,Empty
W912QR10C0013,2100,Empty,Empty,Empty
FA481919CA038,5700,Empty,Empty,Empty
V671C6908A,3600,Empty,Empty,Empty
N4008022C0014,1700,Empty,Empty,Empty
W912DR23C0063,2100,Empty,Empty,Empty
VA24612C0095,3600,Empty,Empty,Empty
FA483004C4007,5700,Empty,Empty,Empty
N6247308C7507,1700,Empty,Empty,Empty
GS10P11XJP0010,4740,Empty,Empty,Empty
INN10PC18057,1406,Empty,Empty,Empty
W91B4M09C7007,2100,Empty,Empty,Empty
TPDAFRW12C0009,2036,Empty,Empty,Empty
36C77624C0207,3600,Empty,Empty,Empty
GS05P08SEP0025,4740,Empty,Empty,Empty
FA701209C0019,5700,Empty,Empty,Empty
47PB0021C0003,4740,Empty,Empty,Empty
GS09P12WDC0011,4740,Empty,Empty,Empty
W50S8V23C0001,2100,Empty,Empty,Empty
HQ005005C0001,97F5,Empty,Empty,Empty
FA282322C0024,5700,Empty,Empty,Empty
SP470211C0024,97AS,Empty,Empty,Empty
N6945008C4577,1700,Empty,Empty,Empty
FA857120C0038,5700,Empty,Empty,Empty
INP10PC75366,1443,Empty,Empty,Empty
FA441608C0039,5700,Empty,Empty,Empty
FA282317C4027,5700,Empty,Empty,Empty
FA813724C0016,5700,Empty,Empty,Empty
47PF0023C0004,4740,Empty,Empty,Empty
HSFLC04N0023,7015,Empty,Empty,Empty
GS11P07YTP0230,4740,Empty,Empty,Empty
697DCK18C00104,6920,Empty,Empty,Empty
N4008005C0152,1700,Empty,Empty,Empty
N6945010C6845,1700,Empty,Empty,Empty
FA820107C0093,5700,Empty,Empty,Empty
N6945018C5647,1700,Empty,Empty,Empty
FA441605C0020,5700,Empty,Empty,Empty
FA441721C0004,5700,Empty,Empty,Empty
AG8173C070037,12C2,Empty,Empty,Empty
N6945008C2562,1700,Empty,Empty,Empty
N4008010C0508,1700,Empty,Empty,Empty
1333ND24CNB190055,1341,Empty,Empty,Empty
GS09P06KTC0011,4740,Empty,Empty,Empty
DTFAAC11C00015,6920,Empty,Empty,Empty
VA69DC0727,3600,Empty,Empty,Empty
GS04P13EXC0170,4740,Empty,Empty,Empty
VA25912C0291,3600,Empty,Empty,Empty
W9124920C0027,2100,Empty,Empty,Empty
VA262C0972,3600,Empty,Empty,Empty
00200200309D200200302207,7523,Empty,Empty,Empty
36C24822C0130,3600,Empty,Empty,Empty
GS11P07YEC0194,4740,Empty,Empty,Empty
INP15PC00626,1443,Empty,Empty,Empty
GS08P12JFC0134,4740,Empty,Empty,Empty
140P3018C0018,1443,Empty,Empty,Empty
89243319CFE000033,8900,Empty,Empty,Empty
VA255C0064,3600,Empty,Empty,Empty
